panel	accession	organism	vclass	cell	full_found	full_coverage	full_bait	panel_found	panel_coverage	panel_bait	direction	full_coverage_distance_from_bar
drop_ITPR3_baits	GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	1	1.0	P11881|Itpr1|Mus_musculus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_019393635.1	Dromiciops gliroides	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_019393635.1	Dromiciops gliroides	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	1	1.0	P11881|Itpr1|Mus_musculus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_019740435.1	Gambusia affinis	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_019740435.1	Gambusia affinis	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_020171115.1	Neogale vison	Mammalia	ITPR1	1	1.0	P11881|Itpr1|Mus_musculus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_020171115.1	Neogale vison	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCF_020171115.1	Neogale vison	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_020171115.1	Neogale vison	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_020171115.1	Neogale vison	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_020171115.1	Neogale vison	Mammalia	ITPR1	1	1.0	P11881|Itpr1|Mus_musculus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_020171115.1	Neogale vison	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_020171115.1	Neogale vison	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_020740795.1	Apus apus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_020740795.1	Apus apus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCF_020740795.1	Apus apus	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_020740795.1	Apus apus	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_020740795.1	Apus apus	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_020740795.1	Apus apus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_020740795.1	Apus apus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_020740795.1	Apus apus	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
basal_only	GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_020826845.1	Diceros bicornis minor	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_020826845.1	Diceros bicornis minor	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR1	1	1.0	A0A670JBK6|ITPR1|Podarcis_muralis	0	0.0		loss	0.3
basal_only	GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR2	1	1.0	A0ABM1LG32|ITPR2|Gekko_japonicus	0	0.0		loss	0.3
basal_only	GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR3	1	0.9539	A0A6J0TV85|ITPR3|Pogona_vitticeps	0	0.0		loss	0.2539
basal_only	GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	RYR	1	0.996	A0A3Q0HBW9|RYR|Alligator_sinensis	0	0.0		loss	0.296
no_ryr_control	GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	RYR	1	0.996	A0A3Q0HBW9|RYR|Alligator_sinensis	0	0.0		loss	0.296
drop_ITPR1_baits	GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR1	1	1.0	A0A670JBK6|ITPR1|Podarcis_muralis	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR2	1	1.0	A0ABM1LG32|ITPR2|Gekko_japonicus	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR3	1	0.9539	A0A6J0TV85|ITPR3|Pogona_vitticeps	0	0.0		loss	0.2539
basal_only	GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_021292245.1	Micropterus dolomieu	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_021292245.1	Micropterus dolomieu	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR3	1	1.0	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.3
basal_only	GCF_021613505.1	Equus quagga	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
basal_only	GCF_021613505.1	Equus quagga	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCF_021613505.1	Equus quagga	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_021613505.1	Equus quagga	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_021613505.1	Equus quagga	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_021613505.1	Equus quagga	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_021613505.1	Equus quagga	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_021613505.1	Equus quagga	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_023634155.1	Falco peregrinus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_023634155.1	Falco peregrinus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCF_023634155.1	Falco peregrinus	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_023634155.1	Falco peregrinus	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_023634155.1	Falco peregrinus	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_023634155.1	Falco peregrinus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_023634155.1	Falco peregrinus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_023634155.1	Falco peregrinus	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
basal_only	GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_023851605.1	Tamandua tetradactyla	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_023851605.1	Tamandua tetradactyla	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
basal_only	GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_024166365.1	Elephas maximus indicus	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_024166365.1	Elephas maximus indicus	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR1	1	0.9975	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.2975
basal_only	GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_025201925.1	Gopherus flavomarginatus	Testudines	RYR	1	0.996	A0A3Q0HBW9|RYR|Alligator_sinensis	0	0.0		loss	0.296
no_ryr_control	GCF_025201925.1	Gopherus flavomarginatus	Testudines	RYR	1	0.996	A0A3Q0HBW9|RYR|Alligator_sinensis	0	0.0		loss	0.296
drop_ITPR1_baits	GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR1	1	0.9975	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.2975
drop_ITPR2_baits	GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR1	1	1.0	A0A670JBK6|ITPR1|Podarcis_muralis	0	0.0		loss	0.3
basal_only	GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR2	1	1.0	A0ABM1LG32|ITPR2|Gekko_japonicus	0	0.0		loss	0.3
basal_only	GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR3	1	1.0	A0A6J0TV85|ITPR3|Pogona_vitticeps	0	0.0		loss	0.3
basal_only	GCF_027244095.1	Hemicordylus capensis	Lepidosauria	RYR	1	0.996	A0A3Q0HBW9|RYR|Alligator_sinensis	0	0.0		loss	0.296
no_ryr_control	GCF_027244095.1	Hemicordylus capensis	Lepidosauria	RYR	1	0.996	A0A3Q0HBW9|RYR|Alligator_sinensis	0	0.0		loss	0.296
drop_ITPR1_baits	GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR1	1	1.0	A0A670JBK6|ITPR1|Podarcis_muralis	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR2	1	1.0	A0ABM1LG32|ITPR2|Gekko_japonicus	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR3	1	1.0	A0A6J0TV85|ITPR3|Pogona_vitticeps	0	0.0		loss	0.3
basal_only	GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
basal_only	GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_027409185.1	Cynocephalus volans	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_027409185.1	Cynocephalus volans	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR1	1	1.0	Q14643|ITPR1|Homo_sapiens|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
basal_only	GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
basal_only	GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR3	1	0.7251	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.0251
basal_only	GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR1	1	1.0	A0A672IUQ7|ITPR1|Salarias_fasciatus	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR2	1	1.0	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR3	1	0.7251	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0	0.0		loss	0.0251
basal_only	GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR1	1	1.0	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	0	0.0		loss	0.3
basal_only	GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR2	1	1.0	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	0	0.0		loss	0.3
basal_only	GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR3	1	1.0	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	0	0.0		loss	0.3
basal_only	GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	1	1.0	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR1	1	1.0	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR2	1	1.0	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR3	1	1.0	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	0	0.0		loss	0.3
basal_only	GCF_027579735.1	Bombina bombina	Amphibia	ITPR1	1	1.0	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	0	0.0		loss	0.3
basal_only	GCF_027579735.1	Bombina bombina	Amphibia	ITPR2	1	1.0	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	0	0.0		loss	0.3
basal_only	GCF_027579735.1	Bombina bombina	Amphibia	ITPR3	1	1.0	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	0	0.0		loss	0.3
basal_only	GCF_027579735.1	Bombina bombina	Amphibia	RYR	1	1.0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0	0.0		loss	0.3
no_ryr_control	GCF_027579735.1	Bombina bombina	Amphibia	RYR	1	1.0	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_027579735.1	Bombina bombina	Amphibia	ITPR1	1	1.0	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_027579735.1	Bombina bombina	Amphibia	ITPR2	1	1.0	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_027579735.1	Bombina bombina	Amphibia	ITPR3	1	1.0	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	0	0.0		loss	0.3
basal_only	GCF_027595985.1	Sorex araneus	Mammalia	ITPR1	1	1.0	P11881|Itpr1|Mus_musculus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_027595985.1	Sorex araneus	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCF_027595985.1	Sorex araneus	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_027595985.1	Sorex araneus	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_027595985.1	Sorex araneus	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_027595985.1	Sorex araneus	Mammalia	ITPR1	1	1.0	P11881|Itpr1|Mus_musculus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_027595985.1	Sorex araneus	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_027595985.1	Sorex araneus	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR1	1	1.0	P11881|Itpr1|Mus_musculus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
basal_only	GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_028372415.1	Notamacropus eugenii	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_028372415.1	Notamacropus eugenii	Mammalia	RYR	1	1.0	Q92736|RYR2|Homo_sapiens|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR1	1	1.0	P11881|Itpr1|Mus_musculus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR2	1	1.0	Q14571|ITPR2|Homo_sapiens|ITPR2	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR3	1	1.0	Q14573|ITPR3|Homo_sapiens|ITPR3	0	0.0		loss	0.3
basal_only	GCF_028389875.1	Rhea pennata	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCF_028389875.1	Rhea pennata	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCF_028389875.1	Rhea pennata	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_028389875.1	Rhea pennata	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCF_028389875.1	Rhea pennata	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCF_028389875.1	Rhea pennata	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCF_028389875.1	Rhea pennata	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCF_028389875.1	Rhea pennata	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCF_028858725.1	Colius striatus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
