accession	organism	vclass	cell	status	grade	found	control	control_reason	false_negative	s15_state	s15_rule	level	annotated_assembly	annotation_source	contig_n50	scaffold_n50	total_length_bp	spans_gene	best_coverage	recon_coverage
GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	16477222	51466935	1173455521	1	1.0	0.0
GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	16477222	51466935	1173455521	1	1.0	0.0
GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	16477222	51466935	1173455521	1	1.0	0.0
GCF_018320785.1	Cheilinus undulatus	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	16477222	51466935	1173455521	1	1.0	0.0
GCF_018691265.1	Tyto alba	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	17955177	36032128	1249867532	1	1.0	0.0
GCF_018691265.1	Tyto alba	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	17955177	36032128	1249867532	1	1.0	0.0
GCF_018691265.1	Tyto alba	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	17955177	36032128	1249867532	1	1.0	0.0
GCF_018691265.1	Tyto alba	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	RefSeq	17955177	36032128	1249867532	1	1.0	0.0
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	1626615	69331348	991519186	1	1.0	0.0
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	1626615	69331348	991519186	1	0.9885	0.0
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	RefSeq	1626615	69331348	991519186	1	1.0	0.0
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	RefSeq	1626615	69331348	991519186	1	1.0	0.0
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1603140	1974114035	40054324612	1	1.0	0.0
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1603140	1974114035	40054324612	1	1.0	0.0
GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1603140	1974114035	40054324612	1	1.0	0.0
GCF_019279795.1	Protopterus annectens	Dipnoi	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	1603140	1974114035	40054324612	1	1.0	0.0
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	38230856	670775900	3303199800	1	1.0	0.0
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	38230856	670775900	3303199800	1	1.0	0.0
GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	38230856	670775900	3303199800	1	1.0	0.0
GCF_019393635.1	Dromiciops gliroides	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	38230856	670775900	3303199800	1	1.0	0.0
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	12906370	29761488	680149392	1	1.0	0.0
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	12906370	29761488	680149392	1	1.0	0.0
GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	12906370	29761488	680149392	1	1.0	0.0
GCF_019740435.1	Gambusia affinis	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	12906370	29761488	680149392	1	1.0	0.0
GCF_020171115.1	Neogale vison	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	220349319	220349319	2681198719	1	1.0	0.0
GCF_020171115.1	Neogale vison	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	220349319	220349319	2681198719	1	1.0	0.0
GCF_020171115.1	Neogale vison	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	220349319	220349319	2681198719	1	1.0	0.0
GCF_020171115.1	Neogale vison	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	220349319	220349319	2681198719	1	1.0	0.0
GCF_020740795.1	Apus apus	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	25561769	115508478	1100361224	1	1.0	0.0
GCF_020740795.1	Apus apus	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	25561769	115508478	1100361224	1	1.0	0.0
GCF_020740795.1	Apus apus	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	25561769	115508478	1100361224	1	1.0	0.0
GCF_020740795.1	Apus apus	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	25561769	115508478	1100361224	1	1.0	0.0
GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	28468213	65026825	3005519209	1	1.0	0.0
GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	28468213	65026825	3005519209	1	1.0	0.0
GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	28468213	65026825	3005519209	1	1.0	0.0
GCF_020826845.1	Diceros bicornis minor	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	28468213	65026825	3005519209	1	1.0	0.0
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	9459502	133801376	1810846735	1	1.0	0.0
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	9459502	133801376	1810846735	1	1.0	0.0
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	9459502	133801376	1810846735	1	0.9539	0.0
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	9459502	133801376	1810846735	1	0.996	0.0
GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	46775	34173225	829570727	0	1.0	0.0
GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	46775	34173225	829570727	0	1.0	0.0
GCF_021292245.1	Micropterus dolomieu	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	46775	34173225	829570727	0	1.0	0.0
GCF_021292245.1	Micropterus dolomieu	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	46775	34173225	829570727	0	1.0	0.0
GCF_021613505.1	Equus quagga	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	427941	122556673	2500914156	1	1.0	0.0
GCF_021613505.1	Equus quagga	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	427941	122556673	2500914156	1	1.0	0.0
GCF_021613505.1	Equus quagga	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	427941	122556673	2500914156	1	1.0	0.0
GCF_021613505.1	Equus quagga	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	427941	122556673	2500914156	1	1.0	0.0
GCF_023634155.1	Falco peregrinus	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	15744644	93682670	1311580791	1	1.0	0.0
GCF_023634155.1	Falco peregrinus	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	15744644	93682670	1311580791	1	1.0	0.0
GCF_023634155.1	Falco peregrinus	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	15744644	93682670	1311580791	1	1.0	0.0
GCF_023634155.1	Falco peregrinus	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	15744644	93682670	1311580791	1	1.0	0.0
GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	9869167	174634624	3205724741	1	1.0	0.0
GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	9869167	174634624	3205724741	1	1.0	0.0
GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	9869167	174634624	3205724741	1	1.0	0.0
GCF_023851605.1	Tamandua tetradactyla	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	9869167	174634624	3205724741	1	1.0	0.0
GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	87987108	127432672	3401247148	1	1.0	0.0
GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	87987108	127432672	3401247148	1	1.0	0.0
GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	87987108	127432672	3401247148	1	1.0	0.0
GCF_024166365.1	Elephas maximus indicus	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	87987108	127432672	3401247148	1	1.0	0.0
GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	6917139	162938067	2460542086	1	0.9975	0.0
GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	6917139	162938067	2460542086	1	1.0	0.0
GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	6917139	162938067	2460542086	1	1.0	0.0
GCF_025201925.1	Gopherus flavomarginatus	Testudines	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	6917139	162938067	2460542086	1	0.996	0.0
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	160691000	359646233	2294751221	1	1.0	0.0
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	160691000	359646233	2294751221	1	1.0	0.0
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	160691000	359646233	2294751221	1	1.0	0.0
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	160691000	359646233	2294751221	1	0.996	0.0
GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	69195939	165781880	2814418120	1	1.0	0.0
GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	69195939	165781880	2814418120	1	1.0	0.0
GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	69195939	165781880	2814418120	1	1.0	0.0
GCF_027409185.1	Cynocephalus volans	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	69195939	165781880	2814418120	1	1.0	0.0
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4898551	34636535	828681152	1	1.0	0.0
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4898551	34636535	828681152	1	1.0	0.0
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4898551	34636535	828681152	1	0.7251	0.0
GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	4898551	34636535	828681152	1	1.0	0.0
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	14859289	83992109	2341916362	1	1.0	0.0
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	14859289	83992109	2341916362	1	1.0	0.0
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	14859289	83992109	2341916362	1	1.0	0.0
GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	14859289	83992109	2341916362	1	1.0	0.0
GCF_027579735.1	Bombina bombina	Amphibia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3759931	1241340601	10019663791	1	1.0	0.0
GCF_027579735.1	Bombina bombina	Amphibia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3759931	1241340601	10019663791	1	1.0	0.0
GCF_027579735.1	Bombina bombina	Amphibia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3759931	1241340601	10019663791	1	1.0	0.0
GCF_027579735.1	Bombina bombina	Amphibia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	3759931	1241340601	10019663791	1	1.0	0.0
GCF_027595985.1	Sorex araneus	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4024507	374364821	2405993548	1	1.0	0.0
GCF_027595985.1	Sorex araneus	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4024507	374364821	2405993548	1	1.0	0.0
GCF_027595985.1	Sorex araneus	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4024507	374364821	2405993548	1	1.0	0.0
GCF_027595985.1	Sorex araneus	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	4024507	374364821	2405993548	1	1.0	0.0
GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	15255043	489668034	3447464908	1	1.0	0.0
GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	15255043	489668034	3447464908	1	1.0	0.0
GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	15255043	489668034	3447464908	1	1.0	0.0
GCF_028372415.1	Notamacropus eugenii	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	15255043	489668034	3447464908	1	1.0	0.0
GCF_028389875.1	Rhea pennata	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	19335416	82467789	1269000025	1	1.0	0.0
GCF_028389875.1	Rhea pennata	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	19335416	82467789	1269000025	1	1.0	0.0
GCF_028389875.1	Rhea pennata	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	19335416	82467789	1269000025	1	1.0	0.0
GCF_028389875.1	Rhea pennata	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	19335416	82467789	1269000025	1	1.0	0.0
GCF_028858725.1	Colius striatus	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	21931325	89023854	1212464869	1	1.0	0.0
GCF_028858725.1	Colius striatus	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	21931325	89023854	1212464869	1	1.0	0.0
GCF_028858725.1	Colius striatus	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	21931325	89023854	1212464869	1	1.0	0.0
GCF_028858725.1	Colius striatus	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	21931325	89023854	1212464869	1	0.993	0.0
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3626585	53138383	1186354877	1	1.0	0.0
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3626585	53138383	1186354877	1	1.0	0.0
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3626585	53138383	1186354877	1	1.0	0.0
GCF_029633855.1	Hoplias malabaricus	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	3626585	53138383	1186354877	1	1.0	0.0
