accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams
A0AAV9QSJ4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1147.4 bits (100.0% of 1147.4) over 833 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1147.4	1.0	sweep	HMM	CRENBAI_026085	B30.2/SPRY domain-containing protein	Crenichthys baileyi	28760	Vertebrata	Metazoa	Chordata				949			0						
A0AAV9RA88	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 256.2 bits (59.6% of 430.0) over 217 profile positions	profile		ITPR	medium	430.0	173.8	0.5958	sweep	HMM	ITPR3_1	Inositol 1,4,5-trisphosphate receptor type 3	Crenichthys baileyi	28760	Vertebrata	Metazoa	Chordata				237			0						
A0AAV9RB20	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 465.1 bits (90.8% of 512.1) over 376 profile positions	profile		ITPR	medium	512.1	47.0	0.9082	sweep	HMM	ITPR3_2	Inositol 1,4,5-trisphosphate receptor type 3	Crenichthys baileyi	28760	Vertebrata	Metazoa	Chordata				450			0						
A0AAV9S1C0	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 499.1 bits (68.3% of 730.2) over 403 profile positions	profile		ITPR	medium	730.2	231.1	0.6835	sweep	HMM	ITPR1_2	Inositol 1,4,5-trisphosphate receptor type 1	Crenichthys baileyi	28760	Vertebrata	Metazoa	Chordata				463			0						
A0AAV9S7N0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 463.6 bits (100.0% of 463.6) over 439 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	463.6	1.0	sweep	HMM	RYR2_3	Ryanodine receptor 2 (Fragment)	Crenichthys baileyi	28760	Vertebrata	Metazoa	Chordata				477			0						
A0AAV9SL83	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 440.7 bits (62.0% of 711.3) over 340 profile positions	profile		RYR	medium	270.6	711.3	0.6196	sweep	HMM	RYR2_1	Ryanodine receptor 2 (Fragment)	Crenichthys baileyi	28760	Vertebrata	Metazoa	Chordata				343			0						
A0AAV9SMQ5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 702.2 bits (94.0% of 747.2) over 557 profile positions	profile		RYR	medium	45.0	747.2	0.9398	sweep	HMM	RYR2_6	Ryanodine receptor 2	Crenichthys baileyi	28760	Vertebrata	Metazoa	Chordata				527			0						
A0AAW0IG96	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 491.1 bits (68.3% of 719.2) over 325 profile positions	profile		RYR	medium	228.1	719.2	0.6828	sweep	HMM	U0070_017016	Ion transport domain-containing protein	Myodes glareolus	447135	Vertebrata	Metazoa	Chordata				329			0						
A0AAW0IGG8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 307.2 bits (85.8% of 357.9) over 232 profile positions	profile		RYR	medium	50.7	357.9	0.8583	sweep	HMM	U0070_017014	RYR2 (Fragment)	Myodes glareolus	447135	Vertebrata	Metazoa	Chordata				228			0						
A0AAW0IH86	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 2127.9 bits (100.0% of 2127.9) over 1297 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	2127.9	1.0	sweep	HMM	U0070_017011	B30.2/SPRY domain-containing protein	Myodes glareolus	447135	Vertebrata	Metazoa	Chordata				1343			0						
A0AAW0J040	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1104.6 bits (100.0% of 1104.6) over 774 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1104.6	1.0	sweep	HMM	U0070_022597	Ryanodine receptor	Myodes glareolus	447135	Vertebrata	Metazoa	Chordata				845			0						
A0AAW0J044	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 522.6 bits (74.6% of 700.7) over 335 profile positions	profile		RYR	medium	178.1	700.7	0.7458	sweep	HMM	U0070_022594	Ryanodine receptor 2 (Fragment)	Myodes glareolus	447135	Vertebrata	Metazoa	Chordata				359			0						
A0AAW0MXB3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 731.2 bits (71.1% of 1028.5) over 631 profile positions	profile		RYR	medium	297.3	1028.5	0.7109	sweep	HMM	WMY93_029222	Uncharacterized protein	Mugilogobius chulae	88201	Vertebrata	Metazoa	Chordata				683			0						
A0AAW0NKM7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 296.2 bits (53.5% of 553.3) over 237 profile positions	profile		RYR	medium	257.1	553.3	0.5353	sweep	HMM	WMY93_018662	Ion transport domain-containing protein	Mugilogobius chulae	88201	Vertebrata	Metazoa	Chordata				743			0						
A0AAW0PIW3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 664.1 bits (69.6% of 954.7) over 468 profile positions	profile		RYR	medium	290.6	954.7	0.6956	sweep	HMM	WMY93_008412	Ryanodine receptor 1	Mugilogobius chulae	88201	Vertebrata	Metazoa	Chordata				492			0						
A0AAW0PXG6	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 421.5 bits (67.1% of 628.2) over 357 profile positions	profile		ITPR	medium	628.2	206.7	0.671	sweep	HMM	WMY93_003714	Ion transport domain-containing protein	Mugilogobius chulae	88201	Vertebrata	Metazoa	Chordata				389			0						
A0AAW1BBX2	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 648.7 bits (100.0% of 648.7) over 440 profile positions; no ryr.hmm hit	profile		ITPR	medium	648.7	0.0	1.0	sweep	HMM	NXF25_012447	Inositol -C4-5-trisphosphate receptor type 2	Crotalus adamanteus	8729	Vertebrata	Metazoa	Chordata				453			0						
A0AAW1C5N5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 508.0 bits (100.0% of 508.0) over 389 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	508.0	1.0	sweep	HMM	NXF25_000848	Ryanodine receptor 3-like	Crotalus adamanteus	8729	Vertebrata	Metazoa	Chordata				463			0						
A0AAW1C6A6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 292.1 bits (100.0% of 292.1) over 227 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	292.1	1.0	sweep	HMM	NXF25_000851	RYR3: Ryanodine receptor 3 (Fragment)	Crotalus adamanteus	8729	Vertebrata	Metazoa	Chordata				236			0						
A0AAW1C7B8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 362.3 bits (76.5% of 473.4) over 251 profile positions	profile		RYR	medium	111.1	473.4	0.7653	sweep	HMM	NXF25_000852	Ryanodine receptor 3-like	Crotalus adamanteus	8729	Vertebrata	Metazoa	Chordata				247			0						
A0AAY4AXU6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 60.4 bits (100.0% of 60.4) over 217 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	60.4	1.0	sweep	HMM	RNF123	RING-type E3 ubiquitin transferase	Denticeps clupeoides	299321	Vertebrata	Metazoa	Chordata				1193			0						
A0AAY4B0T3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 60.7 bits (100.0% of 60.7) over 217 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	60.7	1.0	sweep	HMM	RNF123	SPRY domain-containing protein	Denticeps clupeoides	299321	Vertebrata	Metazoa	Chordata				1230			0						
A0AAZ1X1J1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1539.5 bits (100.0% of 1539.5) over 1025 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1539.5	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Oreochromis aureus	47969	Vertebrata	Metazoa	Chordata				1151			0						
A0AAZ3Q593	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 527.7 bits (100.0% of 527.7) over 296 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	527.7	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Oncorhynchus tshawytscha	74940	Vertebrata	Metazoa	Chordata				306			0						
A0AAZ3RX18	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1045.0 bits (83.5% of 1251.3) over 813 profile positions	profile		RYR	medium	206.3	1251.3	0.8351	sweep	HMM		Ryanodine receptor 2-like	Oncorhynchus tshawytscha	74940	Vertebrata	Metazoa	Chordata				871			0						
A0AB34GMY3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1093.1 bits (100.0% of 1093.1) over 725 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1093.1	1.0	sweep	HMM	J1605_011467	B30.2/SPRY domain-containing protein	Eschrichtius robustus	9764	Vertebrata	Metazoa	Chordata				786			0						
A0AB34H5R5	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 288.4 bits (100.0% of 288.4) over 244 profile positions; no ryr.hmm hit	profile		ITPR	medium	288.4	0.0	1.0	sweep	HMM	J1605_006629	Inositol 1,4,5-trisphosphate receptor type 2	Eschrichtius robustus	9764	Vertebrata	Metazoa	Chordata				262			0						
A0AB34HTC0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 817.1 bits (100.0% of 817.1) over 532 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	817.1	1.0	sweep	HMM	J1605_019067	B30.2/SPRY domain-containing protein	Eschrichtius robustus	9764	Vertebrata	Metazoa	Chordata				607			0						
A0ABD0NSF9	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 573.8 bits (100.0% of 573.8) over 404 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	573.8	1.0	sweep	HMM	M9458_040415	EF-hand domain-containing protein (Fragment)	Cirrhinus mrigala	683832	Vertebrata	Metazoa	Chordata				435			0						
A0ABD0NT67	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 292.4 bits (100.0% of 292.4) over 242 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	292.4	1.0	sweep	HMM	M9458_040423	Ryanodine receptor junctional solenoid domain-containing protein (Fragment)	Cirrhinus mrigala	683832	Vertebrata	Metazoa	Chordata				273			0						
A0ABD0P2D6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 310.2 bits (100.0% of 310.2) over 261 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	310.2	1.0	sweep	HMM	M9458_036505	Uncharacterized protein (Fragment)	Cirrhinus mrigala	683832	Vertebrata	Metazoa	Chordata				283			0						
A0ABD0P2G1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 276.1 bits (100.0% of 276.1) over 237 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	276.1	1.0	sweep	HMM	M9458_036506	Ryanodine receptor junctional solenoid domain-containing protein (Fragment)	Cirrhinus mrigala	683832	Vertebrata	Metazoa	Chordata				325			0						
A0ABD0P2Q1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 512.4 bits (93.5% of 548.0) over 414 profile positions	profile		RYR	medium	35.6	548.0	0.935	sweep	HMM	M9458_036514	Ryanodine Receptor TM 4-6 domain-containing protein (Fragment)	Cirrhinus mrigala	683832	Vertebrata	Metazoa	Chordata				426			0						
A0ABD0P5V6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 417.2 bits (91.9% of 453.9) over 399 profile positions	profile		RYR	medium	36.7	453.9	0.9191	sweep	HMM	M9458_033856	EF-hand domain-containing protein (Fragment)	Cirrhinus mrigala	683832	Vertebrata	Metazoa	Chordata				377			0						
A0ABD0P7M9	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 108.6 bits (100.0% of 108.6) over 217 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	108.6	1.0	sweep	HMM	M9458_033862	Ryanodine receptor junctional solenoid domain-containing protein (Fragment)	Cirrhinus mrigala	683832	Vertebrata	Metazoa	Chordata				211			0						
A0ABD0P8P5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 193.0 bits (100.0% of 193.0) over 246 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	193.0	1.0	sweep	HMM	M9458_033992	Ryanodine Receptor TM 4-6 domain-containing protein (Fragment)	Cirrhinus mrigala	683832	Vertebrata	Metazoa	Chordata				261			0						
A0ABD0PY71	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 325.1 bits (100.0% of 325.1) over 242 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	325.1	1.0	sweep	HMM	M9458_024281	Ryanodine receptor junctional solenoid domain-containing protein (Fragment)	Cirrhinus mrigala	683832	Vertebrata	Metazoa	Chordata				299			0						
A0ABD0PYD6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 558.0 bits (94.1% of 592.9) over 419 profile positions	profile		RYR	medium	34.9	592.9	0.9411	sweep	HMM	M9458_024283	EF-hand domain-containing protein	Cirrhinus mrigala	683832	Vertebrata	Metazoa	Chordata				441			0						
A0ABD0Q9H2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 271.4 bits (100.0% of 271.4) over 246 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	271.4	1.0	sweep	HMM	M9458_022189	B30.2/SPRY domain-containing protein (Fragment)	Cirrhinus mrigala	683832	Vertebrata	Metazoa	Chordata				263			0						
A0ABD0Q9I7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 509.0 bits (93.5% of 544.3) over 380 profile positions	profile		RYR	medium	35.3	544.3	0.9351	sweep	HMM	M9458_022191	Ryanodine Receptor TM 4-6 domain-containing protein (Fragment)	Cirrhinus mrigala	683832	Vertebrata	Metazoa	Chordata				424			0						
A0ABD0QAA0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 486.6 bits (100.0% of 486.6) over 360 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	486.6	1.0	sweep	HMM	M9458_022190	Ryanodine receptor junctional solenoid domain-containing protein (Fragment)	Cirrhinus mrigala	683832	Vertebrata	Metazoa	Chordata				481			0						
A0ABD0X2V0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 370.1 bits (100.0% of 370.1) over 276 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	370.1	1.0	sweep	HMM	UPYG_G00193800	Ryanodine receptor junctional solenoid domain-containing protein	Umbra pygmaea	75934	Vertebrata	Metazoa	Chordata				314			0						
A0ABD1KJV5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 754.1 bits (82.7% of 912.3) over 641 profile positions	profile		RYR	medium	158.2	912.3	0.8266	sweep	HMM	ACEWY4_005848	EF-hand domain-containing protein	Coilia grayii	363190	Vertebrata	Metazoa	Chordata				728			0						
A0ABM0Q5J4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 371.9 bits (100.0% of 371.9) over 242 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	371.9	1.0	sweep	HMM	LOC103584388	Ryanodine receptor 1-like	Galeopterus variegatus	482537	Vertebrata	Metazoa	Chordata				269			0						
A0ABM0SA10	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 449.8 bits (71.6% of 628.1) over 378 profile positions	profile		ITPR	medium	628.1	178.3	0.7161	sweep	HMM	LOC103606918	Inositol 1,4,5-trisphosphate receptor type 2-like	Galeopterus variegatus	482537	Vertebrata	Metazoa	Chordata				422			0						
A0ABM3DCJ1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 955.6 bits (95.3% of 1002.3) over 680 profile positions	profile		RYR	medium	46.7	1002.3	0.9534	sweep	HMM	LOC106592449	Ryanodine receptor 2-like	Salmo salar	8030	Vertebrata	Metazoa	Chordata				669			0						
A0ABM3DCJ5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 849.6 bits (100.0% of 849.6) over 572 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	849.6	1.0	sweep	HMM	LOC106591405	Ryanodine receptor 2-like	Salmo salar	8030	Vertebrata	Metazoa	Chordata				568			0						
A0ABN9CCR8	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 403.8 bits (100.0% of 403.8) over 327 profile positions; no ryr.hmm hit	profile		ITPR	medium	403.8	0.0	1.0	sweep	HMM	SPARVUS_LOCUS4629538	Uncharacterized protein (Fragment)	Staurois parvus	386267	Vertebrata	Metazoa	Chordata				339			0						
A0ABN9ESX4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 827.7 bits (100.0% of 827.7) over 572 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	827.7	1.0	sweep	HMM	SPARVUS_LOCUS10671853	Ryanodine receptor 3 (Fragment)	Staurois parvus	386267	Vertebrata	Metazoa	Chordata				595			0						
A0ABN9EWP2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 288.2 bits (56.3% of 512.1) over 217 profile positions	profile		RYR	medium	223.9	512.1	0.5628	sweep	HMM	SPARVUS_LOCUS10671850	Ion transport domain-containing protein (Fragment)	Staurois parvus	386267	Vertebrata	Metazoa	Chordata				217			0						
A0ABN9KQ55	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 435.9 bits (87.5% of 497.9) over 330 profile positions	profile		RYR	medium	62.0	497.9	0.8755	sweep	HMM	RIMI_LOCUS998843	Transposase	Ranitomeya imitator	111125	Vertebrata	Metazoa	Chordata				748			0						
A0ABN9LBW3	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 274.3 bits (100.0% of 274.3) over 234 profile positions; no ryr.hmm hit	profile		ITPR	medium	274.3	0.0	1.0	sweep	HMM	RIMI_LOCUS7537134	Inositol 1,4,5-trisphosphate receptor type 2	Ranitomeya imitator	111125	Vertebrata	Metazoa	Chordata				262			0						
A0ABN9M382	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 578.5 bits (93.8% of 616.4) over 478 profile positions	profile		RYR	medium	37.9	616.4	0.9385	sweep	HMM	RIMI_LOCUS16035915	Ryanodine Receptor TM 4-6 domain-containing protein (Fragment)	Ranitomeya imitator	111125	Vertebrata	Metazoa	Chordata				535			0						
A0ABN9M551	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 622.2 bits (68.9% of 902.6) over 434 profile positions	profile		RYR	medium	280.4	902.6	0.6893	sweep	HMM	RIMI_LOCUS16035828	Ryanodine receptor 1	Ranitomeya imitator	111125	Vertebrata	Metazoa	Chordata				473			0						
A0ABQ7SGJ6	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 335.3 bits (63.4% of 528.6) over 274 profile positions	profile		ITPR	medium	528.6	193.3	0.6343	sweep	HMM	JD844_027549	Ion transport domain-containing protein	Phrynosoma platyrhinos	52577	Vertebrata	Metazoa	Chordata				379			0						
A0ABQ9TN76	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 581.6 bits (94.4% of 616.1) over 414 profile positions	profile		RYR	medium	34.5	616.1	0.944	sweep	HMM	RYR2_5	Ryanodine receptor 2 (Fragment)	Saguinus oedipus	9490	Vertebrata	Metazoa	Chordata				432			0						
A0ABQ9TUA3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 331.1 bits (100.0% of 331.1) over 251 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	331.1	1.0	sweep	HMM	RYR1_9	Ryanodine receptor 1	Saguinus oedipus	9490	Vertebrata	Metazoa	Chordata				331			0						
A0ABQ9TUR3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 304.1 bits (100.0% of 304.1) over 227 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	304.1	1.0	sweep	HMM	RYR1_2	Ryanodine receptor 1	Saguinus oedipus	9490	Vertebrata	Metazoa	Chordata				288			0						
A0ABQ9U396	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 266.4 bits (58.0% of 459.6) over 217 profile positions	profile		ITPR	medium	459.6	193.2	0.5796	sweep	HMM	ITPR1	Inositol 1,4,5-trisphosphate receptor type 1	Saguinus oedipus	9490	Vertebrata	Metazoa	Chordata				372			0						
A0ABQ9V3C4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 510.2 bits (100.0% of 510.2) over 389 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	510.2	1.0	sweep	HMM	RYR3_2	Ryanodine receptor 3 (Fragment)	Saguinus oedipus	9490	Vertebrata	Metazoa	Chordata				453			0						
A0ABQ9VVV5	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 278.4 bits (100.0% of 278.4) over 220 profile positions; no ryr.hmm hit	profile		ITPR	medium	278.4	0.0	1.0	sweep	HMM	ITPR3_2	Inositol 1,4,5-trisphosphate receptor type 3	Saguinus oedipus	9490	Vertebrata	Metazoa	Chordata				283			0						
