accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	verdict
A0A8C7B4X3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	1316.1	327.0	0.7515	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Neogale vison (American mink) (Mustela vison)	452646	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	721	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		not in the DB; another entry of the same gene was hit
A0A8C7B759	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4455.2	434.9	0.9024	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Neogale vison (American mink) (Mustela vison)	452646	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	2709	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7B8Y2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4438.9	432.7	0.9025	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Neogale vison (American mink) (Mustela vison)	452646	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	2742	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7BCC2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4445.9	435.4	0.9021	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Neogale vison (American mink) (Mustela vison)	452646	Vertebrata	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	2749	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7C2W8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4160.8	401.6	0.9035	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2664	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7C8A9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4043.1	392.3	0.903	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2707	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CAL0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4330.3	420.4	0.9029	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2741	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CAN3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4337.3	407.9	0.906	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2711	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CAV6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4230.3	426.2	0.8993	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2641	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CC51	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4050.6	388.9	0.904	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2722	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CC91	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4054.9	389.0	0.9041	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2700	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CFY9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4321.5	414.1	0.9042	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2735	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CG85	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4234.8	429.1	0.8987	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2625	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CGB4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4272.6	412.4	0.9035	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2719	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CGC1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4154.6	414.0	0.9004	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2632	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CJL2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4250.0	424.8	0.9	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2648	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CKG1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4053.0	402.6	0.9007	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2616	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CKH3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3996.1	403.3	0.8991	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2572	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CKJ7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	1514.5	129.3	0.9146	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	988	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		not in the DB; another entry of the same gene was hit
A0A8C7CRM2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3829.3	376.9	0.9016	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2611	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CS78	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3501.5	230.6	0.9341	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2492	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CSI8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	534.0	71.4	0.8663	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	305	0		0	Inferred from homology	1	PF08709	PF02815;PF08709	2		not in the DB; another entry of the same gene was hit
A0A8C7CTP8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4228.1	428.0	0.8988	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2621	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CXS0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3909.7	447.8	0.8855	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2630	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7CXU7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3896.5	395.7	0.8984	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2655	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7D3G9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3907.9	432.2	0.8894	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2648	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7D480	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3942.7	456.5	0.8842	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2661	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7D4A6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3937.7	445.4	0.8869	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2638	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7DA93	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3891.6	385.3	0.901	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2656	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7DEI9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3906.6	438.8	0.8877	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2663	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7DHG1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	1492.0	160.0	0.8928	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	981	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		not in the DB; another entry of the same gene was hit
A0A8C7E735	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3861.1	385.5	0.9002	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2397	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C7E743	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4066.5	377.4	0.9072	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Naja naja (Indian cobra)	35670	Vertebrata	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	2451	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A8C7EYX5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4044.9	403.3	0.9003	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2558	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7F3J9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3783.1	362.8	0.9041	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2622	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7FKU2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4223.8	403.8	0.9044	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2724	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7FKZ0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3974.2	415.0	0.8956	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2550	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7FLB2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3944.9	413.4	0.8952	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2518	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7FLE7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4072.3	406.7	0.9001	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2585	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7FLH2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4224.5	400.4	0.9052	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2735	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7FLI9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4055.9	405.0	0.9001	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2580	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7FLM6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3999.5	403.5	0.8991	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2602	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7FLQ6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4045.5	402.2	0.9006	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2597	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A8C7FM02	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4231.9	402.6	0.9049	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2721	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
