accession	band	role	length	n_itpr_arch	itpr_score	verdict	detail
A0ABN8IP36	Arthropoda	RYR	1389	1	151.5	shape	length 1389 outside RyR bait band 4600-5400
A0ABN8IP46	Arthropoda	RYR	3248	3	277.0	shape	length 3248 outside RyR bait band 4600-5400
A0ABN8IQI8	Arthropoda	RYR	3242	3	275.6	shape	length 3242 outside RyR bait band 4600-5400
A0ABN8IQP0	Arthropoda	RYR	3199	3	275.7	shape	length 3199 outside RyR bait band 4600-5400
A0ABN8IR66	Arthropoda	RYR	3217	3	275.7	shape	length 3217 outside RyR bait band 4600-5400
A0ABN8IU98	Arthropoda	RYR	3248	3	275.6	shape	length 3248 outside RyR bait band 4600-5400
A0ABP1R3D1	Arthropoda	ITPR	2347	4	1841.7	shape	length 2347 outside measured bait band 2450-3250
A0ABQ5SNM9	Chlorophyta	ITPR	3236	4	696.6	shape	architecture 4/5, not complete, and itpr.hmm scores it only 697 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ABQ7PW00	Arthropoda	ITPR	1297	2	1619.7	shape	length 1297 outside measured bait band 2450-3250
A0ABQ7S8H2	Arthropoda	ITPR	2386	5	2049.7	shape	length 2386 outside measured bait band 2450-3250
A0ABQ7S901	Arthropoda	RYR	6761	5	670.3	shape	length 6761 outside RyR bait band 4600-5400
A0ABQ8T689	Arthropoda	RYR	746	1	69.6	shape	length 746 outside RyR bait band 4600-5400
A0ABQ8T696	Arthropoda	RYR	1387	2	411.8	shape	length 1387 outside RyR bait band 4600-5400
A0ABQ8UZM6	Preaxostyla	ITPR	2857	4	571.9	shape	architecture 4/5, not complete, and itpr.hmm scores it only 572 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ABQ9E722	Mollusca	ITPR	639	1	695.3	shape	length 639 outside measured bait band 2450-3250
A0ABQ9E7A8	Mollusca	ITPR	564	1	476.2	shape	length 564 outside measured bait band 2450-3250
A0ABQ9ECH1	Mollusca	ITPR	347	2	468.6	shape	length 347 outside measured bait band 2450-3250
A0ABQ9ED00	Mollusca	ITPR	1276	3	1577.9	shape	length 1276 outside measured bait band 2450-3250
A0ABQ9EE31	Mollusca	ITPR	1233	1	451.2	shape	length 1233 outside measured bait band 2450-3250
A0ABQ9EFL4	Mollusca	ITPR	775	2	1005.4	shape	length 775 outside measured bait band 2450-3250
A0ABQ9EZC3	Mollusca	ITPR	1083	1	416.3	shape	length 1083 outside measured bait band 2450-3250
A0ABQ9F285	Mollusca	ITPR	275	2	215.3	shape	length 275 outside measured bait band 2450-3250
A0ABQ9JWN8	Arthropoda	RYR	676	2	106.7	shape	length 676 outside RyR bait band 4600-5400
A0ABQ9JXQ0	Arthropoda	RYR	541	1	59.6	shape	length 541 outside RyR bait band 4600-5400
A0ABQ9JY03	Arthropoda	RYR	1605	2	393.7	shape	length 1605 outside RyR bait band 4600-5400
A0ABQ9Y4L8	Preaxostyla	ITPR	3301	2	263.3	shape	length 3301 outside measured bait band 2450-3250
A0ABQ9YA27	Preaxostyla	ITPR	2379	2	182.6	shape	length 2379 outside measured bait band 2450-3250
A0ABR1B0Q9	Arthropoda	RYR	1367	2	444.0	shape	length 1367 outside RyR bait band 4600-5400
A0ABR1B0T0	Arthropoda	RYR	3872	3	288.4	shape	length 3872 outside RyR bait band 4600-5400
A0ABR1DWB4	Nematoda	RYR	1322	2	442.1	shape	length 1322 outside RyR bait band 4600-5400
A0ABR2WSE9	Basidiobolomycota	ITPR	1356	2	1068.4	shape	length 1356 outside measured bait band 2450-3250
A0ABR2WSM3	Basidiobolomycota	ITPR	1054	3	752.6	shape	length 1054 outside measured bait band 2450-3250
A0ABR3H4X6	Arthropoda	RYR	4357	4	426.4	shape	length 4357 outside RyR bait band 4600-5400
A0ABR3H4X7	Arthropoda	RYR	4333	4	429.3	shape	length 4333 outside RyR bait band 4600-5400
A0ABR3KI48	Nematoda	RYR	2447	2	163.2	shape	length 2447 outside RyR bait band 4600-5400
A0ABR4NID5	Chytridiomycota	ITPR	4446	5	1298.5	shape	length 4446 outside measured bait band 2450-3250
A0ABR4Q6E9	Platyhelminthes	RYR	5781	5	694.4	shape	length 5781 outside RyR bait band 4600-5400
A0ABY6K664	Arthropoda	RYR	1255	3	168.7	shape	length 1255 outside RyR bait band 4600-5400
A0ABY6K685	Arthropoda	RYR	445	1	79.9	shape	length 445 outside RyR bait band 4600-5400
A0ABY6K936	Arthropoda	RYR	1003	1	35.8	shape	length 1003 outside RyR bait band 4600-5400
A0ABY6KAY1	Arthropoda	ITPR	5183	3	1078.3	shape	length 5183 outside measured bait band 2450-3250
A0ABY7FBH2	Mollusca	RYR	2884	3	208.6	shape	length 2884 outside RyR bait band 4600-5400
A0ABY7FD51	Mollusca	RYR	1938	2	404.9	shape	length 1938 outside RyR bait band 4600-5400
A0ABY7FYY3	Mollusca	ITPR	572	3	766.3	shape	length 572 outside measured bait band 2450-3250
A0ABY7FZV4	Mollusca	ITPR	781	1	183.3	shape	length 781 outside measured bait band 2450-3250
A0ABY7G3J3	Mollusca	ITPR	354	1	105.1	shape	length 354 outside measured bait band 2450-3250
A0AC60NUZ8	Arthropoda	ITPR	1211	2	1555.7	shape	length 1211 outside measured bait band 2450-3250
A0AC60QEL0	Arthropoda	RYR	760	1	66.8	shape	length 760 outside RyR bait band 4600-5400
A0ACB0Y364	Nematoda	ITPR	906	2	831.6	shape	length 906 outside measured bait band 2450-3250
A0ACB0Y3P0	Nematoda	ITPR	834	3	784.4	shape	length 834 outside measured bait band 2450-3250
A0ACB0Z3U7	Nematoda	RYR	527	2	118.9	shape	length 527 outside RyR bait band 4600-5400
A0ACB0Z3X5	Nematoda	RYR	303	1	29.1	shape	length 303 outside RyR bait band 4600-5400
A0ACB0Z570	Nematoda	RYR	2039	1	58.9	shape	length 2039 outside RyR bait band 4600-5400
A0ACB0Z5M6	Nematoda	RYR	1983	2	443.1	shape	length 1983 outside RyR bait band 4600-5400
A0ACB0Z909	Nematoda	ITPR	1016	2	902.5	shape	length 1016 outside measured bait band 2450-3250
A0ACB0Z976	Nematoda	ITPR	2129	3	1437.4	shape	length 2129 outside measured bait band 2450-3250
A0ACB0ZHF6	Nematoda	RYR	2406	1	64.3	shape	length 2406 outside RyR bait band 4600-5400
A0ACB0ZHR8	Nematoda	RYR	248	1	29.1	shape	length 248 outside RyR bait band 4600-5400
A0ACB0ZIS0	Nematoda	RYR	1200	2	414.4	shape	length 1200 outside RyR bait band 4600-5400
A0ACB0ZJ18	Nematoda	RYR	3021	1	84.9	shape	length 3021 outside RyR bait band 4600-5400
A0ACB0ZJB2	Nematoda	RYR	1946	2	442.3	shape	length 1946 outside RyR bait band 4600-5400
A0ACB0ZJH4	Nematoda	RYR	334	2	37.6	shape	length 334 outside RyR bait band 4600-5400
A0ACB0ZJZ5	Nematoda	RYR	532	2	120.9	shape	length 532 outside RyR bait band 4600-5400
A0ACB8C557	Arthropoda	RYR	376	2	84.0	shape	length 376 outside RyR bait band 4600-5400
A0ACB8C567	Arthropoda	RYR	1679	1	99.4	shape	length 1679 outside RyR bait band 4600-5400
A0ACB8C5C2	Arthropoda	RYR	316	1	0.0	shape	length 316 outside RyR bait band 4600-5400
A0ACC0KBC1	Arthropoda	RYR	3625	3	281.8	shape	length 3625 outside RyR bait band 4600-5400
A0ACC0KC30	Arthropoda	RYR	1502	2	425.5	shape	length 1502 outside RyR bait band 4600-5400
A0ACE0G7E8	Arthropoda	RYR	5492	5	721.7	shape	length 5492 outside RyR bait band 4600-5400
A0ACE0GST2	Arthropoda	RYR	535	2	112.1	shape	length 535 outside RyR bait band 4600-5400
A0ACE1DKF8	Platyhelminthes	RYR	5674	5	698.0	shape	length 5674 outside RyR bait band 4600-5400
A0ACE7F653	Arthropoda	RYR	1165	3	182.9	shape	length 1165 outside RyR bait band 4600-5400
A0ACE7F6K6	Arthropoda	RYR	3985	3	542.3	shape	length 3985 outside RyR bait band 4600-5400
A0ACF6ED13	Arthropoda	ITPR	1357	3	1908.7	shape	length 1357 outside measured bait band 2450-3250
A0ACF6EIK1	Arthropoda	RYR	751	3	146.7	shape	length 751 outside RyR bait band 4600-5400
A0ACF6EIU8	Arthropoda	RYR	2264	2	446.0	shape	length 2264 outside RyR bait band 4600-5400
A0ACF7I1T5	Arthropoda	ITPR	3850	5	3273.5	shape	length 3850 outside measured bait band 2450-3250
A0ACF7KH80	Mollusca	ITPR	2382	3	1083.8	shape	length 2382 outside measured bait band 2450-3250
A0ACF7TYV6	Ciliophora	ITPR	3953	2	277.2	shape	length 3953 outside measured bait band 2450-3250
A0ACF7U043	Ciliophora	ITPR	3334	2	399.2	shape	length 3334 outside measured bait band 2450-3250
A0ACF7U6J7	Ciliophora	ITPR	3060	2	525.6	shape	architecture 2/5, not complete, and itpr.hmm scores it only 526 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ACF7UA24	Ciliophora	ITPR	3045	2	513.3	shape	architecture 2/5, not complete, and itpr.hmm scores it only 513 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ACF7UHF0	Ciliophora	ITPR	3385	2	317.5	shape	length 3385 outside measured bait band 2450-3250
A0ACF7UHJ6	Ciliophora	ITPR	3345	2	310.5	shape	length 3345 outside measured bait band 2450-3250
A0ACF7UP55	Ciliophora	ITPR	3492	4	676.4	shape	length 3492 outside measured bait band 2450-3250
A0ACF7UPQ8	Ciliophora	ITPR	3569	1	692.6	shape	length 3569 outside measured bait band 2450-3250
A0ACF7UXB7	Ciliophora	ITPR	3525	3	312.9	shape	length 3525 outside measured bait band 2450-3250
A0ACF7V4W2	Ciliophora	ITPR	3262	3	658.4	shape	length 3262 outside measured bait band 2450-3250
A0ACF7V5U3	Ciliophora	ITPR	3454	3	355.3	shape	length 3454 outside measured bait band 2450-3250
A0ACF7V6G6	Ciliophora	ITPR	3236	2	577.0	shape	architecture 2/5, not complete, and itpr.hmm scores it only 577 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ACF7VJC9	Ciliophora	ITPR	3657	4	549.1	shape	length 3657 outside measured bait band 2450-3250
A0ACF7VRB9	Ciliophora	ITPR	3117	4	503.1	shape	architecture 4/5, not complete, and itpr.hmm scores it only 503 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ACF7VY67	Ciliophora	ITPR	3637	2	495.5	shape	length 3637 outside measured bait band 2450-3250
A0ACF7VY78	Ciliophora	ITPR	3236	3	570.6	shape	architecture 3/5, not complete, and itpr.hmm scores it only 571 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ACF7VYB3	Ciliophora	ITPR	3101	2	571.2	shape	architecture 2/5, not complete, and itpr.hmm scores it only 571 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ACF7W2C3	Ciliophora	ITPR	3396	2	452.5	shape	length 3396 outside measured bait band 2450-3250
A0ACF7W2S6	Ciliophora	ITPR	3418	4	739.6	shape	length 3418 outside measured bait band 2450-3250
A0ACF7W650	Ciliophora	ITPR	4355	2	319.5	shape	length 4355 outside measured bait band 2450-3250
A0ACF7W7V8	Ciliophora	ITPR	2505	2	191.5	shape	architecture 2/5, not complete, and itpr.hmm scores it only 192 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ACF7W9S6	Ciliophora	ITPR	10324	1	665.5	shape	length 10324 outside measured bait band 2450-3250
A0ACF7WJ37	Ciliophora	ITPR	3422	4	736.8	shape	length 3422 outside measured bait band 2450-3250
A0ACF7WJD8	Ciliophora	ITPR	3430	2	600.1	shape	length 3430 outside measured bait band 2450-3250
A0ACF7WP30	Ciliophora	ITPR	3251	2	411.8	shape	length 3251 outside measured bait band 2450-3250
A0ACF7WTE0	Ciliophora	ITPR	3030	2	522.6	shape	architecture 2/5, not complete, and itpr.hmm scores it only 523 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ACF7WTE5	Ciliophora	ITPR	3029	2	537.8	shape	architecture 2/5, not complete, and itpr.hmm scores it only 538 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ACF7X2H5	Ciliophora	ITPR	3384	2	305.1	shape	length 3384 outside measured bait band 2450-3250
A0ACF7X3G0	Ciliophora	ITPR	3346	2	301.7	shape	length 3346 outside measured bait band 2450-3250
A0ACF7XD53	Ciliophora	ITPR	3508	4	652.5	shape	length 3508 outside measured bait band 2450-3250
A0ACF7XM66	Ciliophora	ITPR	3244	2	672.3	shape	architecture 2/5, not complete, and itpr.hmm scores it only 672 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ACF7XSS0	Ciliophora	ITPR	3457	3	354.1	shape	length 3457 outside measured bait band 2450-3250
A0ACF7XUA4	Ciliophora	ITPR	3665	4	537.9	shape	length 3665 outside measured bait band 2450-3250
A0ACF7XUK5	Ciliophora	ITPR	3252	2	540.8	shape	length 3252 outside measured bait band 2450-3250
A0ACF7Y4C9	Ciliophora	ITPR	3263	3	445.8	shape	length 3263 outside measured bait band 2450-3250
A0ACF7Y4J9	Ciliophora	ITPR	3139	3	583.8	shape	architecture 3/5, not complete, and itpr.hmm scores it only 584 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ACF7Y7W5	Ciliophora	ITPR	3065	3	421.6	shape	architecture 3/5, not complete, and itpr.hmm scores it only 422 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ACF7YA30	Ciliophora	ITPR	3626	1	497.9	shape	length 3626 outside measured bait band 2450-3250
A0ACF7YAZ6	Ciliophora	ITPR	3115	4	505.3	shape	architecture 4/5, not complete, and itpr.hmm scores it only 505 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ACF7YFV8	Ciliophora	ITPR	3430	2	597.1	shape	length 3430 outside measured bait band 2450-3250
A0ACF8L231	Arthropoda	ITPR	610	1	649.2	shape	length 610 outside measured bait band 2450-3250
A0ACF8L396	Arthropoda	RYR	290	2	72.0	shape	length 290 outside RyR bait band 4600-5400
A0ACF8L3B1	Arthropoda	RYR	1446	1	212.4	shape	length 1446 outside RyR bait band 4600-5400
A0ACF8L3D0	Arthropoda	RYR	1566	1	50.2	shape	length 1566 outside RyR bait band 4600-5400
A0ACF8L3E8	Arthropoda	RYR	1056	1	64.5	shape	length 1056 outside RyR bait band 4600-5400
A0ACF8LJ24	Arthropoda	ITPR	379	1	478.5	shape	length 379 outside measured bait band 2450-3250
A0ACF8M4Y1	Arthropoda	ITPR	478	1	541.1	shape	length 478 outside measured bait band 2450-3250
A0ACF8QSE7	Mollusca	ITPR	2175	3	1127.8	shape	length 2175 outside measured bait band 2450-3250
A0ACF8QSL7	Mollusca	ITPR	317	2	161.0	shape	length 317 outside measured bait band 2450-3250
A0ACF8RLK1	Mollusca	ITPR	1916	3	2523.3	shape	length 1916 outside measured bait band 2450-3250
A0ACF8S7P7	Mollusca	ITPR	2215	4	1093.8	shape	length 2215 outside measured bait band 2450-3250
A0ACF8WMC7	Arthropoda	ITPR	3830	5	3301.3	shape	length 3830 outside measured bait band 2450-3250
A0ACF8YWY5	Ctenophora	ITPR	2397	3	434.6	shape	length 2397 outside measured bait band 2450-3250
A0ACF8YXY3	Ctenophora	ITPR	2421	3	434.5	shape	length 2421 outside measured bait band 2450-3250
A0ACF8YYM2	Ctenophora	ITPR	2416	3	433.3	shape	length 2416 outside measured bait band 2450-3250
A0ACF8YZ09	Ctenophora	ITPR	2416	3	418.5	shape	length 2416 outside measured bait band 2450-3250
A0ACH3JT27	Arthropoda	RYR	3977	4	316.2	shape	length 3977 outside RyR bait band 4600-5400
A0ACM8CN77	Hemichordata	ITPR	2244	4	1130.7	shape	length 2244 outside measured bait band 2450-3250
A0ACM8CRJ0	Hemichordata	ITPR	955	2	1125.8	shape	length 955 outside measured bait band 2450-3250
A0ACM8CRL8	Hemichordata	ITPR	825	3	1349.6	shape	length 825 outside measured bait band 2450-3250
A0BGS6	Ciliophora	ITPR	2598	4	539.4	shape	architecture 4/5, not complete, and itpr.hmm scores it only 539 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0BMM0	Ciliophora	ITPR	2975	1	144.6	shape	architecture 1/5, not complete, and itpr.hmm scores it only 145 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0BZ03	Ciliophora	ITPR	3019	2	501.7	shape	architecture 2/5, not complete, and itpr.hmm scores it only 502 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0C8C7	Ciliophora	ITPR	2583	1	432.0	shape	architecture 1/5, not complete, and itpr.hmm scores it only 432 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0CDK1	Ciliophora	ITPR	2822	3	645.0	shape	architecture 3/5, not complete, and itpr.hmm scores it only 645 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0CGJ4	Ciliophora	ITPR	2773	1	285.3	shape	architecture 1/5, not complete, and itpr.hmm scores it only 285 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0CJA4	Ciliophora	ITPR	2654	3	407.1	shape	architecture 3/5, not complete, and itpr.hmm scores it only 407 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0CLM4	Ciliophora	ITPR	2999	4	751.2	shape	architecture 4/5, not complete, and itpr.hmm scores it only 751 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0CQH2	Ciliophora	ITPR	3121	3	426.2	shape	architecture 3/5, not complete, and itpr.hmm scores it only 426 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0CW00	Ciliophora	ITPR	2674	3	481.9	shape	architecture 3/5, not complete, and itpr.hmm scores it only 482 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0CWY9	Ciliophora	ITPR	3130	3	358.4	shape	architecture 3/5, not complete, and itpr.hmm scores it only 358 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0CX44	Ciliophora	ITPR	3036	4	594.9	shape	architecture 4/5, not complete, and itpr.hmm scores it only 595 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0CY56	Ciliophora	ITPR	3017	3	675.0	shape	architecture 3/5, not complete, and itpr.hmm scores it only 675 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0CZX3	Ciliophora	ITPR	3009	4	742.7	shape	architecture 4/5, not complete, and itpr.hmm scores it only 743 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0D1M8	Ciliophora	ITPR	2890	3	697.5	shape	architecture 3/5, not complete, and itpr.hmm scores it only 698 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0D2S3	Ciliophora	ITPR	609	2	79.3	shape	length 609 outside measured bait band 2450-3250
A0D2S4	Ciliophora	ITPR	2059	2	610.8	shape	length 2059 outside measured bait band 2450-3250
A0D416	Ciliophora	ITPR	2832	3	608.8	shape	architecture 3/5, not complete, and itpr.hmm scores it only 609 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0D4X7	Ciliophora	ITPR	2707	3	488.1	shape	architecture 3/5, not complete, and itpr.hmm scores it only 488 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0DBM4	Ciliophora	ITPR	2769	1	300.7	shape	architecture 1/5, not complete, and itpr.hmm scores it only 301 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0DBN2	Ciliophora	ITPR	2774	1	275.2	shape	architecture 1/5, not complete, and itpr.hmm scores it only 275 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0DE46	Ciliophora	ITPR	2982	1	147.8	shape	architecture 1/5, not complete, and itpr.hmm scores it only 148 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0DEL2	Ciliophora	ITPR	2890	2	714.9	shape	architecture 2/5, not complete, and itpr.hmm scores it only 715 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0DFF6	Ciliophora	ITPR	2835	3	655.3	shape	architecture 3/5, not complete, and itpr.hmm scores it only 655 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0DQ32	Ciliophora	ITPR	3125	3	368.3	shape	architecture 3/5, not complete, and itpr.hmm scores it only 368 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0DT05	Ciliophora	ITPR	3118	3	389.5	shape	architecture 3/5, not complete, and itpr.hmm scores it only 390 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0E750	Ciliophora	ITPR	2838	2	500.8	shape	architecture 2/5, not complete, and itpr.hmm scores it only 501 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0EAQ9	Ciliophora	ITPR	2595	1	463.5	shape	architecture 1/5, not complete, and itpr.hmm scores it only 464 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ECH3	Ciliophora	ITPR	2519	3	605.8	shape	architecture 3/5, not complete, and itpr.hmm scores it only 606 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0ECH4	Ciliophora	ITPR	427	1	102.7	shape	length 427 outside measured bait band 2450-3250
A0EDH7	Ciliophora	ITPR	2691	2	326.2	shape	architecture 2/5, not complete, and itpr.hmm scores it only 326 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0EGR9	Ciliophora	ITPR	2583	4	529.6	shape	architecture 4/5, not complete, and itpr.hmm scores it only 530 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A4HWS7	Euglenozoa	ITPR	2874	4	445.7	shape	architecture 4/5, not complete, and itpr.hmm scores it only 446 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A7T616	Cnidaria	ITPR	771	2	1231.7	shape	length 771 outside measured bait band 2450-3250
A8XUM8	Nematoda	RYR	6513	5	685.8	shape	length 6513 outside RyR bait band 4600-5400
B0W2H2	Arthropoda	RYR	1339	2	452.4	shape	length 1339 outside RyR bait band 4600-5400
B0W2H3	Arthropoda	RYR	430	2	93.3	shape	length 430 outside RyR bait band 4600-5400
B0WY84	Arthropoda	ITPR	917	3	1277.7	shape	length 917 outside measured bait band 2450-3250
B0WY86	Arthropoda	ITPR	1729	3	1981.8	shape	length 1729 outside measured bait band 2450-3250
B3S887	Placozoa	ITPR	1893	4	590.4	shape	length 1893 outside measured bait band 2450-3250
