accession	organism	vclass	class	status	contig	start	coverage	identity	family_margin	paralog_margin	assigned_via	bait	annot_gene	annot_paralog	annot_agrees
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	RYR	found_annotated	NC_069657.1	382602747	0.996	0.9448	1.0	1.0	primary	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR2	RYR2	1
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	RYR	found_annotated	NC_069663.1	26230803	1.0	0.852	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	RYR	found_annotated	NC_069657.1	66846215	1.0	0.6798	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR1	found_annotated	NC_084470.1	87168321	1.0	0.988	1.0	0.3271	primary	Q14643|ITPR1|Homo_sapiens|ITPR1	ITPR1	ITPR1	1
GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR2	found_annotated	NC_084471.1	86855595	1.0	0.9815	1.0	0.3136	primary	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	1
GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR3	found_annotated	NC_084464.1	45231446	1.0	0.976	1.0	0.389	primary	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	1
GCF_027409185.1	Cynocephalus volans	Mammalia	RYR	found_annotated	NC_084477.1	12255770	1.0	0.9805	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	1
GCF_027409185.1	Cynocephalus volans	Mammalia	RYR	found_annotated	NC_084469.1	56189407	1.0	0.7883	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_027409185.1	Cynocephalus volans	Mammalia	RYR	found_annotated	NC_084462.1	102818143	1.0	0.6722	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR1	found_annotated	NC_070580.1	17060141	1.0	0.9629	1.0	0.3032	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC128354948		0
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR1	found_annotated	NC_070580.1	12381978	1.0	0.8693	1.0	0.2284	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR2	found_annotated	NC_070582.1	21312625	1.0	0.8673	1.0	0.2909	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR3	found_annotated	NC_070581.1	34893505	0.7251	0.888	1.0	1.0	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR3	found_annotated	NW_026518564.1	3750	0.2022	0.9278	1.0	1.0	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	LOC128354737		0
GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	found_annotated	NC_070597.1	25867613	1.0	0.8808	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	found_annotated	NC_070583.1	18532994	1.0	0.8127	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	found_annotated	NC_070590.1	16297503	1.0	0.8001	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC128371656		0
GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	found_annotated	NC_070593.1	18740874	1.0	0.6747	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC128374953		0
GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	found_annotated	NC_070594.1	22814935	1.0	0.6517	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3	RYR3	1
GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	found_annotated	NC_070591.1	13579405	1.0	0.5654	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal			0
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR1	found_annotated	NC_083572.1	116317775	1.0	0.929	1.0	0.2892	primary	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	itpr1a	ITPR1	1
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR1	found_annotated	NC_083594.1	52725687	1.0	0.8674	1.0	0.2257	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR2	found_annotated	NC_083574.1	49012575	1.0	0.8259	1.0	0.2462	primary	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	itpr2	ITPR2	1
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR3	found_annotated	NC_083578.1	63487716	1.0	0.833	1.0	0.2617	primary	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	itpr3	ITPR3	1
GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	found_annotated	NC_083582.1	72104830	1.0	0.9261	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	found_annotated	NC_083574.1	9704945	1.0	0.8042	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC132887638		0
GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	found_annotated	NC_083593.1	630470	1.0	0.8014	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1a	RYR1	1
GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	found_annotated	NC_083579.1	42600784	0.9968	0.6797	1.0	1.0	primary	A0A3Q0HBW9|RYR|Alligator_sinensis	LOC132893656		0
GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	found_annotated	NC_083571.1	104841350	1.0	0.6574	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3	RYR3	1
GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	found_annotated	NC_083579.1	8199026	1.0	0.539	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b	RYR2	1
GCF_027579735.1	Bombina bombina	Amphibia	ITPR1	found_annotated	NC_069505.1	280886791	1.0	0.9189	1.0	0.2807	primary	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	ITPR1	ITPR1	1
GCF_027579735.1	Bombina bombina	Amphibia	ITPR2	found_annotated	NC_069504.1	1122135203	1.0	0.9234	1.0	0.2732	primary	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	ITPR2	ITPR2	1
GCF_027579735.1	Bombina bombina	Amphibia	ITPR3	found_annotated	NC_069501.1	498837649	1.0	0.8812	1.0	0.2993	primary	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	ITPR3	ITPR3	1
GCF_027579735.1	Bombina bombina	Amphibia	RYR	found_annotated	NC_069505.1	488657609	1.0	0.9127	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_027579735.1	Bombina bombina	Amphibia	RYR	found_annotated	NC_069499.1	269971288	1.0	0.6854	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_027595985.1	Sorex araneus	Mammalia	ITPR1	found_annotated	NC_073305.1	3126191	1.0	0.9585	1.0	0.3017	primary	P11881|Itpr1|Mus_musculus|ITPR1	ITPR1	ITPR1	1
GCF_027595985.1	Sorex araneus	Mammalia	ITPR2	found_annotated	NC_073311.1	64752662	1.0	0.9158	1.0	0.3296	primary	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	1
GCF_027595985.1	Sorex araneus	Mammalia	ITPR3	found_annotated	NC_073303.1	27162848	1.0	0.9558	1.0	0.3767	primary	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	1
GCF_027595985.1	Sorex araneus	Mammalia	RYR	found_annotated	NC_073310.1	25503971	1.0	0.9767	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	1
GCF_027595985.1	Sorex araneus	Mammalia	RYR	found_annotated	NC_073309.1	41991281	1.0	0.7868	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_027595985.1	Sorex araneus	Mammalia	RYR	found_annotated	NC_073304.1	78636932	0.9972	0.6791	1.0	1.0	primary	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	RYR3	RYR3	1
GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR1	found_annotated	NC_092874.1	441111273	1.0	0.9692	1.0	0.3165	primary	P11881|Itpr1|Mus_musculus|ITPR1	ITPR1	ITPR1	1
GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR2	found_annotated	NC_092874.1	178695393	1.0	0.9504	1.0	0.2925	primary	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	1
GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR3	found_annotated	NC_092873.1	89590399	1.0	0.9397	1.0	0.3628	primary	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	1
GCF_028372415.1	Notamacropus eugenii	Mammalia	RYR	found_annotated	NC_092873.1	396845033	1.0	0.9612	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	1
GCF_028372415.1	Notamacropus eugenii	Mammalia	RYR	found_annotated	NC_092876.1	31486735	1.0	0.7934	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_028372415.1	Notamacropus eugenii	Mammalia	RYR	found_annotated	NC_092878.1	17686281	1.0	0.6762	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_028389875.1	Rhea pennata	Aves	ITPR1	found_annotated	NC_084674.1	2193616	1.0	0.9896	1.0	0.3315	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_028389875.1	Rhea pennata	Aves	ITPR2	found_annotated	NC_084663.1	74795933	1.0	0.9833	1.0	0.3113	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCF_028389875.1	Rhea pennata	Aves	ITPR3	found_annotated	NC_084687.1	4164527	1.0	0.9876	1.0	0.3882	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_028389875.1	Rhea pennata	Aves	RYR	found_annotated	NC_084665.1	44110792	1.0	0.9785	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	1
GCF_028389875.1	Rhea pennata	Aves	RYR	found_annotated	NC_084667.1	10070862	1.0	0.6776	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_028389875.1	Rhea pennata	Aves	RYR	found_annotated	NW_026907588.1	19590	0.8305	0.8005	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC134154056		0
GCF_028858725.1	Colius striatus	Aves	ITPR1	found_annotated	NC_084773.1	20738813	1.0	0.9885	1.0	0.334	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_028858725.1	Colius striatus	Aves	ITPR2	found_annotated	NC_084759.1	134652989	1.0	0.9826	1.0	0.316	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCF_028858725.1	Colius striatus	Aves	ITPR3	found_annotated	NC_084780.1	3393334	1.0	0.9835	1.0	0.3922	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_028858725.1	Colius striatus	Aves	RYR	found_annotated	NC_084760.1	70145850	0.993	0.9747	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	1
GCF_028858725.1	Colius striatus	Aves	RYR	found_annotated	NC_084764.1	12505643	1.0	0.6725	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR1	found_annotated	NC_089802.1	52073090	1.0	0.9308	1.0	0.2918	primary	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	itpr1a	ITPR1	1
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR1	found_annotated	NC_089804.1	36016610	1.0	0.8735	1.0	0.2286	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR2	found_annotated	NC_089810.1	21864996	1.0	0.8149	1.0	0.2371	primary	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	itpr2	ITPR2	1
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR3	found_annotated	NC_089813.1	29591815	1.0	0.8435	1.0	0.2514	primary	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	itpr3	ITPR3	1
GCF_029633855.1	Hoplias malabaricus	Actinopteri	RYR	found_annotated	NC_089810.1	12904468	1.0	0.8053	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC136709801		0
GCF_029633855.1	Hoplias malabaricus	Actinopteri	RYR	found_annotated	NC_089802.1	3443452	0.7944	0.9163	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_029633855.1	Hoplias malabaricus	Actinopteri	RYR	found_annotated	NC_089800.1	74935961	1.0	0.6808	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC136698520		0
GCF_029633855.1	Hoplias malabaricus	Actinopteri	RYR	found_annotated	NC_089806.1	14612366	1.0	0.6682	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3	RYR3	1
GCF_029633855.1	Hoplias malabaricus	Actinopteri	RYR	found_annotated	NC_089800.1	68056985	0.9934	0.6172	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr2b	RYR2	1
GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR1	found_annotated	NC_079212.1	86063075	1.0	0.9473	1.0	0.2866	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC130107877		0
GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR1	found_annotated	NC_079212.1	117761611	1.0	0.8577	1.0	0.2237	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR2	found_annotated	NC_079216.1	68682028	1.0	0.8575	1.0	0.2801	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR3	found_annotated	NC_079212.1	10914639	0.9944	0.5153	1.0	1.0	primary	H3B932|ITPR3|Latimeria_chalumnae	LOC130108314		0
GCF_029633865.1	Lampris incognitus	Actinopteri	RYR	found_annotated	NC_079227.1	42849181	1.0	0.87	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_029633865.1	Lampris incognitus	Actinopteri	RYR	found_annotated	NC_079217.1	8300110	0.9968	0.8086	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_029633865.1	Lampris incognitus	Actinopteri	RYR	found_annotated	NC_079218.1	19237021	1.0	0.752	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC130116306		0
GCF_029633865.1	Lampris incognitus	Actinopteri	RYR	found_annotated	NC_079226.1	18644021	1.0	0.6818	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	LOC130125987		0
GCF_029633865.1	Lampris incognitus	Actinopteri	RYR	found_annotated	NC_079225.1	10918808	0.9936	0.6619	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCF_029633865.1	Lampris incognitus	Actinopteri	RYR	found_annotated	NC_079223.1	18834755	1.0	0.6509	1.0	1.0	primary	A0A3Q0HBW9|RYR|Alligator_sinensis	ryr2b	RYR2	1
GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR1	found_annotated	NC_080019.1	210716649	1.0	0.9833	1.0	0.3238	primary	P11881|Itpr1|Mus_musculus|ITPR1	ITPR1	ITPR1	1
GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR2	found_annotated	NC_080032.1	80929886	1.0	0.9678	1.0	0.3096	primary	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	1
GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR3	found_annotated	NC_080034.1	40227310	1.0	0.9716	1.0	0.3846	primary	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	1
GCF_030020395.1	Manis pentadactyla	Mammalia	RYR	found_annotated	NC_080026.1	54615012	1.0	0.9753	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	1
GCF_030020395.1	Manis pentadactyla	Mammalia	RYR	found_annotated	NC_080033.1	13502429	1.0	0.7886	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_030020395.1	Manis pentadactyla	Mammalia	RYR	found_annotated	NC_080029.1	83057274	1.0	0.6673	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR1	found_annotated	NC_080698.1	42101722	1.0	0.9837	1.0	0.32	primary	Q14643|ITPR1|Homo_sapiens|ITPR1	ITPR1	ITPR1	1
GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR2	found_annotated	NC_080692.1	47832546	1.0	0.9648	1.0	0.3052	primary	Q14571|ITPR2|Homo_sapiens|ITPR2	ITPR2	ITPR2	1
GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR3	found_annotated	NC_080683.1	5346853	1.0	0.9501	1.0	0.3794	primary	Q14573|ITPR3|Homo_sapiens|ITPR3	ITPR3	ITPR3	1
GCF_030445035.2	Dasypus novemcinctus	Mammalia	RYR	found_annotated	NC_080685.1	12301424	1.0	0.9755	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	RYR2	RYR2	1
GCF_030445035.2	Dasypus novemcinctus	Mammalia	RYR	found_annotated	NC_080690.1	59083785	1.0	0.7835	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_030445035.2	Dasypus novemcinctus	Mammalia	RYR	found_annotated	NC_080675.1	103866085	1.0	0.6697	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_030463565.1	Pelecanus crispus	Aves	ITPR1	found_annotated	NC_134649.1	49501219	1.0	0.9917	1.0	0.3362	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_030463565.1	Pelecanus crispus	Aves	ITPR2	found_annotated	NC_134643.1	77489478	1.0	0.9882	1.0	0.3143	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCF_030463565.1	Pelecanus crispus	Aves	ITPR3	found_annotated	NC_134659.1	4585848	1.0	0.9895	1.0	0.3882	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_030463565.1	Pelecanus crispus	Aves	RYR	found_annotated	NC_134645.1	20650498	1.0	0.9859	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	1
GCF_030463565.1	Pelecanus crispus	Aves	RYR	found_annotated	NC_134648.1	37981346	1.0	0.6714	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_030490865.1	Poecile atricapillus	Aves	ITPR1	found_annotated	NC_081257.1	22867596	1.0	0.9827	1.0	0.3292	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_030490865.1	Poecile atricapillus	Aves	ITPR2	found_annotated	NC_081288.1	16636474	1.0	0.9807	1.0	0.3116	primary	A0A672UP22|ITPR2|Strigops_habroptila	LOC131591576		0
GCF_030490865.1	Poecile atricapillus	Aves	ITPR2	found_annotated	NC_081289.1	16142827	1.0	0.98	1.0	0.3111	primary	A0A672UP22|ITPR2|Strigops_habroptila	LOC131592968		0
GCF_030490865.1	Poecile atricapillus	Aves	ITPR3	found_annotated	NC_081271.1	3198430	1.0	0.9974	1.0	0.3968	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	ITPR3	1
GCF_030490865.1	Poecile atricapillus	Aves	RYR	found_annotated	NC_081251.1	69478251	1.0	0.9785	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	1
GCF_030490865.1	Poecile atricapillus	Aves	RYR	found_annotated	NC_081279.1	3586397	1.0	0.7523	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_030490865.1	Poecile atricapillus	Aves	RYR	found_annotated	NC_081249.1	149859915	1.0	0.6738	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR1	found_annotated	NC_081835.1	11721359	0.9978	0.9659	1.0	0.3181	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR2	found_annotated	NC_081827.1	128848455	1.0	0.9552	1.0	0.2881	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR3	found_annotated	NC_081837.1	38018265	1.0	0.952	1.0	0.3657	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_030867095.1	Alligator mississippiensis	Crocodylia	RYR	found_annotated	NC_081824.1	154260965	1.0	0.9946	1.0	1.0	primary	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR2	RYR2	1
GCF_030867095.1	Alligator mississippiensis	Crocodylia	RYR	found_annotated	NC_081838.1	1918721	1.0	0.8428	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_030867095.1	Alligator mississippiensis	Crocodylia	RYR	found_annotated	NC_081825.1	243691450	1.0	0.6805	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR1	found_annotated	NC_134424.1	2048164	1.0	0.9888	1.0	0.3298	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR2	found_annotated	NC_134414.1	141755062	1.0	0.9841	1.0	0.3179	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR3	found_annotated	NC_134438.1	7482469	1.0	0.9884	1.0	0.3915	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_030867145.1	Opisthocomus hoazin	Aves	RYR	found_annotated	NC_134415.1	9067755	1.0	0.9807	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	1
GCF_030867145.1	Opisthocomus hoazin	Aves	RYR	found_annotated	NC_134420.1	38163329	1.0	0.6708	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_030936135.1	Gavia stellata	Aves	ITPR1	found_annotated	NC_082605.1	23526661	1.0	0.9924	1.0	0.3363	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_030936135.1	Gavia stellata	Aves	ITPR2	found_annotated	NC_082597.1	75916062	1.0	0.9889	1.0	0.3175	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCF_030936135.1	Gavia stellata	Aves	ITPR3	found_annotated	NC_082623.1	3455025	1.0	0.9899	1.0	0.3917	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_030936135.1	Gavia stellata	Aves	RYR	found_annotated	NC_082595.1	28168596	1.0	0.9829	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	1
GCF_030936135.1	Gavia stellata	Aves	RYR	found_annotated	NC_082600.1	36295811	1.0	0.6746	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_030936135.1	Gavia stellata	Aves	RYR	found_annotated	NC_082634.1	265267	0.8223	0.7862	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_033026475.1	Channa argus	Actinopteri	ITPR1	found_annotated	NC_090201.1	13103597	1.0	0.9431	1.0	0.2962	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC137127812		0
GCF_033026475.1	Channa argus	Actinopteri	ITPR1	found_annotated	NC_090201.1	6408074	1.0	0.865	1.0	0.2258	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_033026475.1	Channa argus	Actinopteri	ITPR2	found_annotated	NC_090200.1	18228193	1.0	0.8588	1.0	0.2934	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_033026475.1	Channa argus	Actinopteri	ITPR3	found_annotated	NC_090209.1	26085855	1.0	0.902	1.0	0.3129	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_033026475.1	Channa argus	Actinopteri	RYR	found_annotated	NC_090203.1	28419755	1.0	0.8724	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_033026475.1	Channa argus	Actinopteri	RYR	found_annotated	NC_090202.1	25303331	1.0	0.807	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
