accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	source_detail	genome_accession	contig	start	end	strand	cell	cell_status	db_status	coverage	contig_spans_gene	s20_call	s20_confidence	s20_group	s20_itpr_score	s20_ryr_score	s20_rel_margin	s20_evidence	tax_domain	tax_kingdom	tax_phylum	tax_class	tax_order	tax_family	tax_genus	tax_group	plant_fungal_verdict	plant_fungal_rule
A0A8C1HMU7	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	717.4	7864.4	0.9088	interpro+calibration	InterPro		Ryanodine receptor 3	Cyprinus carpio carpio	630221	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4857	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1I739	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	690.8	7687.0	0.9101	interpro+calibration	InterPro		Ryanodine receptor 1a (skeletal)	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4752	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1I751	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	741.6	7971.5	0.907	interpro+calibration	InterPro		Ryanodine receptor 1a (skeletal)	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4981	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1I759	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3760.9	435.3	0.8843	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2618	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1IXJ6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4211.5	425.2	0.899	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2720	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1IXR7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4211.6	426.2	0.8988	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2725	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1IXT4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4213.6	426.4	0.8988	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2711	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1KER2	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	704.8	7574.3	0.9069	interpro+calibration	InterPro		Ryanodine receptor 3	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4786	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1KFR8	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	701.9	7592.0	0.9075	interpro+calibration	InterPro		Ryanodine receptor 3	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4775	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1KGR9	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	723.1	7572.3	0.9045	interpro+calibration	InterPro		Ryanodine receptor 3	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4780	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1KH25	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	699.9	7661.6	0.9086	interpro+calibration	InterPro		Ryanodine receptor 3	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4868	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1KW63	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3874.5	387.0	0.9001	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2622	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1KX61	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3890.1	393.1	0.8989	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2632	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1KYE8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3870.5	385.1	0.9005	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2619	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1KYK2	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	710.7	7911.0	0.9102	interpro+calibration	InterPro		Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4936	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1KYX1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3838.3	376.7	0.9019	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2610	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1KZA6	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	693.4	7879.2	0.912	interpro+calibration	InterPro		Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4868	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1L044	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	705.4	8045.0	0.9123	interpro+calibration	InterPro		Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	5032	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1L1D1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3872.8	387.0	0.9001	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2628	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1L1E1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3876.5	390.6	0.8992	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2612	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1L1F3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3874.7	389.5	0.8995	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2616	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1L2V9	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	689.2	7979.8	0.9136	interpro+calibration+sweep	InterPro		Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	5048	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1LPZ2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3868.7	412.7	0.8933	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2642	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1LRH0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3674.8	392.1	0.8933	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2513	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1LRK3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3714.2	410.6	0.8895	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2563	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1LRP2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4139.7	377.8	0.9087	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2635	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF08454;PF08709	4		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1LRZ7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4115.7	376.1	0.9086	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2594	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF08454;PF08709	4		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1LTY9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4059.8	376.0	0.9074	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2631	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1LU57	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4147.6	371.4	0.9105	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2652	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF08454;PF08709	4		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1LW42	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4020.0	370.7	0.9078	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2588	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1LWR3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4151.6	372.2	0.9103	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2634	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF08454;PF08709	4		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1M1U5	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	729.1	7875.3	0.9074	interpro+calibration	InterPro		Ryanodine receptor 1a (skeletal)	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4894	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1M5M0	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	740.2	8057.8	0.9081	interpro+calibration	InterPro		Ryanodine receptor 1a (skeletal)	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4954	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1M635	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	726.2	8119.0	0.9106	interpro+calibration	InterPro		Ryanodine receptor 1a (skeletal)	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4958	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1M7X4	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	741.2	8127.2	0.9088	interpro+calibration	InterPro		Ryanodine receptor 1a (skeletal)	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	4995	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1MBS8	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	740.3	8106.2	0.9087	interpro+calibration+sweep	InterPro		Ryanodine receptor 1a (skeletal)	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	5033	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1MX01	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3941.8	432.8	0.8902	interpro+calibration+sweep	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2668	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1MX54	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3874.5	418.4	0.892	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2634	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1MXL1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3869.6	427.0	0.8897	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2640	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1MXN2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3855.7	421.6	0.8907	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2635	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1MYN3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3734.6	426.3	0.8859	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2568	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
A0A8C1MZ64	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3894.0	428.7	0.8899	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cyprinus carpio (Common carp)	7962	Vertebrata	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	2625	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus	Vertebrata		
