accession	call	source	length	excluded_by
A0ABV0VSB5	ITPR	HMM	341	P3 341 aa < 2000 (not full length)
A0ABV0VU85	RYR	HMM	746	P3 746 aa < 2000 (not full length)
A0ABV0VYG1	RYR	HMM	819	P3 819 aa < 2000 (not full length)
A0ABV0W3C9	RYR	HMM	280	P3 280 aa < 2000 (not full length)
A0ABV0WB93	RYR	HMM	284	P3 284 aa < 2000 (not full length)
A0ABV0WEZ1	RYR	HMM	296	P3 296 aa < 2000 (not full length)
A0ABV0WI25	RYR	HMM	539	P3 539 aa < 2000 (not full length)
A0ABV0WJJ4	RYR	HMM	479	P3 479 aa < 2000 (not full length)
A0ABV0WUH1	ITPR	HMM	296	P3 296 aa < 2000 (not full length)
A0ABV0WYJ9	RYR	HMM	374	P3 374 aa < 2000 (not full length)
A0ABV0WYZ2	RYR	HMM	220	P3 220 aa < 2000 (not full length)
A0ABV0WZ39	RYR	HMM	790	P3 790 aa < 2000 (not full length)
A0ABV0X6V4	RYR	HMM	224	P3 224 aa < 2000 (not full length)
A0ABV0XM69	RYR	HMM	768	P3 768 aa < 2000 (not full length)
A0ABV0XVV7	RYR	HMM	551	P3 551 aa < 2000 (not full length)
A0ABV0Y2T4	ITPR	HMM	368	P3 368 aa < 2000 (not full length)
A0ABV0Y341	RYR	HMM	924	P3 924 aa < 2000 (not full length)
A0ABV0Y3J6	RYR	HMM	405	P3 405 aa < 2000 (not full length)
A0ABV0Y5I3	RYR	HMM	622	P3 622 aa < 2000 (not full length)
A0ABV0YHJ8	RYR	HMM	622	P3 622 aa < 2000 (not full length)
A0ABV0YPJ9	RYR	HMM	980	P3 980 aa < 2000 (not full length)
A0ABV0YU22	RYR	HMM	260	P3 260 aa < 2000 (not full length)
A0ABV0YV34	RYR	HMM	379	P3 379 aa < 2000 (not full length)
A0ABV0Z680	RYR	HMM	484	P3 484 aa < 2000 (not full length)
A0ABV0Z9Y3	ITPR	HMM	337	P3 337 aa < 2000 (not full length)
A0ABV0ZDW4	RYR	HMM	1092	P3 1092 aa < 2000 (not full length)
A0ABV0ZIC5	RYR	HMM	295	P3 295 aa < 2000 (not full length)
A0ABV1A290	RYR	HMM	208	P3 208 aa < 2000 (not full length)
A0ABV1A389	RYR	HMM	248	P3 248 aa < 2000 (not full length)
A0ABV1A4Q9	RYR	HMM	308	P3 308 aa < 2000 (not full length)
A0ABX0S0Z9	ITPR	HMM	299	P3 299 aa < 2000 (not full length)
A0ABX0S182	ITPR	HMM	378	P3 378 aa < 2000 (not full length)
A0ABX0S7N2	RYR	HMM	382	P3 382 aa < 2000 (not full length)
A0ABX0SC19	RYR	HMM	484	P3 484 aa < 2000 (not full length)
A0AC58NUQ4	RYR	HMM	530	P3 530 aa < 2000 (not full length)
A0AC58NUR1	RYR	HMM	480	P3 480 aa < 2000 (not full length)
A0AC58P1X0	RYR	HMM	478	P3 478 aa < 2000 (not full length)
A0AC58P1X8	RYR	HMM	486	P3 486 aa < 2000 (not full length)
A0AC58P1Z3	RYR	HMM	488	P3 488 aa < 2000 (not full length)
A0AC58Q1X6	RYR	HMM	480	P3 480 aa < 2000 (not full length)
A0ACB7EEA0	RYR	HMM	976	P3 976 aa < 2000 (not full length)
A0ACB8FQ60	ITPR	HMM	342	P3 342 aa < 2000 (not full length)
A0ACB8FSF1	RYR	HMM	741	P3 741 aa < 2000 (not full length)
A0ACB8G4Q1	RYR	HMM	406	P3 406 aa < 2000 (not full length)
A0ACB8G4S4	RYR	HMM	750	P3 750 aa < 2000 (not full length)
A0ACB8G555	RYR	HMM	720	P3 720 aa < 2000 (not full length)
A0ACB8G5M2	RYR	HMM	240	P3 240 aa < 2000 (not full length)
A0ACB8GCH6	RYR	HMM	392	P3 392 aa < 2000 (not full length)
A0ACB9UJF7	RYR	HMM	220	P3 220 aa < 2000 (not full length)
A0ACB9UK29	RYR	HMM	697	P3 697 aa < 2000 (not full length)
A0ACC5XF48	ITPR	HMM	460	P3 460 aa < 2000 (not full length)
A0ACC5YTV2	RYR	HMM	978	P3 978 aa < 2000 (not full length)
A0ACC5Z2E2	RYR	HMM	708	P3 708 aa < 2000 (not full length)
A0ACD3QAG7	RYR	HMM	467	P3 467 aa < 2000 (not full length)
A0ACD3QBQ0	RYR	HMM	805	P3 805 aa < 2000 (not full length)
A0ACD3QIS2	RYR	HMM	715	P3 715 aa < 2000 (not full length)
A0ACD3QKR1	RYR	HMM	428	P3 428 aa < 2000 (not full length)
A0ACD3QL11	RYR	HMM	204	P3 204 aa < 2000 (not full length)
A0ACD3RP38	RYR	HMM	663	P3 663 aa < 2000 (not full length)
A0ACD3RQH0	RYR	HMM	240	P3 240 aa < 2000 (not full length)
A0ACE1ESN1	ITPR	HMM	261	P3 261 aa < 2000 (not full length)
A0ACE1QFM4	RYR	HMM	913	P3 913 aa < 2000 (not full length)
A0ACE1R856	ITPR	HMM	464	P3 464 aa < 2000 (not full length)
A0ACE1R857	ITPR	HMM	436	P3 436 aa < 2000 (not full length)
A0ACE2XGS5	RYR	HMM	609	P3 609 aa < 2000 (not full length)
A0ACE2YL99	RYR	HMM	1151	P3 1151 aa < 2000 (not full length)
A0ACE2YLC1	RYR	HMM	929	P3 929 aa < 2000 (not full length)
A0ACF6HRA7	ITPR	HMM	409	P3 409 aa < 2000 (not full length)
A0ACF6IIY3	ITPR	HMM	384	P3 384 aa < 2000 (not full length)
A0ACF6IJH6	ITPR	HMM	257	P3 257 aa < 2000 (not full length)
A0ACF6ILJ5	ITPR	HMM	225	P3 225 aa < 2000 (not full length)
A0ACF7CZ77	RYR	HMM	224	P3 224 aa < 2000 (not full length)
A0ACF8IPI9	ITPR	HMM	478	P3 478 aa < 2000 (not full length)
A0ACF8NP05	RYR	HMM	471	P3 471 aa < 2000 (not full length)
A0ACH2JU91	RYR	HMM	604	P3 604 aa < 2000 (not full length)
G1PJJ0	ITPR	HMM	561	P3 561 aa < 2000 (not full length)
G1QAY5	RYR	HMM	639	P3 639 aa < 2000 (not full length)
G3SWQ2	ITPR	HMM	495	P3 495 aa < 2000 (not full length)
H3AW07	ITPR	HMM	308	P3 308 aa < 2000 (not full length)
H3CFS9	RYR	HMM	831	P3 831 aa < 2000 (not full length)
L5KPL7	RYR	HMM	280	P3 280 aa < 2000 (not full length)
L5KQA1	RYR	HMM	218	P3 218 aa < 2000 (not full length)
L5LFW8	ITPR	HMM	621	P3 621 aa < 2000 (not full length)
L5LL60	ITPR	HMM	942	P3 942 aa < 2000 (not full length)
L5M100	RYR	HMM	583	P3 583 aa < 2000 (not full length)
L5M335	RYR	HMM	467	P3 467 aa < 2000 (not full length)
L9KZI0	RYR	HMM	783	P3 783 aa < 2000 (not full length)
L9L035	RYR	HMM	366	P3 366 aa < 2000 (not full length)
L9LBW2	ITPR	HMM	511	P3 511 aa < 2000 (not full length)
M7ARA7	RYR	HMM	582	P3 582 aa < 2000 (not full length)
S7MJ81	RYR	HMM	707	P3 707 aa < 2000 (not full length)
GCA_000699545.1|ITPR1|JMFS01131396.1:4289-29317+	ITPR	S5_genome	930	P2 not a protein-database record (S5_genome)
GCA_000699545.1|ITPR2|KL263936.1:21481-98516+	ITPR	S5_genome	1041	P2 not a protein-database record (S5_genome)
GCA_000699545.1|ITPR3|KL257532.1:5164-25874-	ITPR	S5_genome	2196	P2 not a protein-database record (S5_genome)
GCA_000699545.1|RYR|KL283962.1:1097-101573+	RYR	S5_genome	2375	P2 not a protein-database record (S5_genome)
GCA_000699545.1|RYR|JMFS01114174.1:154-75510-	RYR	S5_genome	2198	P2 not a protein-database record (S5_genome)
GCA_000699545.1|RYR|KL256588.1:10269-62184-	RYR	S5_genome	1170	P2 not a protein-database record (S5_genome)
GCA_000699945.1|ITPR2|KL291012.1:81303-160305-	ITPR	S5_genome	1013	P2 not a protein-database record (S5_genome)
GCA_000699945.1|ITPR3|KL301852.1:537-20480+	ITPR	S5_genome	2011	P2 not a protein-database record (S5_genome)
GCA_000699945.1|RYR|KL299849.1:2339-87205+	RYR	S5_genome	2403	P2 not a protein-database record (S5_genome)
GCA_000699945.1|RYR|KL309451.1:1729-34915-	RYR	S5_genome	1296	P2 not a protein-database record (S5_genome)
GCA_000699945.1|RYR|KL332051.1:2241-27149+	RYR	S5_genome	1242	P2 not a protein-database record (S5_genome)
GCA_000699945.1|RYR|KL320477.1:2040-18489-	RYR	S5_genome	774	P2 not a protein-database record (S5_genome)
GCA_002197005.1|ITPR1|CM008031.1:28422367-28806490-	ITPR	S5_genome	2673	P2 not a protein-database record (S5_genome)
GCA_002197005.1|ITPR2|CM008029.1:46562293-47287741-	ITPR	S5_genome	2662	P2 not a protein-database record (S5_genome)
GCA_002197005.1|RYR|CM008022.1:12245616-13191845+	RYR	S5_genome	4861	P2 not a protein-database record (S5_genome)
GCA_002197005.1|RYR|CM008011.1:60192955-60333350-	RYR	S5_genome	4984	P2 not a protein-database record (S5_genome)
GCA_002197005.1|RYR|CM008019.1:88509295-89000828-	RYR	S5_genome	4926	P2 not a protein-database record (S5_genome)
GCA_002844005.1|ITPR3|KZ509852.1:4513-37856-	ITPR	S5_genome	2475	P2 not a protein-database record (S5_genome)
GCA_002844005.1|RYR|KZ505650.1:1556943-1978394+	RYR	S5_genome	4971	P2 not a protein-database record (S5_genome)
GCA_002844005.1|RYR|KZ505716.1:586247-805857-	RYR	S5_genome	4941	P2 not a protein-database record (S5_genome)
GCA_002909625.1|ITPR1|PPHD01000413.1:7648-65942-	ITPR	S5_genome	978	P2 not a protein-database record (S5_genome)
GCA_002909625.1|ITPR1|PPHD01008249.1:590-21997+	ITPR	S5_genome	886	P2 not a protein-database record (S5_genome)
GCA_002909625.1|ITPR2|PPHD01003807.1:6160-29027-	ITPR	S5_genome	569	P2 not a protein-database record (S5_genome)
GCA_002909625.1|ITPR2|PPHD01002362.1:4881-19406+	ITPR	S5_genome	430	P2 not a protein-database record (S5_genome)
GCA_002909625.1|ITPR3|PPHD01009884.1:3-19437-	ITPR	S5_genome	1677	P2 not a protein-database record (S5_genome)
GCA_002909625.1|ITPR3|PPHD01019520.1:82-6747+	ITPR	S5_genome	545	P2 not a protein-database record (S5_genome)
GCA_002909625.1|RYR|PPHD01005234.1:2410-24777-	RYR	S5_genome	988	P2 not a protein-database record (S5_genome)
GCA_002909625.1|RYR|PPHD01004762.1:949-25925-	RYR	S5_genome	893	P2 not a protein-database record (S5_genome)
GCA_002909625.1|RYR|PPHD01004103.1:719-28757+	RYR	S5_genome	1287	P2 not a protein-database record (S5_genome)
GCA_002909625.1|RYR|PPHD01048816.1:168-6558+	RYR	S5_genome	675	P2 not a protein-database record (S5_genome)
GCA_003113815.1|ITPR1|QEPC01008366.1:2025790-2509193-	ITPR	S5_genome	2760	P2 not a protein-database record (S5_genome)
GCA_003113815.1|ITPR2|QEPC01007142.1:232928-852348-	ITPR	S5_genome	2704	P2 not a protein-database record (S5_genome)
GCA_003113815.1|ITPR3|QEPC01007384.1:3264626-3429450+	ITPR	S5_genome	2667	P2 not a protein-database record (S5_genome)
GCA_003113815.1|RYR|QEPC01010682.1:4003349-5346596+	RYR	S5_genome	4965	P2 not a protein-database record (S5_genome)
GCA_003113815.1|RYR|QEPC01001878.1:319223-437986-	RYR	S5_genome	4804	P2 not a protein-database record (S5_genome)
GCA_003113815.1|RYR|QEPC01010852.1:1631536-2749155+	RYR	S5_genome	4938	P2 not a protein-database record (S5_genome)
GCA_004320025.1|ITPR1|BHFT01002173.1:5172-60614-	ITPR	S5_genome	1612	P2 not a protein-database record (S5_genome)
GCA_004320025.1|ITPR2|BHFT01019722.1:2266-51441-	ITPR	S5_genome	1518	P2 not a protein-database record (S5_genome)
GCA_004320025.1|ITPR3|BHFT01014849.1:37021-87841-	ITPR	S5_genome	1577	P2 not a protein-database record (S5_genome)
GCA_004320025.1|RYR|BHFT01042859.1:31-83319+	RYR	S5_genome	3673	P2 not a protein-database record (S5_genome)
GCA_004320025.1|RYR|BHFT01026245.1:2114-50549+	RYR	S5_genome	2115	P2 not a protein-database record (S5_genome)
GCA_004320025.1|RYR|BHFT01031327.1:6564-41077+	RYR	S5_genome	1237	P2 not a protein-database record (S5_genome)
GCA_004320025.1|RYR|BHFT01031326.1:736-43779-	RYR	S5_genome	1076	P2 not a protein-database record (S5_genome)
GCA_004320025.1|RYR|BHFT01041112.1:5596-50321-	RYR	S5_genome	1278	P2 not a protein-database record (S5_genome)
GCA_004320025.1|RYR|BHFT01036106.1:2172-45179-	RYR	S5_genome	785	P2 not a protein-database record (S5_genome)
GCA_006937325.1|ITPR1|SZQC01000012.1:7428581-7607553+	ITPR	S5_genome	2780	P2 not a protein-database record (S5_genome)
GCA_006937325.1|ITPR2|SZQC01000052.1:75815-345217-	ITPR	S5_genome	2713	P2 not a protein-database record (S5_genome)
GCA_006937325.1|ITPR3|SZQC01000046.1:3993909-4037271+	ITPR	S5_genome	2677	P2 not a protein-database record (S5_genome)
GCA_006937325.1|RYR|SZQC01000381.1:3437-371350-	RYR	S5_genome	3591	P2 not a protein-database record (S5_genome)
GCA_006937325.1|RYR|SZQC01000017.1:7191534-7297088-	RYR	S5_genome	2735	P2 not a protein-database record (S5_genome)
GCA_006937325.1|RYR|SZQC01000027.1:6276364-6354250-	RYR	S5_genome	1393	P2 not a protein-database record (S5_genome)
GCA_007760645.1|ITPR1|RWJT01005793.1:19976061-20272933+	ITPR	S5_genome	2761	P2 not a protein-database record (S5_genome)
GCA_007760645.1|ITPR2|RWJT01020497.1:5271385-5782005+	ITPR	S5_genome	2734	P2 not a protein-database record (S5_genome)
GCA_007760645.1|ITPR3|RWJT01022005.1:5949234-6016275+	ITPR	S5_genome	2672	P2 not a protein-database record (S5_genome)
GCA_007760645.1|RYR|RWJT01001056.1:140403-872842+	RYR	S5_genome	4975	P2 not a protein-database record (S5_genome)
GCA_007760645.1|RYR|RWJT01019646.1:7646897-7772846-	RYR	S5_genome	4967	P2 not a protein-database record (S5_genome)
GCA_007760645.1|RYR|RWJT01018246.1:1472992-2023843-	RYR	S5_genome	4943	P2 not a protein-database record (S5_genome)
GCA_010411085.1|ITPR1|CM021215.1:37515229-37833219+	ITPR	S5_genome	2761	P2 not a protein-database record (S5_genome)
GCA_010411085.1|ITPR2|CM021213.1:22769371-23329935+	ITPR	S5_genome	2702	P2 not a protein-database record (S5_genome)
GCA_010411085.1|ITPR3|CM021198.1:7228230-7444914+	ITPR	S5_genome	2672	P2 not a protein-database record (S5_genome)
GCA_010411085.1|RYR|CM021206.1:2723846-3495477-	RYR	S5_genome	4960	P2 not a protein-database record (S5_genome)
GCA_010411085.1|RYR|CM021195.1:45417026-45713776+	RYR	S5_genome	4970	P2 not a protein-database record (S5_genome)
GCA_010411085.1|RYR|CM021203.1:24710155-25256973-	RYR	S5_genome	4970	P2 not a protein-database record (S5_genome)
GCA_011823955.1|ITPR1|JAAKFY010000006.1:25372485-25435846-	ITPR	S5_genome	2740	P2 not a protein-database record (S5_genome)
GCA_011823955.1|ITPR1|JAAKFY010000006.1:12061969-12166519+	ITPR	S5_genome	2716	P2 not a protein-database record (S5_genome)
GCA_011823955.1|ITPR2|JAAKFY010000007.1:17781036-17839072-	ITPR	S5_genome	2686	P2 not a protein-database record (S5_genome)
GCA_011823955.1|ITPR3|JAAKFY010000002.1:32293568-32378972+	ITPR	S5_genome	2681	P2 not a protein-database record (S5_genome)
GCA_011823955.1|RYR|JAAKFY010000008.1:28825736-28999030+	RYR	S5_genome	4952	P2 not a protein-database record (S5_genome)
GCA_011823955.1|RYR|JAAKFY010000013.1:8762014-8874393-	RYR	S5_genome	5050	P2 not a protein-database record (S5_genome)
GCA_011823955.1|RYR|JAAKFY010000020.1:12009470-12064928-	RYR	S5_genome	5012	P2 not a protein-database record (S5_genome)
GCA_011823955.1|RYR|JAAKFY010000015.1:14893862-15017626+	RYR	S5_genome	4888	P2 not a protein-database record (S5_genome)
GCA_011823955.1|RYR|JAAKFY010000019.1:13853216-13935566+	RYR	S5_genome	4929	P2 not a protein-database record (S5_genome)
GCA_011823955.1|RYR|JAAKFY010000011.1:18743167-18859665-	RYR	S5_genome	4938	P2 not a protein-database record (S5_genome)
GCA_013389825.1|ITPR1|VWPW01023980.1:74623-225975+	ITPR	S5_genome	2779	P2 not a protein-database record (S5_genome)
GCA_013389825.1|ITPR2|VWPW01014676.1:286425-522703-	ITPR	S5_genome	2700	P2 not a protein-database record (S5_genome)
GCA_013389825.1|RYR|VWPW01021686.1:6388-188083-	RYR	S5_genome	4947	P2 not a protein-database record (S5_genome)
GCA_013389885.1|ITPR1|VWPV01004098.1:11933-181147-	ITPR	S5_genome	2779	P2 not a protein-database record (S5_genome)
GCA_013389885.1|RYR|VWPV01031520.1:759-103791-	RYR	S5_genome	2804	P2 not a protein-database record (S5_genome)
GCA_013389885.1|RYR|VWPV01000077.1:38012-107773-	RYR	S5_genome	1763	P2 not a protein-database record (S5_genome)
GCA_013389965.1|ITPR3|WEIS01036230.1:1967-48807+	ITPR	S5_genome	2611	P2 not a protein-database record (S5_genome)
GCA_013389965.1|RYR|WEIS01025216.1:1-35164-	RYR	S5_genome	3890	P2 not a protein-database record (S5_genome)
GCA_013389985.1|ITPR1|WEIT01025007.1:6149-161000+	ITPR	S5_genome	2779	P2 not a protein-database record (S5_genome)
GCA_013389985.1|ITPR2|WEIT01016686.1:1-169312+	ITPR	S5_genome	2028	P2 not a protein-database record (S5_genome)
GCA_013389985.1|ITPR3|WEIT01027115.1:18120-55110+	ITPR	S5_genome	2679	P2 not a protein-database record (S5_genome)
GCA_013389985.1|RYR|WEIT01008220.1:2604-28419+	RYR	S5_genome	848	P2 not a protein-database record (S5_genome)
GCA_013389985.1|RYR|WEIT01027086.1:2446-38927+	RYR	S5_genome	522	P2 not a protein-database record (S5_genome)
GCA_013390065.1|ITPR1|WEIW01000372.1:584206-736259+	ITPR	S5_genome	2799	P2 not a protein-database record (S5_genome)
GCA_013390065.1|ITPR2|WEIW01000437.1:216914-459762-	ITPR	S5_genome	2705	P2 not a protein-database record (S5_genome)
GCA_013390065.1|ITPR3|WEIW01003401.1:12699-37703-	ITPR	S5_genome	2469	P2 not a protein-database record (S5_genome)
GCA_013390065.1|RYR|WEIW01000007.1:603461-986066-	RYR	S5_genome	4978	P2 not a protein-database record (S5_genome)
GCA_013390065.1|RYR|WEIW01000336.1:3014-195968+	RYR	S5_genome	4923	P2 not a protein-database record (S5_genome)
GCA_013396355.1|ITPR1|VWPS01000057.1:1454359-1609868-	ITPR	S5_genome	2779	P2 not a protein-database record (S5_genome)
GCA_013396355.1|ITPR2|VWPS01000128.1:596224-815047+	ITPR	S5_genome	2705	P2 not a protein-database record (S5_genome)
GCA_013396355.1|ITPR3|VWPS01000164.1:595136-635528-	ITPR	S5_genome	2670	P2 not a protein-database record (S5_genome)
GCA_013396355.1|RYR|VWPS01000022.1:4514479-4727368-	RYR	S5_genome	4949	P2 not a protein-database record (S5_genome)
GCA_013396465.1|ITPR1|VWYW01000920.1:2801-137380+	ITPR	S5_genome	2699	P2 not a protein-database record (S5_genome)
GCA_013396465.1|ITPR2|VWYW01000229.1:449541-677297+	ITPR	S5_genome	2700	P2 not a protein-database record (S5_genome)
GCA_013396465.1|RYR|VWYW01000072.1:911143-1129658-	RYR	S5_genome	4919	P2 not a protein-database record (S5_genome)
GCA_013396485.1|ITPR1|VWYY01001129.1:8355-148788+	ITPR	S5_genome	2343	P2 not a protein-database record (S5_genome)
GCA_013396485.1|ITPR2|VWYY01000731.1:1727-219592+	ITPR	S5_genome	2673	P2 not a protein-database record (S5_genome)
GCA_013396485.1|ITPR3|VWYY01003676.1:3-11749-	ITPR	S5_genome	1413	P2 not a protein-database record (S5_genome)
GCA_013396485.1|RYR|VWYY01000118.1:1297525-1497345-	RYR	S5_genome	4953	P2 not a protein-database record (S5_genome)
GCA_013396675.1|ITPR2|VWZE01018369.1:1271-131764+	ITPR	S5_genome	1723	P2 not a protein-database record (S5_genome)
GCA_013396675.1|RYR|VWZE01015450.1:306854-551883+	RYR	S5_genome	4980	P2 not a protein-database record (S5_genome)
GCA_013396675.1|RYR|VWZE01018075.1:1207-43685+	RYR	S5_genome	1195	P2 not a protein-database record (S5_genome)
GCA_013396835.1|ITPR1|VWZI01023573.1:1704-107607+	ITPR	S5_genome	2250	P2 not a protein-database record (S5_genome)
GCA_013396835.1|ITPR2|VWZI01001715.1:61011-162135+	ITPR	S5_genome	1420	P2 not a protein-database record (S5_genome)
GCA_013396835.1|ITPR3|VWZI01004865.1:499854-631096-	ITPR	S5_genome	2671	P2 not a protein-database record (S5_genome)
GCA_013396835.1|RYR|VWZI01009657.1:287938-514786+	RYR	S5_genome	4926	P2 not a protein-database record (S5_genome)
GCA_013396835.1|RYR|VWZI01019360.1:1284-135498+	RYR	S5_genome	3319	P2 not a protein-database record (S5_genome)
GCA_013396875.1|ITPR1|VZRF01009815.1:164036-324131+	ITPR	S5_genome	2779	P2 not a protein-database record (S5_genome)
GCA_013396875.1|ITPR2|VZRF01000017.1:33571-274938+	ITPR	S5_genome	2700	P2 not a protein-database record (S5_genome)
GCA_013396875.1|RYR|VZRF01009222.1:594031-799678-	RYR	S5_genome	4952	P2 not a protein-database record (S5_genome)
GCA_013396935.1|ITPR1|VWZK01014558.1:16091-127741-	ITPR	S5_genome	1866	P2 not a protein-database record (S5_genome)
GCA_013396935.1|ITPR2|VWZK01012176.1:17477-248521+	ITPR	S5_genome	2677	P2 not a protein-database record (S5_genome)
GCA_013396935.1|ITPR3|VWZK01016629.1:161004-208872+	ITPR	S5_genome	2660	P2 not a protein-database record (S5_genome)
GCA_013396935.1|RYR|VWZK01006851.1:3293-80661+	RYR	S5_genome	2104	P2 not a protein-database record (S5_genome)
GCA_013396935.1|RYR|VWZK01008086.1:155041-202048-	RYR	S5_genome	1255	P2 not a protein-database record (S5_genome)
GCA_013396935.1|RYR|VWZK01009413.1:756-36712-	RYR	S5_genome	1626	P2 not a protein-database record (S5_genome)
GCA_013396935.1|RYR|VWZK01010928.1:36663-72959-	RYR	S5_genome	1527	P2 not a protein-database record (S5_genome)
GCA_013396935.1|RYR|VWZK01000280.1:53-15459-	RYR	S5_genome	1090	P2 not a protein-database record (S5_genome)
GCA_013396935.1|RYR|VWZK01003819.1:914-38461+	RYR	S5_genome	740	P2 not a protein-database record (S5_genome)
GCA_013396935.1|RYR|VWZK01003262.1:726-39644-	RYR	S5_genome	890	P2 not a protein-database record (S5_genome)
GCA_013396975.1|ITPR1|VWZO01019971.1:305321-469383-	ITPR	S5_genome	2780	P2 not a protein-database record (S5_genome)
GCA_013396975.1|ITPR3|VWZO01013041.1:21178-34387-	ITPR	S5_genome	780	P2 not a protein-database record (S5_genome)
GCA_013396975.1|RYR|VWZO01001808.1:57-213887-	RYR	S5_genome	2665	P2 not a protein-database record (S5_genome)
GCA_013396975.1|RYR|VWZO01021750.1:85276-188023-	RYR	S5_genome	2304	P2 not a protein-database record (S5_genome)
GCA_013396975.1|RYR|VWZO01002875.1:878-62659+	RYR	S5_genome	2052	P2 not a protein-database record (S5_genome)
GCA_013396975.1|RYR|VWZO01015568.1:1351-83337-	RYR	S5_genome	2043	P2 not a protein-database record (S5_genome)
GCA_013397015.1|ITPR1|VWZQ01007131.1:499494-658436+	ITPR	S5_genome	2779	P2 not a protein-database record (S5_genome)
GCA_013397015.1|ITPR2|VWZQ01006530.1:363409-582080-	ITPR	S5_genome	2669	P2 not a protein-database record (S5_genome)
GCA_013397015.1|RYR|VWZQ01008955.1:470059-671917+	RYR	S5_genome	4971	P2 not a protein-database record (S5_genome)
GCA_013397245.1|ITPR1|VZTB01016242.1:12021-91901-	ITPR	S5_genome	1418	P2 not a protein-database record (S5_genome)
GCA_013397245.1|ITPR1|VZTB01012331.1:363128-433269+	ITPR	S5_genome	1363	P2 not a protein-database record (S5_genome)
GCA_013397245.1|ITPR2|VZTB01004788.1:1910-176611+	ITPR	S5_genome	2368	P2 not a protein-database record (S5_genome)
GCA_013397245.1|ITPR3|VZTB01002909.1:45-27455-	ITPR	S5_genome	1645	P2 not a protein-database record (S5_genome)
GCA_013397245.1|ITPR3|VZTB01014641.1:197054-208749-	ITPR	S5_genome	1029	P2 not a protein-database record (S5_genome)
GCA_013397245.1|RYR|VZTB01006589.1:395-296542-	RYR	S5_genome	3340	P2 not a protein-database record (S5_genome)
GCA_013397245.1|RYR|VZTB01009153.1:168-77998+	RYR	S5_genome	2928	P2 not a protein-database record (S5_genome)
GCA_013397245.1|RYR|VZTB01011882.1:217828-265175-	RYR	S5_genome	1255	P2 not a protein-database record (S5_genome)
GCA_013397245.1|RYR|VZTB01014661.1:171938-208409-	RYR	S5_genome	1399	P2 not a protein-database record (S5_genome)
GCA_013397295.1|ITPR2|VYXF01001320.1:235431-475463+	ITPR	S5_genome	2700	P2 not a protein-database record (S5_genome)
GCA_013397295.1|RYR|VYXF01004723.1:45110-412493-	RYR	S5_genome	4958	P2 not a protein-database record (S5_genome)
GCA_013397295.1|RYR|VYXF01009487.1:85514-278560-	RYR	S5_genome	4965	P2 not a protein-database record (S5_genome)
GCA_013397395.1|ITPR1|VXBN01013252.1:1291350-1443844+	ITPR	S5_genome	2779	P2 not a protein-database record (S5_genome)
GCA_013397395.1|ITPR2|VXBN01011463.1:166562-407849-	ITPR	S5_genome	2700	P2 not a protein-database record (S5_genome)
GCA_013397395.1|RYR|VXBN01015030.1:901189-1094514+	RYR	S5_genome	4932	P2 not a protein-database record (S5_genome)
GCA_013397465.1|ITPR1|VYZD01000015.1:3558831-3709701+	ITPR	S5_genome	2781	P2 not a protein-database record (S5_genome)
GCA_013397465.1|ITPR2|VYZD01000396.1:298467-525932+	ITPR	S5_genome	2700	P2 not a protein-database record (S5_genome)
GCA_013397465.1|RYR|VYZD01002042.1:234-95900-	RYR	S5_genome	2990	P2 not a protein-database record (S5_genome)
GCA_013397465.1|RYR|VYZD01000784.1:143411-392253+	RYR	S5_genome	1068	P2 not a protein-database record (S5_genome)
GCA_013397465.1|RYR|VYZD01003068.1:373-27520+	RYR	S5_genome	871	P2 not a protein-database record (S5_genome)
GCA_013397495.1|ITPR1|VYZC01000789.1:167834-247534+	ITPR	S5_genome	1720	P2 not a protein-database record (S5_genome)
GCA_013397495.1|ITPR2|VYZC01000147.1:1147216-1384546-	ITPR	S5_genome	2700	P2 not a protein-database record (S5_genome)
GCA_013397495.1|RYR|VYZC01000019.1:1653182-1869762-	RYR	S5_genome	4941	P2 not a protein-database record (S5_genome)
GCA_013397535.1|ITPR1|VYZE01000085.1:1051875-1221646-	ITPR	S5_genome	2779	P2 not a protein-database record (S5_genome)
GCA_013397535.1|ITPR2|VYZE01000061.1:324147-557096+	ITPR	S5_genome	2669	P2 not a protein-database record (S5_genome)
GCA_013397535.1|ITPR3|VYZE01000639.1:21766-63896+	ITPR	S5_genome	2665	P2 not a protein-database record (S5_genome)
GCA_013397635.1|ITPR2|VYZG01000419.1:130253-368840+	ITPR	S5_genome	2666	P2 not a protein-database record (S5_genome)
GCA_013397635.1|RYR|VYZG01000089.1:98286-329833-	RYR	S5_genome	4899	P2 not a protein-database record (S5_genome)
GCA_013397815.1|ITPR1|VZTH01000998.1:284869-440646+	ITPR	S5_genome	2779	P2 not a protein-database record (S5_genome)
GCA_013397815.1|ITPR2|VZTH01019192.1:239755-484630+	ITPR	S5_genome	2688	P2 not a protein-database record (S5_genome)
GCA_013397815.1|ITPR3|VZTH01008759.1:1293-28176+	ITPR	S5_genome	2578	P2 not a protein-database record (S5_genome)
GCA_013397815.1|RYR|VZTH01000269.1:550972-744202-	RYR	S5_genome	4629	P2 not a protein-database record (S5_genome)
GCA_013397815.1|RYR|VZTH01018405.1:213306-413200+	RYR	S5_genome	4972	P2 not a protein-database record (S5_genome)
