accession	species	group	tax_class	length	reviewed	census_call	census_confidence	gene	protein_name	seq_family	family_rel_margin	family_runner_up	itpr_bits	ryr_bits	paralog_askable	seq_paralog	paralog_rel_margin	paralog_runner_up	symbol_verdict	symbol_claim	name_verdict	name_claim	n_bait_hits	panel_reaches_claim	has_naming_pfam	n_family_pfam	arch_call	profile_call	instruments	sequence_resolved
A0A7K5WZD0	Hylia prasina (green hylia)	Vertebrata	Aves	4897	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9821	ITPR	178	9971	1	RYR2	0.3053	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K5XVI3	Dromas ardeola	Vertebrata	Aves	2663	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9683	RYR	5487	174	1	ITPR3	0.3583	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K5Y608	Pterocles burchelli	Vertebrata	Aves	4927	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9821	ITPR	178	9924	1	RYR2	0.3096	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K5ZNA0	Onychorhynchus coronatus (Royal flycatcher)	Vertebrata	Aves	4887	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9977	1	RYR2	0.3064	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K6A2Q3	Onychorhynchus coronatus (Royal flycatcher)	Vertebrata	Aves	2703	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9688	RYR	5488	171	1	ITPR3	0.3588	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6BG36	Upupa epops (Eurasian hoopoe)	Vertebrata	Aves	2662	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9678	RYR	5471	176	1	ITPR3	0.3551	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6BX34	Ptilonorhynchus violaceus (Satin bowerbird) (Pyrrhocorax violaceus)	Vertebrata	Aves	4905	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	10015	1	RYR2	0.3077	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K6CA78	Ptilonorhynchus violaceus (Satin bowerbird) (Pyrrhocorax violaceus)	Vertebrata	Aves	2663	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9681	RYR	5493	175	1	ITPR3	0.3566	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6DDL9	Origma solitaria	Vertebrata	Aves	4891	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9986	1	RYR2	0.3065	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K6E5D0	Grantiella picta	Vertebrata	Aves	4905	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9821	ITPR	178	9967	1	RYR2	0.3062	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K6FVM1	Daphoenositta chrysoptera (varied sittella)	Vertebrata	Aves	2676	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9684	RYR	5543	175	1	ITPR3	0.3633	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6GKT2	Malurus elegans (Red-winged fairywren)	Vertebrata	Aves	4638	0	RYR	high	Ryr2_1	RYR2 protein	RYR	0.9882	ITPR	110	9340	1	RYR2	0.3175	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K6GU25	Malurus elegans (Red-winged fairywren)	Vertebrata	Aves	2002	0	ITPR	high	Itpr3_1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9789	RYR	4120	87	1	ITPR3	0.3578	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6HYA4	Dasyornis broadbenti (rufous bristle-bird)	Vertebrata	Aves	2680	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9685	RYR	5526	174	1	ITPR3	0.3623	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6J103	Machaerirhynchus nigripectus	Vertebrata	Aves	4899	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9985	1	RYR2	0.307	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K6JLJ0	Machaerirhynchus nigripectus	Vertebrata	Aves	2677	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9683	RYR	5526	175	1	ITPR3	0.3634	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6K5M0	Oreocharis arfaki (tit berrypecker)	Vertebrata	Aves	4888	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9999	1	RYR2	0.3066	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K6KEA6	Oreocharis arfaki (tit berrypecker)	Vertebrata	Aves	2587	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9672	RYR	5341	175	1	ITPR3	0.3688	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6LGY0	Falcunculus frontatus (Eastern shriketit)	Vertebrata	Aves	4914	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9984	1	RYR2	0.3076	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K6LHC3	Falcunculus frontatus (Eastern shriketit)	Vertebrata	Aves	2670	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9686	RYR	5567	175	1	ITPR3	0.3661	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6M944	Panurus biarmicus (Bearded tit)	Vertebrata	Aves	2675	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9686	RYR	5537	174	1	ITPR3	0.3627	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6NH53	Pedionomus torquatus (Plains-wanderer)	Vertebrata	Aves	4889	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	10014	1	RYR2	0.3083	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K6NXH3	Pedionomus torquatus (Plains-wanderer)	Vertebrata	Aves	2662	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9676	RYR	5408	175	1	ITPR3	0.3572	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6P5K0	Ifrita kowaldi (blue-capped ifrita)	Vertebrata	Aves	4903	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9978	1	RYR2	0.3075	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K6PTU9	Ifrita kowaldi (blue-capped ifrita)	Vertebrata	Aves	2676	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9684	RYR	5543	175	1	ITPR3	0.3644	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6QWB4	Climacteris rufus (rufous treecreeper)	Vertebrata	Aves	2676	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9683	RYR	5516	175	1	ITPR3	0.3624	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6R676	Climacteris rufus (rufous treecreeper)	Vertebrata	Aves	4903	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9992	1	RYR2	0.3069	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K6RWC0	Rhynochetos jubatus (kagu)	Vertebrata	Aves	2643	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9676	RYR	5430	176	1	ITPR3	0.3599	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6T1X4	Caloenas nicobarica (Nicobar pigeon)	Vertebrata	Aves	2669	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9685	RYR	5466	172	1	ITPR3	0.3542	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6TD75	Caloenas nicobarica (Nicobar pigeon)	Vertebrata	Aves	4904	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	10015	1	RYR2	0.3096	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K6TTY8	Aegotheles bennettii	Vertebrata	Aves	4878	0	RYR	high	Ryr2_1	RYR2 protein	RYR	0.9821	ITPR	178	9951	1	RYR2	0.3103	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K6V4B2	Notiomystis cincta	Vertebrata	Aves	2587	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9674	RYR	5342	174	1	ITPR3	0.3693	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6V597	Notiomystis cincta	Vertebrata	Aves	4908	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9978	1	RYR2	0.3069	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K6XF15	Promerops cafer (Cape sugarbird)	Vertebrata	Aves	2704	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9684	RYR	5515	174	1	ITPR3	0.3623	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K6YQK6	Alca torda (Razorbill)	Vertebrata	Aves	3492	0	RYR	high	Ryr2_0	RYR2 protein	RYR	0.9896	ITPR	75.1	7210	1	RYR2	0.3086	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	27	1	0	2	RYR	RYR	both	1
A0A7K6YW33	Alca torda (Razorbill)	Vertebrata	Aves	2849	0	RYR	high	Ryr3_2	RYR3 protein	RYR	0.9488	ITPR	117	2287	1	no_call	0.0022	RYR2	correct_paralog	RYR3	correct_paralog	RYR3	38	0	1	3	RYR	RYR	both	1
A0A7K7A1A7	Nothoprocta pentlandii	Vertebrata	Aves	2667	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9686	RYR	5479	172	1	ITPR3	0.3552	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7BCF1	Nothoprocta ornata	Vertebrata	Aves	4779	0	RYR	high	Ryr2_0	RYR2 protein	RYR	0.9816	ITPR	179	9717	1	RYR2	0.3111	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	0	3	RYR	RYR	both	1
A0A7K7BDB1	Nothoprocta ornata	Vertebrata	Aves	2667	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9686	RYR	5481	172	1	ITPR3	0.3556	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7C663	Aphelocoma coerulescens (Florida scrub-jay) (Corvus coerulescens)	Vertebrata	Aves	4903	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9975	1	RYR2	0.3062	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K7DKH8	Pheucticus melanocephalus (Black-headed grosbeak) (Guiraca melanocephala)	Vertebrata	Aves	2587	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9674	RYR	5333	174	1	ITPR3	0.3679	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7DUH0	Sylvia atricapilla (blackcap)	Vertebrata	Aves	2676	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9684	RYR	5534	175	1	ITPR3	0.3639	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7FXI1	Chionis minor (Black-faced sheathbill)	Vertebrata	Aves	2667	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9683	RYR	5492	174	1	ITPR3	0.3563	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7G7A8	Erithacus rubecula (European robin)	Vertebrata	Aves	4899	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9821	ITPR	178	9970	1	RYR2	0.3067	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K7GGH3	Erithacus rubecula (European robin)	Vertebrata	Aves	2690	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9684	RYR	5510	174	1	ITPR3	0.3633	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7JBC7	Loxia curvirostra (Red crossbill)	Vertebrata	Aves	4932	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9821	ITPR	178	9953	1	RYR2	0.3062	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K7K3T3	Agelaius phoeniceus (Red-winged blackbird) (Oriolus phoeniceus)	Vertebrata	Aves	4908	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9978	1	RYR2	0.3077	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K7K8X3	Agelaius phoeniceus (Red-winged blackbird) (Oriolus phoeniceus)	Vertebrata	Aves	2694	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9678	RYR	5461	176	1	ITPR3	0.365	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7KMK3	Asarcornis scutulata	Vertebrata	Aves	4901	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9823	ITPR	178	10041	1	RYR2	0.3103	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K7LB82	Asarcornis scutulata	Vertebrata	Aves	2668	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9684	RYR	5512	174	1	ITPR3	0.359	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7MNX9	Brachypodius melanocephalos (black-headed bulbul)	Vertebrata	Aves	4908	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9972	1	RYR2	0.3073	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K7NWK2	Haliaeetus albicilla (White-tailed sea-eagle) (Falco albicilla)	Vertebrata	Aves	4644	0	RYR	high	Ryr2_1	RYR2 protein	RYR	0.989	ITPR	104	9462	1	RYR2	0.3251	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K7PN28	Acrocephalus arundinaceus (Great reed-warbler)	Vertebrata	Aves	2674	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9686	RYR	5538	174	1	ITPR3	0.3637	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7QGZ3	Poecile atricapillus (Black-capped chickadee) (Parus atricapillus)	Vertebrata	Aves	4911	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9821	ITPR	178	9967	1	RYR2	0.3074	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K7R2N9	Poecile atricapillus (Black-capped chickadee) (Parus atricapillus)	Vertebrata	Aves	2670	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9685	RYR	5557	175	1	ITPR3	0.3648	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7RZ12	Nesospiza acunhae	Vertebrata	Aves	4907	0	RYR	high	Ryr2	RYR2 protein	RYR	0.982	ITPR	178	9911	1	RYR2	0.3068	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K7SCN1	Nesospiza acunhae	Vertebrata	Aves	2036	0	ITPR	high	Itpr3_1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9793	RYR	4226	87.4	1	ITPR3	0.3673	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7SQN2	Sapayoa aenigma (broad-billed sapayoa)	Vertebrata	Aves	2698	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9683	RYR	5497	174	1	ITPR3	0.3597	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7TTE4	Ibidorhyncha struthersii	Vertebrata	Aves	2635	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9674	RYR	5363	175	1	ITPR3	0.3634	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7TWD7	Ibidorhyncha struthersii	Vertebrata	Aves	4923	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9823	ITPR	178	10031	1	RYR2	0.3109	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K7V9V1	Eudromia elegans (Elegant crested-tinamou)	Vertebrata	Aves	4915	0	RYR	high	Ryr2	RYR2 protein	RYR	0.982	ITPR	179	9962	1	RYR2	0.306	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K7VDS7	Eudromia elegans (Elegant crested-tinamou)	Vertebrata	Aves	2698	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.968	RYR	5445	174	1	ITPR3	0.3521	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7WKH5	Nothocercus julius	Vertebrata	Aves	2667	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9683	RYR	5484	174	1	ITPR3	0.3558	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7XQJ2	Mohoua ochrocephala	Vertebrata	Aves	2421	0	ITPR	high	Itpr3_1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9823	RYR	4970	87.8	1	ITPR3	0.3692	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7ZFR3	Melanocharis versteri (Fan-tailed berrypecker)	Vertebrata	Aves	2675	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9685	RYR	5526	174	1	ITPR3	0.3623	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K7ZLI6	Melanocharis versteri (Fan-tailed berrypecker)	Vertebrata	Aves	4895	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9992	1	RYR2	0.3078	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K8AA22	Cnemophilus loriae (Loria's bird-of-paradise)	Vertebrata	Aves	4890	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9990	1	RYR2	0.3065	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K8AZ53	Cnemophilus loriae (Loria's bird-of-paradise)	Vertebrata	Aves	2674	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9685	RYR	5529	174	1	ITPR3	0.3634	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K8C0D6	Rhagologus leucostigma	Vertebrata	Aves	2677	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9685	RYR	5531	174	1	ITPR3	0.3623	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K8CYT8	Eulacestoma nigropectus (wattled ploughbill)	Vertebrata	Aves	2684	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9684	RYR	5506	174	1	ITPR3	0.3625	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K8D6M0	Eulacestoma nigropectus (wattled ploughbill)	Vertebrata	Aves	4900	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9995	1	RYR2	0.3066	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K8F6E4	Struthidea cinerea	Vertebrata	Aves	4898	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9978	1	RYR2	0.3059	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K8FM34	Struthidea cinerea	Vertebrata	Aves	2677	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9682	RYR	5532	176	1	ITPR3	0.3628	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K8GN67	Orthonyx spaldingii (Chowchilla)	Vertebrata	Aves	4887	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9986	1	RYR2	0.3053	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K8H286	Orthonyx spaldingii (Chowchilla)	Vertebrata	Aves	2675	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9682	RYR	5538	176	1	ITPR3	0.3633	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K8IPL3	Chaetorhynchus papuensis (pygmy drongo)	Vertebrata	Aves	4908	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9821	ITPR	178	9969	1	RYR2	0.3059	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K8IZP2	Chaetorhynchus papuensis (pygmy drongo)	Vertebrata	Aves	2676	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9686	RYR	5548	174	1	ITPR3	0.3655	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K8JU42	Lophotis ruficrista	Vertebrata	Aves	2698	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.968	RYR	5473	175	1	ITPR3	0.3556	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K8K5K2	Lophotis ruficrista	Vertebrata	Aves	4906	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	10002	1	RYR2	0.3092	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K8KXE2	Ardeotis kori	Vertebrata	Aves	4906	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	10000	1	RYR2	0.3088	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K8LFL5	Ardeotis kori	Vertebrata	Aves	2699	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9678	RYR	5468	176	1	ITPR3	0.3563	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K8LZT2	Ptilorrhoa leucosticta	Vertebrata	Aves	4902	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9982	1	RYR2	0.307	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K8N305	Casuarius casuarius (Southern cassowary) (Struthio casuarius)	Vertebrata	Aves	4915	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9982	1	RYR2	0.3068	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K8NBI9	Casuarius casuarius (Southern cassowary) (Struthio casuarius)	Vertebrata	Aves	2664	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9678	RYR	5497	177	1	ITPR3	0.3562	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K8PP36	Cochlearius cochlearius (Boat-billed heron)	Vertebrata	Aves	2667	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9681	RYR	5482	175	1	ITPR3	0.3563	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A7K8PTY2	Cochlearius cochlearius (Boat-billed heron)	Vertebrata	Aves	4908	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9834	ITPR	166	10009	1	RYR2	0.3101	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K8QI34	Smithornis capensis	Vertebrata	Aves	4897	0	RYR	high	Ryr2	RYR2 protein	RYR	0.9822	ITPR	178	9982	1	RYR2	0.3079	RYR1	correct_paralog	RYR2	correct_paralog	RYR2	38	1	1	4	RYR	RYR	both	1
A0A7K8RUM4	Rhodinocichla rosea	Vertebrata	Aves	2676	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9682	RYR	5536	176	1	ITPR3	0.3636	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
