accession	call	confidence	reason	arch_call	symbol_class	conflict	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	source
A0A8C7IRH6	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4702	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7IRJ6	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2638	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7IRK1	RYR	high	ryr_pfam=PF00622+PF02026+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	3616	0		0	Predicted	0	PF01365;PF08709	PF00622;PF01365;PF02026;PF02815;PF08709;PF21119	3	PF00622;PF02026;PF21119	both
A0A8C7IRM2	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2615	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7ISD5	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2673	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7ISI9	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2665	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7ITI4	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2643	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7IUF0	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4735	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7IUX5	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2669	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7IVE4	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4859	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7J6K0	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4776	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7JHX1	unassigned	none	itpr_arch_weak=1/5	unassigned		0		Inositol 1,4,5-trisphosphate/ryanodine receptor domain-containing protein	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	128	0		0	Predicted	1	PF08709	PF08709	1		both
A0A8C7JKA2	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4660	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7JLC0	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4659	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7JSK1	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4647	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7KPI4	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR2	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2603	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7KT06	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR2	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2538	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7KYB2	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR2	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2684	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7KZ53	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR2	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2535	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7L546	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4941	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7L5G7	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR2	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2592	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7L813	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4965	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7L985	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4998	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7LAT0	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4601	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7LBV6	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4982	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7LE12	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4973	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7LGU5	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	5022	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7LI13	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4999	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7LYS8	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4736	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7M8K0	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4664	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7M9G2	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4736	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7M9I6	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4702	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7M9V8	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4723	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7MA18	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4732	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7MND3	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR3	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2608	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7MT40	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2679	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7MTJ8	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2684	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7MTL7	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2668	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7MTT2	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4896	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7MU00	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4893	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7MUW2	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4639	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7N7K2	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR2	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2488	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7NAX3	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	8019	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4954	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7Q0K2	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 3	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4902	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7Q3K5	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 3	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	4802	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A8C7QJ75	ITPR	high	itpr_arch_complete	ITPR		0	LOC110497694	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2617	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7QNU0	ITPR	high	itpr_arch_complete	ITPR		0	LOC110497694	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2616	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7QPD5	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2707	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7QPM2	ITPR	high	itpr_arch_complete	ITPR		0	LOC110497694	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2546	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7QS51	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2601	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7QS76	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2633	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7QSD5	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2639	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7QSZ5	ITPR	high	itpr_arch_complete	ITPR		0	LOC110497694	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2544	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7QTN0	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2724	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7QV65	ITPR	high	itpr_arch_complete	ITPR		0	LOC110497694	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2698	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7QVF2	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2573	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7R8H3	unassigned	none	itpr_arch_partial=3/5	unassigned		0	LOC110532282	Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	951	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		both
A0A8C7RI50	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2584	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7RKJ0	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2618	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7RLZ9	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2690	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A8C7RM54	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	Vertebrata	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	2690	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
