accession	call	confidence	rule	core	gene	species	taxon_id	group	phylum	class	order	length
B0W2H2	RYR	medium	longest per species	0	6032343	Culex quinquefasciatus (Southern house mosquito) (Culex pungens)	7176	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	1339
T1E1N4	RYR	high	longest per species	0		Cupiennius salei (American wandering spider)	6928	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Araneae	5056
A0ACF6EIU8	RYR	high	longest per species	0	WDU94_007794	Cyamophila willieti	2604842	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	2264
A0AA36DST8	RYR	high	longest per species	0	CYNAS_LOCUS4082	Cylicocyclus nassatus (Nematode worm)	53992	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5216
A0A151K2J5	RYR	high	longest per species	0	ALC62_15196	Cyphomyrmex costatus	456900	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5133
A0A8J2QY98	RYR	high	longest per species	0	DCHRY22_LOCUS10234	Danaus chrysippus (African queen)	151541	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	3237
A0A212F8V6	RYR	high	longest per species	0	KGM_211070	Danaus plexippus plexippus	278856	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	4951
A0A8J2W1B1	RYR	high	longest per species	0	DGAL_LOCUS3205	Daphnia galeata	27404	Metazoa (non-vertebrate)	Arthropoda	Branchiopoda	Diplostraca	5083
A0ABQ9ZR46	RYR	high	longest per species	0	OUZ56_030163	Daphnia magna	35525	Metazoa (non-vertebrate)	Arthropoda	Branchiopoda	Diplostraca	5172
E9FTU9	RYR	high	longest per species	0	DAPPUDRAFT_310496	Daphnia pulex (Water flea)	6669	Metazoa (non-vertebrate)	Arthropoda	Branchiopoda	Diplostraca	5119
A0AAD5L6S9	RYR	high	longest per species	0	GHT06_016909	Daphnia sinensis	1820382	Metazoa (non-vertebrate)	Arthropoda	Branchiopoda	Diplostraca	5164
A0A7R8WZ42	RYR	high	longest per species	0	DSTB1V02_LOCUS927	Darwinula stevensoni	69355	Metazoa (non-vertebrate)	Arthropoda	Ostracoda	Podocopida	4163
A0AAR5QBW0	RYR	high	longest per species	0		Dendroctonus ponderosae (Mountain pine beetle)	77166	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5120
A0ACC1CG49	RYR	high	longest per species	0	K1T71_013922	Dendrolimus kikuchii	765133	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	4995
A0ACB8C567	RYR	high	longest per species	0	HPB49_020194	Dermacentor silvarum (Tick)	543639	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Ixodida	1679
A0ACM7X729	RYR	high	longest per species	0	RyR	Dermacentor variabilis (American dog tick)	34621	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Ixodida	5213
A0A922HHF9	RYR	high	longest per species	0	RYR2_1	Dermatophagoides farinae (American house dust mite)	6954	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Sarcoptiformes	3322
A0ABQ8IR18	RYR	high	longest per species	0	RYR2	Dermatophagoides pteronyssinus (European house dust mite)	6956	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Sarcoptiformes	5324
A0A9N9TDL6	RYR	high	longest per species	0	DIABBA_LOCUS13617	Diabrotica balteata (Banded cucumber beetle)	107213	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5121
A0ABM5L3U1	RYR	high	longest per species	0		Diabrotica virgifera virgifera (western corn rootworm)	50390	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5130
A0A141BN13	RYR	high	longest per species	0	RyR	Dialeurodes citri (Citrus whitefly) (Aleurodes citri)	298404	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5126
A0A1S4EE60	RYR	high	longest per species	0	LOC103511157	Diaphorina citri (Asian citrus psyllid)	121845	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	3137
A0A9N9R5I0	RYR	high	longest per species	0	DIATSA_LOCUS7660	Diatraea saccharalis (sugarcane borer)	40085	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5122
A0A3P7KV74	RYR	medium	longest per species	0	DILT_LOCUS4696	Dibothriocephalus latus (Fish tapeworm) (Diphyllobothrium latum)	60516	Metazoa (non-vertebrate)	Platyhelminthes	Cestoda	Diphyllobothriidea	803
A0A0D8Y979	RYR	medium	longest per species	0	DICVIV_00331	Dictyocaulus viviparus (Bovine lungworm)	29172	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	1335
A0A813QCU3	RYR	high	longest per species	0	GPM918_LOCUS1611	Didymodactylos carnosus	1234261	Metazoa (non-vertebrate)	Rotifera	Eurotatoria	Philodinida	5233
A0A7I8W5Y9	RYR	high	longest per species	0	DGYR_LOCUS11565	Dimorphilus gyrociliatus	2664684	Metazoa (non-vertebrate)	Annelida	Polychaeta		1982
A0A6P3XEL1	RYR	high	longest per species	0	LOC106745598	Dinoponera quadriceps (South American ant)	609295	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5107
A0A3S3QRZ4	RYR	high	longest per species	0	B4U79_08199	Dinothrombium tinctorium	1965070	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Trombidiformes	5145
A0AAD8EPN1	RYR	high	longest per species	0	L9F63_011316	Diploptera punctata (Pacific beetle cockroach)	6984	Metazoa (non-vertebrate)	Arthropoda	Insecta	Blattodea	1798
A0A2A2JM86	RYR	high	longest per species	0	WR25_23787	Diploscapter pachys	2018661	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	4249
A0AAD4R815	RYR	high	longest per species	0	DdX_03476	Ditylenchus destructor	166010	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5178
A0A915DIR8	RYR	high	longest per species	0		Ditylenchus dipsaci	166011	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	1855
A0A3P7SYB0	RYR	high	longest per species	0	DME_LOCUS9899	Dracunculus medinensis (Guinea worm)	318479	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	4014
A0A9C6W5B0	RYR	high	longest per species	0	LOC117568791	Drosophila albomicans (Fruit fly)	7291	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5148
B3MFE1	RYR	high	longest per species	0	Dana\GF12384	Drosophila ananassae (Fruit fly)	7217	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5106
A0ABM1PIB9	RYR	high	longest per species	0	LOC108616347	Drosophila arizonae (Fruit fly)	7263	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5149
A0A0Q5WNI3	RYR	high	longest per species	0	Dere\GG23389	Drosophila erecta (Fruit fly)	7220	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5134
B4JVD7	RYR	high	longest per species	0	Dgri\GH23101	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	7222	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5174
A0A3B0J281	RYR	high	longest per species	0	DGUA_6G002971	Drosophila guanche (Fruit fly)	7266	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5142
A0A9P9YFB4	RYR	high	longest per species	0	M5D96_011493	Drosophila gunungcola (fruit fly)	103775	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5165
A0A6J1LN04	RYR	high	longest per species	0	LOC111598039	Drosophila hydei (Fruit fly)	7224	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5132
A0ABM4G9K7	RYR	high	longest per species	0	RyR	Drosophila kikkawai (Fruit fly)	30033	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5117
A0A6J2SWD8	RYR	high	longest per species	0	LOC115619985	Drosophila lebanonensis (Fruit fly) (Scaptodrosophila lebanonensis)	7225	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5133
A0AAU9G7M0	RYR	high	longest per species	0	DMAD_03051	Drosophila madeirensis (Fruit fly)	30013	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5148
A0A6P8K2C8	RYR	high	longest per species	0	LOC117138542	Drosophila mauritiana (Fruit fly)	7226	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5135
A0A0B4K719	RYR	high	longest per species	0	RyR	Drosophila melanogaster (Fruit fly)	7227	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5134
A0A0Q9XB63	RYR	high	longest per species	0	Dmoj\GI18926	Drosophila mojavensis (Fruit fly)	7230	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5137
A0A484BQ74	RYR	high	longest per species	0	AWZ03_002651	Drosophila navojoa (Fruit fly)	7232	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5144
B4GGJ5	RYR	medium	longest per species	0	Dper\GL17126	Drosophila persimilis (Fruit fly)	7234	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	1184
A0A6I8VTB1	RYR	high	longest per species	0	RyR	Drosophila pseudoobscura pseudoobscura (Fruit fly)	46245	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5143
A0A6P4FG33	RYR	high	longest per species	0	108049608	Drosophila rhopaloa (Fruit fly)	1041015	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5130
A0AAD4K9G6	RYR	high	longest per species	0	KR093_010363	Drosophila rubida	30044	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5131
B4HSA0	RYR	high	longest per species	0	Dsec\GM21070	Drosophila sechellia (Fruit fly)	7238	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	3814
B4QG94	RYR	high	longest per species	0	Dsim\GD10606	Drosophila simulans (Fruit fly)	7240	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	3487
A0AB39ZTW8	RYR	high	longest per species	0	RyR	Drosophila suzukii (Spotted-wing drosophila fruit fly)	28584	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5135
A0A0Q9W2M0	RYR	high	longest per species	0	Dvir\GJ21297	Drosophila virilis (Fruit fly)	7244	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5143
A0A0Q9X0Z3	RYR	high	longest per species	0	Dwil\GK20678	Drosophila willistoni (Fruit fly)	7260	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5142
A0A0R1DMC8	RYR	high	longest per species	0	Dyak\GE19231	Drosophila yakuba (Fruit fly)	7245	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5146
A0A154NXT6	RYR	high	longest per species	0	WN55_02786	Dufourea novaeangliae (Sweat bee)	178035	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	4734
A0A915EYX6	RYR	high	longest per species	1		Echinococcus canadensis	519352	Metazoa (non-vertebrate)	Platyhelminthes	Cestoda	Cyclophyllidea	6373
W6U4N9	RYR	high	longest per species	0	EGR_09047	Echinococcus granulosus (Hydatid tapeworm)	6210	Metazoa (non-vertebrate)	Platyhelminthes	Cestoda	Cyclophyllidea	3636
A0A068Y0W3	RYR	high	longest per species	0	EmuJ_000544400	Echinococcus multilocularis (Fox tapeworm)	6211	Metazoa (non-vertebrate)	Platyhelminthes	Cestoda	Cyclophyllidea	4760
A0A183AK78	RYR	high	longest per species	0	ECPE_LOCUS7363	Echinostoma caproni	27848	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Plagiorchiida	1774
A0A158Q797	RYR	high	longest per species	0		Elaeophora elaphi	1147741	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5055
A0A3S1B3Q2	RYR	medium	longest per species	0	EGW08_017975	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	188477	Metazoa (non-vertebrate)	Mollusca	Gastropoda		1126
A0AAE0Y8B9	RYR	high	longest per species	1	RRG08_000604	Elysia crispata (lettuce slug)	231223	Metazoa (non-vertebrate)	Mollusca	Gastropoda		5260
A0AAV4GNW6	RYR	high	longest per species	0	ElyMa_002480000	Elysia marginata	1093978	Metazoa (non-vertebrate)	Mollusca	Gastropoda		1287
A0A0N4V1U6	RYR	medium	longest per species	0	EVEC_LOCUS3651	Enterobius vermicularis (Human pinworm)	51028	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2974
A0ACC2N2H0	RYR	high	longest per species	0	QAD02_007004	Eretmocerus hayati	131215	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5019
A0A4C1VKE3	RYR	high	longest per species	0	RyR	Eumeta variegata (Bagworm moth) (Eumeta japonica)	151549	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	3532
A0AAU9UM41	RYR	high	longest per species	0	EEDITHA_LOCUS13799	Euphydryas editha (Edith's checkerspot)	104508	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	3253
A0A1Y3B5P7	RYR	high	longest per species	0	BLA29_000325	Euroglyphus maynei (Mayne's house dust mite)	6958	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Sarcoptiformes	2355
A0AAV8W0J6	RYR	high	longest per species	0	NQ315_006545	Exocentrus adspersus	1586481	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	2680
A0A504YGJ9	RYR	high	longest per species	0	FGIG_03553	Fasciola gigantica (Giant liver fluke)	46835	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Plagiorchiida	5566
A0A4E0RMD6	RYR	high	longest per species	0	D915_002172	Fasciola hepatica (Liver fluke)	6192	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Plagiorchiida	5599
A0A8E0VKM4	RYR	high	longest per species	0	FBUS_04555	Fasciolopsis buskii	27845	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Plagiorchiida	5541
A0A226ESW6	RYR	high	longest per species	0	Fcan01_06170	Folsomia candida (Springtail)	158441	Metazoa (non-vertebrate)	Arthropoda	Collembola	Entomobryomorpha	3178
A0A9R1TY94	RYR	high	longest per species	0	RyR	Fopius arisanus	64838	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5124
A0ABQ7S901	RYR	high	longest per species	0	RyR	Fragariocoptes setiger	1670756	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Trombidiformes	6761
A0AAE1GY24	RYR	high	longest per species	0	KUF71_021040	Frankliniella fusca	407009	Metazoa (non-vertebrate)	Arthropoda	Insecta	Thysanoptera	5165
A0A9C6U8W4	RYR	high	longest per species	0	LOC113213149	Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis)	133901	Metazoa (non-vertebrate)	Arthropoda	Insecta	Thysanoptera	4775
A0A833VJX3	RYR	high	longest per species	0	E2986_04037	Frieseomelitta varia	561572	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	4968
A0AAJ7SIU4	RYR	high	longest per species	0	LOC100906902	Galendromus occidentalis (western predatory mite)	34638	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Mesostigmata	5151
A0ABM3M9C1	RYR	high	longest per species	0	LOC113523215	Galleria mellonella (Greater wax moth)	7137	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5164
A0AA35WZQ4	RYR	high	longest per species	0	GBAR_LOCUS19477	Geodia barretti (Barrett's horny sponge)	519541	Metazoa (non-vertebrate)	Porifera	Demospongiae	Tetractinellida	3421
A0A183BIF4	RYR	high	longest per species	0		Globodera pallida (Potato cyst nematode worm) (Heterodera pallida)	36090	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	3683
A0A914H380	RYR	high	longest per species	0		Globodera rostochiensis (Golden nematode worm) (Heterodera rostochiensis)	31243	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5463
A0A1A9VXJ3	RYR	high	longest per species	0		Glossina austeni (Savannah tsetse fly)	7395	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5011
A0A1A9W9U7	RYR	high	longest per species	0		Glossina brevipalpis	37001	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5096
A0A9C5Z257	RYR	high	longest per species	0	LOC119636659	Glossina fuscipes	7396	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5125
A0A1B0G1T7	RYR	high	longest per species	0		Glossina morsitans morsitans (Savannah tsetse fly)	37546	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5092
A0A1B0A7F3	RYR	high	longest per species	0		Glossina pallidipes (Tsetse fly)	7398	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	3171
A0A1B0BLM4	RYR	high	longest per species	0		Glossina palpalis gambiensis	67801	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	3168
A0A183CVJ1	RYR	medium	longest per species	0	GPUH_LOCUS482	Gongylonema pulchrum	637853	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	407
A0A0S1Z233	RYR	high	longest per species	0		Grapholitha molesta	499550	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5141
A0AAN9YVG3	RYR	high	longest per species	0	R5R35_007854	Gryllus longicercus	2509291	Metazoa (non-vertebrate)	Arthropoda	Insecta	Orthoptera	5148
A0A9J6GZJ5	RYR	medium	longest per species	0	HPB48_013788	Haemaphysalis longicornis (Bush tick)	44386	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Ixodida	1343
A0A7I4YT81	RYR	high	longest per species	0		Haemonchus contortus (Barber pole worm)	6289	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5055
A0A158QNM0	RYR	high	longest per species	0	HPLM_LOCUS10705	Haemonchus placei (Barber's pole worm)	6290	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	1330
A0AAN8ZTZ2	RYR	high	longest per species	0	RYR2_3	Halocaridina rubra (Hawaiian red shrimp)	373956	Metazoa (non-vertebrate)	Arthropoda	Malacostraca	Decapoda	3266
E2BZJ9	RYR	high	longest per species	0	EAI_02310	Harpegnathos saltator (Jerdon's jumping ant)	610380	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5080
V5RE97	RYR	high	longest per species	0	RyR	Helicoverpa armigera (Cotton bollworm) (Heliothis armigera)	29058	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5142
A0A3P8ALE8	RYR	high	longest per species	0		Heligmosomoides polygyrus (Parasitic roundworm)	6339	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2653
O96309	RYR	low	longest per species	0	ryr	Heliothis virescens (Tobacco budworm moth)	7102	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	573
T1G0R3	RYR	high	longest per species	0	20214661	Helobdella robusta (Californian leech)	6412	Metazoa (non-vertebrate)	Annelida	Clitellata	Rhynchobdellida	1734
Q8TA74	RYR	high	longest per species	1		Hemicentrotus pulcherrimus (Sea urchin) (Strongylocentrotus pulcherrimus)	7650	Metazoa (non-vertebrate)	Echinodermata	Echinoidea	Camarodonta	5317
A0AAW1UQP2	RYR	high	longest per species	0	WA026_013661	Henosepilachna vigintioctopunctata	420089	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	2763
A0A7R8YZN5	RYR	high	longest per species	0	HERILL_LOCUS10618	Hermetia illucens (Black soldier fly)	343691	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	5141
A0ABD2II26	RYR	high	longest per species	0	niasHS_014703	Heterodera schachtii (Sugarbeet cyst nematode worm) (Tylenchus schachtii)	97005	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5380
A0A1I7XLA4	RYR	medium	longest per species	0		Heterorhabditis bacteriophora (Entomopathogenic nematode worm)	37862	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	1167
A0A6V7H6T5	RYR	high	longest per species	0	MHI_LOCUS459446	Heterotrigona itama	395501	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2289
A0A6A7FWC2	RYR	high	longest per species	0		Hirondellea gigas	1518452	Metazoa (non-vertebrate)	Arthropoda	Malacostraca	Amphipoda	2664
A0A9Q1CGM9	RYR	high	longest per species	0	HOLleu_07872	Holothuria leucospilota (Black long sea cucumber) (Mertensiothuria leucospilota)	206669	Metazoa (non-vertebrate)	Echinodermata	Holothuroidea	Aspidochirotida	4119
A0ACB9TXB3	RYR	high	longest per species	0	MML48_1g04376	Holotrichia oblita (Chafer beetle)	644536	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5073
A0A8J5JM50	RYR	high	longest per species	0	RyR-L3	Homarus americanus (American lobster)	6706	Metazoa (non-vertebrate)	Arthropoda	Malacostraca	Decapoda	4088
A0A979FWP3	RYR	high	longest per species	0	LOC108667979	Hyalella azteca (Mexican freshwater shrimp) (Ampithoe aztecus)	294128	Metazoa (non-vertebrate)	Arthropoda	Malacostraca	Amphipoda	2276
A0A3P7G6U0	RYR	high	longest per species	0	TTAC_LOCUS903	Hydatigera taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	6205	Metazoa (non-vertebrate)	Platyhelminthes	Cestoda	Cyclophyllidea	5152
A0A564YS66	RYR	high	longest per species	0	WMSIL1_LOCUS8477	Hymenolepis diminuta (Rat tapeworm)	6216	Metazoa (non-vertebrate)	Platyhelminthes	Cestoda	Cyclophyllidea	4964
A0A5B9D5X3	RYR	high	longest per species	0		Hypothenemus hampei (Coffee berry borer)	57062	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5107
A0A1W0WNM8	RYR	high	longest per species	1	BV898_08999	Hypsibius exemplaris (Freshwater tardigrade)	2072580	Metazoa (non-vertebrate)	Tardigrada	Eutardigrada	Parachela	3045
A0A8K0C7S9	RYR	high	longest per species	0	ILUMI_23592	Ignelater luminosus (Cucubano) (Pyrophorus luminosus)	2038154	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	2166
A0ABN8ILP6	RYR	high	longest per species	0	IPOD504_LOCUS11494	Iphiclides podalirius (scarce swallowtail)	110791	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	3263
A0A131XZ16	RYR	medium	longest per species	0		Ixodes ricinus (Common tick) (Acarus ricinus)	34613	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Ixodida	2114
A0ACM8F2K1	RYR	high	longest per species	0	LOC8026823	Ixodes scapularis (Black-legged tick) (Deer tick)	6945	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Ixodida	5156
A0ACH3JT27	RYR	high	longest per species	0	PGB90_003701	Kerria lacca (common lac scale)	473130	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	3977
A0A8K0KDG3	RYR	high	longest per species	0	J437_LFUL009412	Ladona fulva (Scarce chaser dragonfly) (Libellula fulva)	123851	Metazoa (non-vertebrate)	Arthropoda	Insecta	Odonata	3379
A0A059XRL5	RYR	high	longest per species	0	RyR	Laodelphax striatellus (Small brown planthopper) (Delphax striatella)	195883	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5135
A0AAV1ZCR3	RYR	high	longest per species	0	LARSCL_LOCUS4026	Larinioides sclopetarius	280406	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Araneae	5064
A0A0J7L472	RYR	high	longest per species	0	RF55_1969	Lasius niger (Black garden ant)	67767	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	1889
A0AAV2PB15	RYR	high	longest per species	0	LPLAT_LOCUS14199	Lasius platythorax	488582	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5118
A0A7R8CVF9	RYR	high	longest per species	0	LSAA_9985	Lepeophtheirus salmonis (Salmon louse) (Caligus salmonis)	72036	Metazoa (non-vertebrate)	Arthropoda	Copepoda	Siphonostomatoida	2112
A0A5E4QI94	RYR	high	longest per species	0	LSINAPIS_LOCUS8215	Leptidea sinapis	189913	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	3842
A0A023NE85	RYR	high	longest per species	0		Leptinotarsa decemlineata (Colorado potato beetle) (Doryphora decemlineata)	7539	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5128
