accession	organism	vclass	vorder	contig_spans_gene	cell	n_copies	n_contigs	same_contig	copy_id	contig	start	end	strand	coverage	identity	integrity	bait	annot_gene
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	1	RYR	6	6	0	GCF_034702125.1#RYR#copy2	NC_085864.1	28951884	29062832	+	1.0	0.798	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	1	RYR	6	6	0	GCF_034702125.1#RYR#copy3	NC_085873.1	15099399	15231312	-	1.0	0.8787	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	1	RYR	6	6	0	GCF_034702125.1#RYR#copy4	NC_085874.1	2222385	2425228	+	0.9972	0.6473	intact	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	LOC134468876
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	1	RYR	6	6	0	GCF_034702125.1#RYR#copy5	NC_085875.1	11411481	11821824	-	0.9938	0.6743	intact	Q92736|RYR2|Homo_sapiens|RYR2	LOC134435204
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	Clupeiformes	1	RYR	6	6	0	GCF_034702125.1#RYR#copy6	NC_085880.1	25827028	25945297	+	1.0	0.5423	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	Hexanchiformes	1	RYR	3	3	0	GCF_035084215.1#RYR#copy1	NC_090332.1	15028240	15665185	+	0.9962	0.8811	intact	A0A3Q0HBW9|RYR|Alligator_sinensis	ryr2a
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	Hexanchiformes	1	RYR	3	3	0	GCF_035084215.1#RYR#copy2	NC_090334.1	26233452	26630700	-	1.0	0.6696	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	Hexanchiformes	1	RYR	3	3	0	GCF_035084215.1#RYR#copy3	NC_090365.1	11795891	12212466	+	0.9972	0.8917	intact	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	LOC137306054
GCF_035582795.1	Mycteria americana	Aves	Ciconiiformes	1	RYR	2	2	0	GCF_035582795.1#RYR#copy1	NC_134367.1	85724076	86175749	+	1.0	0.9843	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_035582795.1	Mycteria americana	Aves	Ciconiiformes	1	RYR	2	2	0	GCF_035582795.1#RYR#copy2	NC_134369.1	38267790	38527102	-	1.0	0.6761	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	Anura	1	RYR	2	2	0	GCF_035609145.1#RYR#copy1	NC_089842.1	190448911	191127590	-	0.993	0.6912	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR3
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	Anura	1	RYR	2	2	0	GCF_035609145.1#RYR#copy2	NC_089846.1	140720140	140836421	-	1.0	0.9215	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_036013445.1	Caloenas nicobarica	Aves	Columbiformes	1	RYR	3	3	0	GCF_036013445.1#RYR#copy1	NC_088247.1	80425747	80831255	+	1.0	0.9827	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_036013445.1	Caloenas nicobarica	Aves	Columbiformes	1	RYR	3	3	0	GCF_036013445.1#RYR#copy2	NC_088249.1	33775096	34016944	+	1.0	0.6735	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_036013445.1	Caloenas nicobarica	Aves	Columbiformes	1	RYR	3	3	0	GCF_036013445.1#RYR#copy3	NW_027017376.1	20106	115418	-	0.9643	0.778	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	Heterodontiformes	1	RYR	3	3	0	GCF_036365525.1#RYR#copy1	NC_090379.1	84517272	85271571	+	1.0	0.6693	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	Heterodontiformes	1	RYR	3	3	0	GCF_036365525.1#RYR#copy2	NC_090383.1	102630983	103551995	-	0.9962	0.8749	intact	A0A3Q0HBW9|RYR|Alligator_sinensis	ryr2a
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	Heterodontiformes	1	RYR	3	3	0	GCF_036365525.1#RYR#copy3	NC_090410.1	16503081	17033723	+	0.9972	0.8905	intact	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	LOC137353168
GCF_036370855.1	Dromaius novaehollandiae	Aves	Casuariiformes	1	RYR	3	3	0	GCF_036370855.1#RYR#copy1	NC_088100.1	84954287	85416500	+	1.0	0.9789	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_036370855.1	Dromaius novaehollandiae	Aves	Casuariiformes	1	RYR	3	3	0	GCF_036370855.1#RYR#copy2	NC_088102.1	36299702	36570973	+	1.0	0.6743	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_036370855.1	Dromaius novaehollandiae	Aves	Casuariiformes	1	RYR	3	3	0	GCF_036370855.1#RYR#copy3	NC_088133.1	856376	949002	+	1.0	0.8	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_036373705.1	Amia ocellicauda	Actinopteri	Amiiformes	1	RYR	3	3	0	GCF_036373705.1#RYR#copy1	NC_089854.1	11876584	11949056	+	1.0	0.833	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_036373705.1	Amia ocellicauda	Actinopteri	Amiiformes	1	RYR	3	3	0	GCF_036373705.1#RYR#copy2	NC_089870.1	7807859	7953620	+	1.0	0.6922	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC136717167
GCF_036373705.1	Amia ocellicauda	Actinopteri	Amiiformes	1	RYR	3	3	0	GCF_036373705.1#RYR#copy3	NC_089872.1	18274418	18413002	+	1.0	0.9043	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_036417535.1	Chlamydotis macqueenii	Aves	Otidiformes	1	RYR	2	2	0	GCF_036417535.1#RYR#copy1	NC_141558.1	94882079	95310209	-	1.0	0.9805	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_036417535.1	Chlamydotis macqueenii	Aves	Otidiformes	1	RYR	2	2	0	GCF_036417535.1#RYR#copy2	NC_141560.1	35418324	35672036	+	1.0	0.6749	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	1	RYR	3	3	0	GCF_036417845.1#RYR#copy1	NC_089980.1	52652279	53122076	-	0.9974	0.9792	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	1	RYR	3	3	0	GCF_036417845.1#RYR#copy2	NC_089981.1	54218198	54485922	-	1.0	0.6755	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	1	RYR	3	3	0	GCF_036417845.1#RYR#copy3	NC_090012.1	588633	643091	-	0.6371	0.8072	lesion_rich	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	1	RYR	3	3	0	GCF_036850765.1#RYR#copy1	NC_089490.1	208671372	209141144	-	0.5261	0.9403	intact	Q92736|RYR2|Homo_sapiens|RYR2	LOC136319452
GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	1	RYR	3	3	0	GCF_036850765.1#RYR#copy2	NC_089493.1	88354445	88979509	+	1.0	0.6792	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR3
GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	1	RYR	3	3	0	GCF_036850765.1#RYR#copy3	NC_089498.1	44778581	44909057	+	1.0	0.7889	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	1	RYR	3	3	0	GCF_036971445.1#RYR#copy1	NC_091470.1	48392081	48839581	-	1.0	0.6634	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	1	RYR	3	3	0	GCF_036971445.1#RYR#copy2	NC_091472.1	26914723	27773843	+	0.996	0.865	intact	A0A3Q0HBW9|RYR|Alligator_sinensis	ryr2a
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	1	RYR	3	3	0	GCF_036971445.1#RYR#copy3	NC_091481.1	87036062	87428141	-	0.9972	0.8828	intact	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	LOC138748799
GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	1	RYR	2	2	0	GCF_037157495.1#RYR#copy1	NC_088888.1	30776245	31154737	-	1.0	0.9815	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	1	RYR	2	2	0	GCF_037157495.1#RYR#copy2	NC_088889.1	47183095	47398800	+	1.0	0.6744	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	1	RYR	3	3	0	GCF_037176945.1#RYR#copy1	NC_088141.1	86350375	86979539	+	0.996	0.9034	intact	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR2A
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	1	RYR	3	3	0	GCF_037176945.1#RYR#copy2	NC_088149.1	47093654	47459784	+	0.9998	0.6818	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	1	RYR	3	3	0	GCF_037176945.1#RYR#copy3	NC_088167.1	3474134	3633012	+	1.0	0.9923	intact	H3BGR5|RYR|Latimeria_chalumnae	LOC102356360
GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	1	RYR	3	3	0	GCF_037893015.1#RYR#copy1	NC_133658.1	901434655	901523606	-	1.0	0.7943	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	1	RYR	3	3	0	GCF_037893015.1#RYR#copy2	NC_133659.1	145020272	145785643	-	1.0	0.9626	intact	Q92736|RYR2|Homo_sapiens|RYR2	RYR2
GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	1	RYR	3	3	0	GCF_037893015.1#RYR#copy3	NC_133661.1	191074299	191906584	-	1.0	0.6778	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	1	ITPR1	2	1	1	GCF_039877785.1#ITPR1#copy1	NC_092058.1	17320622	17388134	-	1.0	0.9673	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC139327908
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	1	ITPR1	2	1	1	GCF_039877785.1#ITPR1#copy2	NC_092058.1	23631237	23712016	+	1.0	0.8711	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	1	RYR	6	6	0	GCF_039877785.1#RYR#copy1	NC_092064.1	26840981	26893451	+	1.0	0.8127	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	1	RYR	6	6	0	GCF_039877785.1#RYR#copy2	NC_092068.1	19211885	19274629	-	1.0	0.5681	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	LOC139341533
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	1	RYR	6	6	0	GCF_039877785.1#RYR#copy3	NC_092069.1	12561203	12659044	+	1.0	0.6786	intact	Q92736|RYR2|Homo_sapiens|RYR2	LOC139342740
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	1	RYR	6	6	0	GCF_039877785.1#RYR#copy4	NC_092071.1	14013640	14056652	+	1.0	0.7983	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC139344439
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	1	RYR	6	6	0	GCF_039877785.1#RYR#copy5	NC_092074.1	19203727	19305836	-	1.0	0.6662	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	1	RYR	6	6	0	GCF_039877785.1#RYR#copy6	NC_092076.1	19981022	20174541	+	1.0	0.8822	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	1	ITPR1	2	1	1	GCF_040054535.1#ITPR1#copy1	NC_090780.1	17453789	17511673	+	1.0	0.9486	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1a
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	1	ITPR1	2	1	1	GCF_040054535.1#ITPR1#copy2	NC_090780.1	21682101	21749617	-	1.0	0.8631	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	1	RYR	6	6	0	GCF_040054535.1#RYR#copy1	NC_090781.1	13441742	13502491	-	1.0	0.8046	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	1	RYR	6	6	0	GCF_040054535.1#RYR#copy2	NC_090786.1	8240906	8298255	+	1.0	0.5436	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	1	RYR	6	6	0	GCF_040054535.1#RYR#copy3	NC_090788.1	19122279	19168319	+	1.0	0.7938	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC137605748
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	1	RYR	6	6	0	GCF_040054535.1#RYR#copy4	NC_090792.1	9453519	9554584	+	1.0	0.6701	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC137611239
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	1	RYR	6	6	0	GCF_040054535.1#RYR#copy5	NC_090794.1	3846202	3912855	-	1.0	0.6635	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	1	RYR	6	6	0	GCF_040054535.1#RYR#copy6	NC_090796.1	589682	723641	+	1.0	0.862	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_040807025.1	Struthio camelus	Aves	Struthioniformes	1	RYR	3	3	0	GCF_040807025.1#RYR#copy1	NC_090944.1	95168664	95636486	+	1.0	0.9767	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_040807025.1	Struthio camelus	Aves	Struthioniformes	1	RYR	3	3	0	GCF_040807025.1#RYR#copy2	NC_090946.1	48183321	48438278	-	1.0	0.6742	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_040807025.1	Struthio camelus	Aves	Struthioniformes	1	RYR	3	3	0	GCF_040807025.1#RYR#copy3	NC_090957.1	999233	1101371	+	1.0	0.7969	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	Semionotiformes	1	RYR	3	3	0	GCF_040954835.1#RYR#copy1	NC_090698.1	5929514	6042233	-	1.0	0.8399	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	Semionotiformes	1	RYR	3	3	0	GCF_040954835.1#RYR#copy2	NC_090703.1	16136441	16304642	-	1.0	0.692	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	Semionotiformes	1	RYR	3	3	0	GCF_040954835.1#RYR#copy3	NC_090712.1	16746823	16941296	-	1.0	0.902	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_041296385.2	Aphelocoma coerulescens	Aves	Passeriformes	1	RYR	3	3	0	GCF_041296385.2#RYR#copy1	NC_091016.1	53815878	54203695	+	1.0	0.9779	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCF_041296385.2	Aphelocoma coerulescens	Aves	Passeriformes	1	RYR	3	3	0	GCF_041296385.2#RYR#copy2	NC_091019.1	35597898	35800240	-	1.0	0.6754	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCF_041296385.2	Aphelocoma coerulescens	Aves	Passeriformes	1	RYR	3	3	0	GCF_041296385.2#RYR#copy3	NC_091045.1	518514	577719	+	1.0	0.7549	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	1	ITPR1	2	2	0	GCF_041902795.1#ITPR1#copy1	NC_137503.1	8379072	8407415	+	1.0	0.9205	intact	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	itpr1a
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	1	ITPR1	2	2	0	GCF_041902795.1#ITPR1#copy2	NC_137518.1	14783297	14891923	-	1.0	0.8586	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	1	RYR	5	5	0	GCF_041902795.1#RYR#copy1	NC_137502.1	13093681	13155321	-	1.0	0.8029	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC113576609
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	1	RYR	5	5	0	GCF_041902795.1#RYR#copy2	NC_137503.1	27005559	27074695	-	1.0	0.6689	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	1	RYR	5	5	0	GCF_041902795.1#RYR#copy3	NC_137506.1	24837230	24982160	-	1.0	0.6768	intact	Q92736|RYR2|Homo_sapiens|RYR2	LOC113571324
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	1	RYR	5	5	0	GCF_041902795.1#RYR#copy4	NC_137511.1	26381882	26570797	+	1.0	0.8999	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_041902795.1	Electrophorus electricus	Actinopteri	Gymnotiformes	1	RYR	5	5	0	GCF_041902795.1#RYR#copy5	NC_137515.1	8011411	8073586	-	1.0	0.7905	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1a
GCF_042186555.1	Aquarana catesbeiana	Amphibia	Anura	1	RYR	2	2	0	GCF_042186555.1#RYR#copy1	NC_133332.1	68370922	68671179	+	1.0	0.9125	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCF_042186555.1	Aquarana catesbeiana	Amphibia	Anura	1	RYR	2	2	0	GCF_042186555.1#RYR#copy2	NC_133336.1	100735852	101817078	-	0.9972	0.6907	intact	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	RYR3
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	1	ITPR1	2	1	1	GCF_042242105.1#ITPR1#copy1	NC_092013.1	9877267	9939217	+	1.0	0.9604	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC139218084
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	1	ITPR1	2	1	1	GCF_042242105.1#ITPR1#copy2	NC_092013.1	31204413	31279496	+	1.0	0.8685	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	1	RYR	6	6	0	GCF_042242105.1#RYR#copy1	NC_092015.1	4578745	4646954	-	1.0	0.8079	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	1	RYR	6	6	0	GCF_042242105.1#RYR#copy2	NC_092023.1	8908502	8970387	-	1.0	0.5654	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	1	RYR	6	6	0	GCF_042242105.1#RYR#copy3	NC_092024.1	10088839	10187897	+	1.0	0.675	intact	Q92736|RYR2|Homo_sapiens|RYR2	LOC139211790
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	1	RYR	6	6	0	GCF_042242105.1#RYR#copy4	NC_092025.1	11356847	11404002	-	1.0	0.7972	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC139213044
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	1	RYR	6	6	0	GCF_042242105.1#RYR#copy5	NC_092029.1	16488509	16593970	-	1.0	0.6622	intact	Q92736|RYR2|Homo_sapiens|RYR2	ryr3
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	Acropomatiformes	1	RYR	6	6	0	GCF_042242105.1#RYR#copy6	NC_092031.1	20464652	20619138	-	1.0	0.8766	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	1	ITPR1	2	1	1	GCF_043380555.1#ITPR1#copy1	NC_091743.1	45043802	45241816	-	1.0	0.8571	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	1	ITPR1	2	1	1	GCF_043380555.1#ITPR1#copy2	NC_091743.1	49798504	49917515	+	1.0	0.8949	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC107384050
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	1	RYR	6	6	0	GCF_043380555.1#RYR#copy1	NC_091742.1	12356541	12461697	-	1.0	0.6636	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	1	RYR	6	6	0	GCF_043380555.1#RYR#copy2	NC_091750.1	45737691	45796737	+	1.0	0.7927	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC107386401
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	1	RYR	6	6	0	GCF_043380555.1#RYR#copy3	NC_091752.1	30598107	30706713	+	0.9992	0.5407	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	1	RYR	6	6	0	GCF_043380555.1#RYR#copy4	NC_091753.1	58705712	58821915	+	1.0	0.8076	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	1	RYR	6	6	0	GCF_043380555.1#RYR#copy5	NC_091756.1	3032040	3742539	-	1.0	0.8579	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	Cyprinodontiformes	1	RYR	6	6	0	GCF_043380555.1#RYR#copy6	NC_091758.1	33465891	33594580	-	1.0	0.6702	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC107392446
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	1	ITPR1	2	1	1	GCF_045865225.1#ITPR1#copy1	NC_140911.1	2647767	2762950	-	1.0	0.9629	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC146986774
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	1	ITPR1	2	1	1	GCF_045865225.1#ITPR1#copy2	NC_140911.1	12887720	12970190	-	1.0	0.868	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	1	RYR	6	6	0	GCF_045865225.1#RYR#copy1	NC_140919.1	29060133	29124977	-	1.0	0.8093	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	1	RYR	6	6	0	GCF_045865225.1#RYR#copy2	NC_140920.1	15795103	15839308	-	1.0	0.7969	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC146974543
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	1	RYR	6	6	0	GCF_045865225.1#RYR#copy3	NC_140921.1	13634595	13697804	-	1.0	0.5619	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	1	RYR	6	6	0	GCF_045865225.1#RYR#copy4	NC_140925.1	16620249	16771961	+	1.0	0.8776	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	1	RYR	6	6	0	GCF_045865225.1#RYR#copy5	NC_140928.1	18474569	18615415	+	1.0	0.6779	intact	Q92736|RYR2|Homo_sapiens|RYR2	LOC146963900
GCF_045865225.1	Trachurus japonicus	Actinopteri	Carangiformes	1	RYR	6	6	0	GCF_045865225.1#RYR#copy6	NC_140930.1	11075570	11200629	-	1.0	0.6624	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	1	ITPR1	2	2	0	GCF_046128005.1#ITPR1#copy1	NW_027466831.1	7083524	7138046	+	1.0	0.8593	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	1	ITPR1	2	2	0	GCF_046128005.1#ITPR1#copy2	NW_027466880.1	683254	733086	+	1.0	0.9476	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1a
GCF_046128005.1	Genypterus blacodes	Actinopteri	Ophidiiformes	1	RYR	6	6	0	GCF_046128005.1#RYR#copy1	NW_027466827.1	763438	846833	-	1.0	0.648	intact	Q92736|RYR2|Homo_sapiens|RYR2	ryr3
