gene_a	gene_b	symbol_a	symbol_b	duplication_level
ENSG00000179344	ENSG00000242574	HLA-DQB1	HLA-DMB	Euteleostomi
ENSG00000179344	ENSG00000223865	HLA-DQB1	HLA-DPB1	Euteleostomi
ENSG00000204252	ENSG00000237541	HLA-DOA	HLA-DQA2	Euteleostomi
ENSG00000231389	ENSG00000237541	HLA-DPA1	HLA-DQA2	Euteleostomi
ENSG00000204257	ENSG00000237541	HLA-DMA	HLA-DQA2	Euteleostomi
ENSG00000237541	ENSG00000242574	HLA-DQA2	HLA-DMB	Euteleostomi
ENSG00000223865	ENSG00000237541	HLA-DPB1	HLA-DQA2	Euteleostomi
ENSG00000204252	ENSG00000232629	HLA-DOA	HLA-DQB2	Euteleostomi
ENSG00000231389	ENSG00000232629	HLA-DPA1	HLA-DQB2	Euteleostomi
ENSG00000204257	ENSG00000232629	HLA-DMA	HLA-DQB2	Euteleostomi
ENSG00000232629	ENSG00000242574	HLA-DQB2	HLA-DMB	Euteleostomi
ENSG00000223865	ENSG00000232629	HLA-DPB1	HLA-DQB2	Euteleostomi
ENSG00000204252	ENSG00000241106	HLA-DOA	HLA-DOB	Euteleostomi
ENSG00000231389	ENSG00000241106	HLA-DPA1	HLA-DOB	Euteleostomi
ENSG00000204257	ENSG00000241106	HLA-DMA	HLA-DOB	Euteleostomi
ENSG00000241106	ENSG00000242574	HLA-DOB	HLA-DMB	Euteleostomi
ENSG00000223865	ENSG00000241106	HLA-DPB1	HLA-DOB	Euteleostomi
ENSG00000168394	ENSG00000204267	TAP1	TAP2	Opisthokonta
ENSG00000204264	ENSG00000277791	PSMB8	PSMB3	Opisthokonta
ENSG00000041357	ENSG00000204264	PSMA4	PSMB8	Opisthokonta
ENSG00000100567	ENSG00000204264	PSMA3	PSMB8	Opisthokonta
ENSG00000106588	ENSG00000204264	PSMA2	PSMB8	Opisthokonta
ENSG00000129084	ENSG00000204264	PSMA1	PSMB8	Opisthokonta
ENSG00000204264	ENSG00000205220	PSMB8	PSMB10	Opisthokonta
ENSG00000100804	ENSG00000204264	PSMB5	PSMB8	Opisthokonta
ENSG00000008018	ENSG00000204264	PSMB1	PSMB8	Opisthokonta
ENSG00000204264	ENSG00000240065	PSMB8	PSMB9	Opisthokonta
ENSG00000101182	ENSG00000204264	PSMA7	PSMB8	Opisthokonta
ENSG00000100902	ENSG00000204264	PSMA6	PSMB8	Opisthokonta
ENSG00000142507	ENSG00000204264	PSMB6	PSMB8	Opisthokonta
ENSG00000154611	ENSG00000204264	PSMA8	PSMB8	Opisthokonta
ENSG00000204264	ENSG00000222028	PSMB8	PSMB11	Opisthokonta
ENSG00000136930	ENSG00000204264	PSMB7	PSMB8	Opisthokonta
ENSG00000240065	ENSG00000277791	PSMB9	PSMB3	Opisthokonta
ENSG00000041357	ENSG00000240065	PSMA4	PSMB9	Opisthokonta
ENSG00000100567	ENSG00000240065	PSMA3	PSMB9	Opisthokonta
ENSG00000106588	ENSG00000240065	PSMA2	PSMB9	Opisthokonta
ENSG00000129084	ENSG00000240065	PSMA1	PSMB9	Opisthokonta
ENSG00000205220	ENSG00000240065	PSMB10	PSMB9	Opisthokonta
ENSG00000100804	ENSG00000240065	PSMB5	PSMB9	Opisthokonta
ENSG00000008018	ENSG00000240065	PSMB1	PSMB9	Opisthokonta
ENSG00000101182	ENSG00000240065	PSMA7	PSMB9	Opisthokonta
ENSG00000100902	ENSG00000240065	PSMA6	PSMB9	Opisthokonta
ENSG00000142507	ENSG00000240065	PSMB6	PSMB9	Opisthokonta
ENSG00000154611	ENSG00000240065	PSMA8	PSMB9	Opisthokonta
ENSG00000222028	ENSG00000240065	PSMB11	PSMB9	Opisthokonta
ENSG00000136930	ENSG00000240065	PSMB7	PSMB9	Opisthokonta
ENSG00000150967	ENSG00000168394	ABCB9	TAP1	Opisthokonta
ENSG00000131269	ENSG00000168394	ABCB7	TAP1	Opisthokonta
ENSG00000085563	ENSG00000168394	ABCB1	TAP1	Opisthokonta
ENSG00000004846	ENSG00000168394	ABCB5	TAP1	Opisthokonta
ENSG00000005471	ENSG00000168394	ABCB4	TAP1	Opisthokonta
ENSG00000168394	ENSG00000197150	TAP1	ABCB8	Opisthokonta
ENSG00000204252	ENSG00000242574	HLA-DOA	HLA-DMB	Euteleostomi
ENSG00000166710	ENSG00000242574	B2M	HLA-DMB	Euteleostomi
ENSG00000231389	ENSG00000242574	HLA-DPA1	HLA-DMB	Euteleostomi
ENSG00000204257	ENSG00000242574	HLA-DMA	HLA-DMB	Euteleostomi
ENSG00000223865	ENSG00000242574	HLA-DPB1	HLA-DMB	Euteleostomi
ENSG00000204252	ENSG00000204257	HLA-DOA	HLA-DMA	Euteleostomi
ENSG00000166710	ENSG00000204257	B2M	HLA-DMA	Euteleostomi
ENSG00000204257	ENSG00000231389	HLA-DMA	HLA-DPA1	Euteleostomi
ENSG00000204257	ENSG00000223865	HLA-DMA	HLA-DPB1	Euteleostomi
ENSG00000108773	ENSG00000204256	KAT2A	BRD2	Opisthokonta
ENSG00000141867	ENSG00000204256	BRD4	BRD2	Opisthokonta
ENSG00000171634	ENSG00000204256	BPTF	BRD2	Opisthokonta
ENSG00000099954	ENSG00000204256	CECR2	BRD2	Opisthokonta
ENSG00000198604	ENSG00000204256	BAZ1A	BRD2	Opisthokonta
ENSG00000076108	ENSG00000204256	BAZ2A	BRD2	Opisthokonta
ENSG00000009954	ENSG00000204256	BAZ1B	BRD2	Opisthokonta
ENSG00000169925	ENSG00000204256	BRD3	BRD2	Chordata
ENSG00000166710	ENSG00000204252	B2M	HLA-DOA	Euteleostomi
ENSG00000204252	ENSG00000231389	HLA-DOA	HLA-DPA1	Euteleostomi
ENSG00000204252	ENSG00000223865	HLA-DOA	HLA-DPB1	Euteleostomi
ENSG00000166710	ENSG00000231389	B2M	HLA-DPA1	Euteleostomi
ENSG00000223865	ENSG00000231389	HLA-DPB1	HLA-DPA1	Euteleostomi
ENSG00000166710	ENSG00000223865	B2M	HLA-DPB1	Euteleostomi
ENSG00000142156	ENSG00000204248	COL6A1	COL11A2	Bilateria
ENSG00000112280	ENSG00000204248	COL9A1	COL11A2	Bilateria
ENSG00000142173	ENSG00000204248	COL6A2	COL11A2	Bilateria
ENSG00000197467	ENSG00000204248	COL13A1	COL11A2	Bilateria
ENSG00000101203	ENSG00000204248	COL20A1	COL11A2	Bilateria
ENSG00000134871	ENSG00000204248	COL4A2	COL11A2	Bilateria
ENSG00000158813	ENSG00000204248	EDA	COL11A2	Bilateria
ENSG00000139219	ENSG00000204248	COL2A1	COL11A2	Bilateria
ENSG00000169436	ENSG00000204248	COL22A1	COL11A2	Bilateria
ENSG00000182871	ENSG00000204248	COL18A1	COL11A2	Bilateria
ENSG00000160963	ENSG00000204248	COL26A1	COL11A2	Bilateria
ENSG00000187498	ENSG00000204248	COL4A1	COL11A2	Bilateria
ENSG00000186998	ENSG00000204248	EMID1	COL11A2	Bilateria
ENSG00000196739	ENSG00000204248	COL27A1	COL11A2	Bilateria
ENSG00000124749	ENSG00000204248	COL21A1	COL11A2	Bilateria
ENSG00000188153	ENSG00000204248	COL4A5	COL11A2	Bilateria
ENSG00000204248	ENSG00000204291	COL11A2	COL15A1	Bilateria
ENSG00000108821	ENSG00000204248	COL1A1	COL11A2	Bilateria
ENSG00000080573	ENSG00000204248	COL5A3	COL11A2	Bilateria
ENSG00000065618	ENSG00000204248	COL17A1	COL11A2	Bilateria
ENSG00000197565	ENSG00000204248	COL4A6	COL11A2	Bilateria
ENSG00000092758	ENSG00000204248	COL9A3	COL11A2	Bilateria
ENSG00000204248	ENSG00000215018	COL11A2	COL28A1	Bilateria
ENSG00000130635	ENSG00000204248	COL5A1	COL11A2	Bilateria
ENSG00000164692	ENSG00000204248	COL1A2	COL11A2	Bilateria
ENSG00000120798	ENSG00000204231	NR2C1	RXRB	Bilateria
ENSG00000204231	ENSG00000278570	RXRB	NR2E3	Bilateria
ENSG00000112333	ENSG00000204231	NR2E1	RXRB	Bilateria
ENSG00000101076	ENSG00000204231	HNF4A	RXRB	Bilateria
ENSG00000160113	ENSG00000204231	NR2F6	RXRB	Bilateria
ENSG00000185551	ENSG00000204231	NR2F2	RXRB	Bilateria
ENSG00000186350	ENSG00000204231	RXRA	RXRB	Bilateria
ENSG00000164749	ENSG00000204231	HNF4G	RXRB	Bilateria
ENSG00000112473	ENSG00000165915	SLC39A7	SLC39A13	Opisthokonta
ENSG00000072042	ENSG00000204228	RDH11	HSD17B8	Opisthokonta
ENSG00000087076	ENSG00000204228	HSD17B14	HSD17B8	Opisthokonta
ENSG00000176387	ENSG00000204228	HSD11B2	HSD17B8	Opisthokonta
ENSG00000139988	ENSG00000204228	RDH12	HSD17B8	Opisthokonta
ENSG00000102796	ENSG00000204228	DHRS12	HSD17B8	Opisthokonta
ENSG00000135437	ENSG00000204228	RDH5	HSD17B8	Opisthokonta
ENSG00000170786	ENSG00000204228	SDR16C5	HSD17B8	Opisthokonta
ENSG00000121039	ENSG00000204228	RDH10	HSD17B8	Opisthokonta
ENSG00000170426	ENSG00000204228	SDR9C7	HSD17B8	Opisthokonta
ENSG00000149084	ENSG00000204228	HSD17B12	HSD17B8	Opisthokonta
ENSG00000025423	ENSG00000204228	HSD17B6	HSD17B8	Opisthokonta
ENSG00000186153	ENSG00000204228	WWOX	HSD17B8	Opisthokonta
ENSG00000108786	ENSG00000204228	HSD17B1	HSD17B8	Opisthokonta
ENSG00000072506	ENSG00000204228	HSD17B10	HSD17B8	Opisthokonta
ENSG00000130948	ENSG00000204228	HSD17B3	HSD17B8	Opisthokonta
ENSG00000139547	ENSG00000204228	RDH16	HSD17B8	Opisthokonta
ENSG00000086696	ENSG00000204228	HSD17B2	HSD17B8	Opisthokonta
ENSG00000103160	ENSG00000204228	HSDL1	HSD17B8	Opisthokonta
ENSG00000156374	ENSG00000204227	PCGF6	RING1	Bilateria
ENSG00000180628	ENSG00000204227	PCGF5	RING1	Bilateria
ENSG00000168283	ENSG00000204227	BMI1	RING1	Bilateria
ENSG00000204227	ENSG00000277258	RING1	PCGF2	Bilateria
ENSG00000198488	ENSG00000235863	B3GNT6	B3GALT4	Bilateria
ENSG00000176383	ENSG00000235863	B3GNT4	B3GALT4	Bilateria
ENSG00000179913	ENSG00000235863	B3GNT3	B3GALT4	Bilateria
ENSG00000214654	ENSG00000235863	B3GALT9	B3GALT4	Bilateria
ENSG00000235863	ENSG00000237172	B3GALT4	B3GNT9	Bilateria
ENSG00000177191	ENSG00000235863	B3GNT8	B3GALT4	Bilateria
ENSG00000183778	ENSG00000235863	B3GALT5	B3GALT4	Bilateria
ENSG00000058335	ENSG00000237441	RASGRF1	RGL2	Bilateria
ENSG00000198915	ENSG00000237441	RASGEF1A	RGL2	Bilateria
ENSG00000159496	ENSG00000237441	RGL4	RGL2	Bilateria
ENSG00000068831	ENSG00000237441	RASGRP2	RGL2	Bilateria
ENSG00000136828	ENSG00000237441	RALGPS1	RGL2	Bilateria
ENSG00000107263	ENSG00000237441	RAPGEF1	RGL2	Bilateria
ENSG00000108352	ENSG00000237441	RAPGEFL1	RGL2	Bilateria
ENSG00000171777	ENSG00000237441	RASGRP4	RGL2	Bilateria
ENSG00000136237	ENSG00000237441	RAPGEF5	RGL2	Bilateria
ENSG00000100485	ENSG00000237441	SOS2	RGL2	Bilateria
ENSG00000079337	ENSG00000237441	RAPGEF3	RGL2	Bilateria
ENSG00000205517	ENSG00000237441	RGL3	RGL2	Bilateria
ENSG00000160271	ENSG00000237441	RALGDS	RGL2	Bilateria
ENSG00000172575	ENSG00000237441	RASGRP1	RGL2	Bilateria
ENSG00000139192	ENSG00000231925	TAPBPL	TAPBP	Gnathostomata
ENSG00000188211	ENSG00000231925	NCR3LG1	TAPBP	Gnathostomata
ENSG00000213588	ENSG00000236104	ZBTB9	ZBTB22	Gnathostomata
ENSG00000205189	ENSG00000236104	ZBTB10	ZBTB22	Gnathostomata
ENSG00000236104	ENSG00000267221	ZBTB22	C17orf113	Gnathostomata
ENSG00000141200	ENSG00000237649	KIF2B	KIFC1	Opisthokonta
ENSG00000186638	ENSG00000237649	KIF24	KIFC1	Opisthokonta
ENSG00000125337	ENSG00000237649	KIF25	KIFC1	Opisthokonta
ENSG00000121621	ENSG00000237649	KIF18A	KIFC1	Opisthokonta
ENSG00000089177	ENSG00000237649	KIF16B	KIFC1	Opisthokonta
ENSG00000139116	ENSG00000237649	KIF21A	KIFC1	Opisthokonta
ENSG00000165115	ENSG00000237649	KIF27	KIFC1	Opisthokonta
ENSG00000066735	ENSG00000237649	KIF26A	KIFC1	Opisthokonta
ENSG00000170759	ENSG00000237649	KIF5B	KIFC1	Opisthokonta
ENSG00000138160	ENSG00000237649	KIF11	KIFC1	Opisthokonta
ENSG00000129250	ENSG00000237649	KIF1C	KIFC1	Opisthokonta
ENSG00000136883	ENSG00000237649	KIF12	KIFC1	Opisthokonta
ENSG00000090889	ENSG00000237649	KIF4A	KIFC1	Opisthokonta
ENSG00000079616	ENSG00000237649	KIF22	KIFC1	Opisthokonta
ENSG00000186185	ENSG00000237649	KIF18B	KIFC1	Opisthokonta
ENSG00000101350	ENSG00000237649	KIF3B	KIFC1	Opisthokonta
ENSG00000155980	ENSG00000237649	KIF5A	KIFC1	Opisthokonta
ENSG00000164627	ENSG00000237649	KIF6	KIFC1	Opisthokonta
ENSG00000197892	ENSG00000237649	KIF13B	KIFC1	Opisthokonta
ENSG00000196169	ENSG00000237649	KIF19	KIFC1	Opisthokonta
ENSG00000166813	ENSG00000237649	KIF7	KIFC1	Opisthokonta
ENSG00000140859	ENSG00000237649	KIFC3	KIFC1	Opisthokonta
ENSG00000167702	ENSG00000237649	KIFC2	KIFC1	Opisthokonta
ENSG00000137807	ENSG00000237649	KIF23	KIFC1	Opisthokonta
ENSG00000112511	ENSG00000119403	PHF1	PHF19	Vertebrata
ENSG00000136848	ENSG00000197283	DAB2IP	SYNGAP1	Opisthokonta
ENSG00000105122	ENSG00000197283	RASAL3	SYNGAP1	Opisthokonta
ENSG00000111344	ENSG00000197283	RASAL1	SYNGAP1	Opisthokonta
ENSG00000196712	ENSG00000197283	NF1	SYNGAP1	Opisthokonta
ENSG00000170667	ENSG00000197283	RASA4B	SYNGAP1	Opisthokonta
ENSG00000105808	ENSG00000197283	RASA4	SYNGAP1	Opisthokonta
ENSG00000185989	ENSG00000197283	RASA3	SYNGAP1	Opisthokonta
ENSG00000205189	ENSG00000213588	ZBTB10	ZBTB9	Gnathostomata
ENSG00000213588	ENSG00000267221	ZBTB9	C17orf113	Gnathostomata
ENSG00000030110	ENSG00000137875	BAK1	BCL2L10	Vertebrata
ENSG00000030110	ENSG00000140379	BAK1	BCL2A1	Vertebrata
ENSG00000030110	ENSG00000087088	BAK1	BAX	Chordata
ENSG00000030110	ENSG00000171552	BAK1	BCL2L1	Bilateria
ENSG00000030110	ENSG00000129473	BAK1	BCL2L2	Bilateria
ENSG00000030110	ENSG00000171791	BAK1	BCL2	Bilateria
ENSG00000151151	ENSG00000161896	IPMK	IP6K3	Opisthokonta
ENSG00000137825	ENSG00000161896	ITPKA	IP6K3	Opisthokonta
ENSG00000086544	ENSG00000161896	ITPKC	IP6K3	Opisthokonta
ENSG00000160117	ENSG00000161904	ANKLE1	LEMD2	Opisthokonta
ENSG00000161904	ENSG00000174106	LEMD2	LEMD3	Opisthokonta
ENSG00000124493	ENSG00000168959	GRM4	GRM5	Bilateria
ENSG00000124493	ENSG00000198822	GRM4	GRM3	Bilateria
ENSG00000124493	ENSG00000152822	GRM4	GRM1	Bilateria
ENSG00000124493	ENSG00000179603	GRM4	GRM8	Gnathostomata
ENSG00000122824	ENSG00000272325	NUDT10	NUDT3	Bilateria
ENSG00000196368	ENSG00000272325	NUDT11	NUDT3	Bilateria
ENSG00000173598	ENSG00000272325	NUDT4	NUDT3	Bilateria
ENSG00000100266	ENSG00000124507	PACSIN2	PACSIN1	Gnathostomata
ENSG00000124507	ENSG00000165912	PACSIN1	PACSIN3	Vertebrata
ENSG00000010030	ENSG00000124664	ETV7	SPDEF	Bilateria
ENSG00000124664	ENSG00000268041	SPDEF	ERFL	Bilateria
ENSG00000124664	ENSG00000166211	SPDEF	SPIC	Bilateria
ENSG00000124664	ENSG00000175832	SPDEF	ETV4	Bilateria
ENSG00000124664	ENSG00000154727	SPDEF	GABPA	Bilateria
ENSG00000111145	ENSG00000124664	ELK3	SPDEF	Bilateria
ENSG00000120690	ENSG00000124664	ELF1	SPDEF	Bilateria
ENSG00000124664	ENSG00000151702	SPDEF	FLI1	Bilateria
ENSG00000124664	ENSG00000139083	SPDEF	ETV6	Bilateria
ENSG00000124664	ENSG00000269404	SPDEF	SPIB	Bilateria
ENSG00000102034	ENSG00000124664	ELF4	SPDEF	Bilateria
ENSG00000124664	ENSG00000135373	SPDEF	EHF	Bilateria
ENSG00000124664	ENSG00000157554	SPDEF	ERG	Bilateria
ENSG00000124664	ENSG00000157557	SPDEF	ETS2	Bilateria
ENSG00000124664	ENSG00000126767	SPDEF	ELK1	Bilateria
ENSG00000006468	ENSG00000124664	ETV1	SPDEF	Bilateria
ENSG00000066336	ENSG00000124664	SPI1	SPDEF	Bilateria
ENSG00000124664	ENSG00000134954	SPDEF	ETS1	Bilateria
ENSG00000105672	ENSG00000124664	ETV2	SPDEF	Bilateria
ENSG00000105722	ENSG00000124664	ERF	SPDEF	Bilateria
ENSG00000124664	ENSG00000135374	SPDEF	ELF5	Bilateria
ENSG00000065060	ENSG00000111647	BLTP3A	BLTP3B	Gnathostomata
ENSG00000064999	ENSG00000185046	ANKS1A	ANKS1B	Bilateria
ENSG00000124678	ENSG00000268235	TCP11	TCP11X1	Opisthokonta
ENSG00000124678	ENSG00000215029	TCP11	TCP11X2	Opisthokonta
ENSG00000124678	ENSG00000176148	TCP11	TCP11L1	Opisthokonta
ENSG00000124678	ENSG00000166046	TCP11	TCP11L2	Opisthokonta
ENSG00000146197	ENSG00000159307	SCUBE3	SCUBE1	Gnathostomata
ENSG00000146197	ENSG00000175356	SCUBE3	SCUBE2	Vertebrata
ENSG00000011590	ENSG00000065029	ZBTB32	ZNF76	Opisthokonta
ENSG00000065029	ENSG00000176472	ZNF76	ZNF575	Opisthokonta
ENSG00000057657	ENSG00000065029	PRDM1	ZNF76	Opisthokonta
ENSG00000065029	ENSG00000119574	ZNF76	ZBTB45	Opisthokonta
ENSG00000065029	ENSG00000100105	ZNF76	PATZ1	Opisthokonta
ENSG00000065029	ENSG00000186660	ZNF76	ZFP91	Opisthokonta
ENSG00000065029	ENSG00000179627	ZNF76	ZBTB42	Opisthokonta
ENSG00000065029	ENSG00000161914	ZNF76	ZNF653	Opisthokonta
ENSG00000065029	ENSG00000170325	ZNF76	PRDM10	Opisthokonta
ENSG00000065029	ENSG00000170684	ZNF76	ZNF296	Opisthokonta
ENSG00000065029	ENSG00000184828	ZNF76	ZBTB7C	Opisthokonta
ENSG00000065029	ENSG00000103495	ZNF76	MAZ	Opisthokonta
ENSG00000065029	ENSG00000166478	ZNF76	ZNF143	Opisthokonta
ENSG00000065029	ENSG00000126746	ZNF76	ZNF384	Opisthokonta
ENSG00000065029	ENSG00000126804	ZNF76	ZBTB1	Opisthokonta
ENSG00000065029	ENSG00000177374	ZNF76	HIC1	Opisthokonta
ENSG00000065029	ENSG00000109906	ZNF76	ZBTB16	Opisthokonta
ENSG00000065029	ENSG00000136451	ZNF76	VEZF1	Opisthokonta
ENSG00000065029	ENSG00000185669	ZNF76	SNAI3	Opisthokonta
ENSG00000019549	ENSG00000065029	SNAI2	ZNF76	Opisthokonta
ENSG00000065029	ENSG00000124216	ZNF76	SNAI1	Opisthokonta
ENSG00000065029	ENSG00000158805	ZNF76	ZNF276	Opisthokonta
ENSG00000065029	ENSG00000169635	ZNF76	HIC2	Opisthokonta
ENSG00000065029	ENSG00000147596	ZNF76	PRDM14	Opisthokonta
ENSG00000065029	ENSG00000119725	ZNF76	ZNF410	Opisthokonta
ENSG00000065029	ENSG00000112200	ZNF76	ZNF451	Opisthokonta
ENSG00000065029	ENSG00000215397	ZNF76	SCRT2	Opisthokonta
ENSG00000065029	ENSG00000261678	ZNF76	SCRT1	Opisthokonta
ENSG00000023892	ENSG00000133789	DEF6	SWAP70	Vertebrata
ENSG00000023892	ENSG00000175985	DEF6	PLEKHD1	Chordata
ENSG00000112033	ENSG00000126351	PPARD	THRA	Bilateria
ENSG00000112033	ENSG00000198963	PPARD	RORB	Bilateria
ENSG00000112033	ENSG00000186951	PPARD	PPARA	Bilateria
ENSG00000112033	ENSG00000131408	PPARD	NR1H2	Bilateria
ENSG00000112033	ENSG00000126368	PPARD	NR1D1	Bilateria
ENSG00000111424	ENSG00000112033	VDR	PPARD	Bilateria
ENSG00000025434	ENSG00000112033	NR1H3	PPARD	Bilateria
ENSG00000012504	ENSG00000112033	NR1H4	PPARD	Bilateria
ENSG00000112033	ENSG00000172819	PPARD	RARG	Bilateria
ENSG00000112033	ENSG00000131759	PPARD	RARA	Bilateria
ENSG00000069667	ENSG00000112033	RORA	PPARD	Bilateria
ENSG00000171490	ENSG00000198755	RSL1D1	RPL10A	Opisthokonta
ENSG00000148303	ENSG00000198755	RPL7A	RPL10A	Opisthokonta
ENSG00000007866	ENSG00000074219	TEAD3	TEAD2	Bilateria
ENSG00000007866	ENSG00000187079	TEAD3	TEAD1	Bilateria
ENSG00000007866	ENSG00000197905	TEAD3	TEAD4	Bilateria
ENSG00000104804	ENSG00000112041	TULP2	TULP1	Bilateria
ENSG00000078246	ENSG00000112041	TULP3	TULP1	Bilateria
ENSG00000112041	ENSG00000166402	TULP1	TUB	Bilateria
ENSG00000112041	ENSG00000130338	TULP1	TULP4	Bilateria
ENSG00000096060	ENSG00000162222	FKBP5	TTC9C	Opisthokonta
ENSG00000096060	ENSG00000105701	FKBP5	FKBP8	Opisthokonta
ENSG00000096060	ENSG00000106080	FKBP5	FKBP14	Opisthokonta
ENSG00000096060	ENSG00000100442	FKBP5	FKBP3	Opisthokonta
ENSG00000096060	ENSG00000174521	FKBP5	TTC9B	Opisthokonta
ENSG00000077800	ENSG00000096060	FKBP6	FKBP5	Opisthokonta
ENSG00000088832	ENSG00000096060	FKBP1A	FKBP5	Opisthokonta
ENSG00000096060	ENSG00000198225	FKBP5	FKBP1C	Opisthokonta
ENSG00000004478	ENSG00000096060	FKBP4	FKBP5	Opisthokonta
ENSG00000096060	ENSG00000141756	FKBP5	FKBP10	Opisthokonta
ENSG00000096060	ENSG00000133985	FKBP5	TTC9	Opisthokonta
ENSG00000096060	ENSG00000173486	FKBP5	FKBP2	Opisthokonta
ENSG00000096060	ENSG00000119321	FKBP5	FKBP15	Opisthokonta
ENSG00000096060	ENSG00000122642	FKBP5	FKBP9	Opisthokonta
ENSG00000096060	ENSG00000134285	FKBP5	FKBP11	Opisthokonta
ENSG00000157343	ENSG00000170632	ARMC12	ARMC10	Bilateria
ENSG00000125962	ENSG00000157343	ARMCX5	ARMC12	Bilateria
ENSG00000102401	ENSG00000157343	ARMCX3	ARMC12	Bilateria
ENSG00000157343	ENSG00000158301	ARMC12	GPRASP2	Bilateria
ENSG00000157343	ENSG00000198960	ARMC12	ARMCX6	Bilateria
ENSG00000157343	ENSG00000198932	ARMC12	GPRASP1	Bilateria
ENSG00000157343	ENSG00000198908	ARMC12	GPRASP3	Bilateria
ENSG00000157343	ENSG00000196440	ARMC12	ARMCX4	Bilateria
ENSG00000157343	ENSG00000184867	ARMC12	ARMCX2	Bilateria
ENSG00000126947	ENSG00000157343	ARMCX1	ARMC12	Bilateria
ENSG00000196748	ENSG00000204583	CLPSL2	LRCOL1	Gnathostomata
ENSG00000137392	ENSG00000196748	CLPS	CLPSL2	Gnathostomata
ENSG00000196748	ENSG00000204140	CLPSL2	CLPSL1	Gnathostomata
ENSG00000187416	ENSG00000197753	LHFPL3	LHFPL5	Vertebrata
ENSG00000197753	ENSG00000206069	LHFPL5	LHFPL7	Bilateria
ENSG00000182508	ENSG00000197753	LHFPL1	LHFPL5	Bilateria
ENSG00000183722	ENSG00000197753	LHFPL6	LHFPL5	Bilateria
ENSG00000096063	ENSG00000112144	SRPK1	CILK1	Opisthokonta
ENSG00000096063	ENSG00000112062	SRPK1	MAPK14	Opisthokonta
ENSG00000096063	ENSG00000166484	SRPK1	MAPK7	Opisthokonta
ENSG00000096063	ENSG00000102882	SRPK1	MAPK3	Opisthokonta
ENSG00000096063	ENSG00000188130	SRPK1	MAPK12	Opisthokonta
ENSG00000096063	ENSG00000156711	SRPK1	MAPK13	Opisthokonta
ENSG00000096063	ENSG00000135250	SRPK1	SRPK2	Opisthokonta
ENSG00000096063	ENSG00000181085	SRPK1	MAPK15	Opisthokonta
ENSG00000087095	ENSG00000096063	NLK	SRPK1	Opisthokonta
ENSG00000096063	ENSG00000185386	SRPK1	MAPK11	Opisthokonta
ENSG00000096063	ENSG00000184343	SRPK1	SRPK3	Opisthokonta
ENSG00000096063	ENSG00000100030	SRPK1	MAPK1	Opisthokonta
ENSG00000096063	ENSG00000141639	SRPK1	MAPK4	Opisthokonta
ENSG00000069956	ENSG00000096063	MAPK6	SRPK1	Opisthokonta
ENSG00000096063	ENSG00000107643	SRPK1	MAPK8	Opisthokonta
ENSG00000080823	ENSG00000096063	MOK	SRPK1	Opisthokonta
ENSG00000091137	ENSG00000112053	SLC26A4	SLC26A8	Opisthokonta
ENSG00000091138	ENSG00000112053	SLC26A3	SLC26A8	Opisthokonta
ENSG00000102882	ENSG00000112062	MAPK3	MAPK14	Opisthokonta
ENSG00000112062	ENSG00000156711	MAPK14	MAPK13	Opisthokonta
ENSG00000112062	ENSG00000135250	MAPK14	SRPK2	Opisthokonta
ENSG00000112062	ENSG00000185386	MAPK14	MAPK11	Opisthokonta
ENSG00000112062	ENSG00000184343	MAPK14	SRPK3	Opisthokonta
ENSG00000107643	ENSG00000112062	MAPK8	MAPK14	Opisthokonta
ENSG00000112144	ENSG00000156711	CILK1	MAPK13	Opisthokonta
ENSG00000156711	ENSG00000166484	MAPK13	MAPK7	Opisthokonta
ENSG00000102882	ENSG00000156711	MAPK3	MAPK13	Opisthokonta
ENSG00000156711	ENSG00000188130	MAPK13	MAPK12	Opisthokonta
ENSG00000135250	ENSG00000156711	SRPK2	MAPK13	Opisthokonta
ENSG00000156711	ENSG00000181085	MAPK13	MAPK15	Opisthokonta
ENSG00000087095	ENSG00000156711	NLK	MAPK13	Opisthokonta
ENSG00000156711	ENSG00000185386	MAPK13	MAPK11	Opisthokonta
ENSG00000156711	ENSG00000184343	MAPK13	SRPK3	Opisthokonta
ENSG00000100030	ENSG00000156711	MAPK1	MAPK13	Opisthokonta
ENSG00000141639	ENSG00000156711	MAPK4	MAPK13	Opisthokonta
ENSG00000069956	ENSG00000156711	MAPK6	MAPK13	Opisthokonta
ENSG00000107643	ENSG00000156711	MAPK8	MAPK13	Opisthokonta
ENSG00000080823	ENSG00000156711	MOK	MAPK13	Opisthokonta
ENSG00000096070	ENSG00000275023	BRPF3	MLLT6	Opisthokonta
ENSG00000096070	ENSG00000106443	BRPF3	PHF14	Opisthokonta
ENSG00000096070	ENSG00000102221	BRPF3	JADE3	Opisthokonta
ENSG00000078403	ENSG00000096070	MLLT10	BRPF3	Opisthokonta
ENSG00000096070	ENSG00000100425	BRPF3	BRD1	Opisthokonta
ENSG00000010030	ENSG00000268041	ETV7	ERFL	Bilateria
ENSG00000010030	ENSG00000166211	ETV7	SPIC	Bilateria
ENSG00000010030	ENSG00000175832	ETV7	ETV4	Bilateria
ENSG00000010030	ENSG00000154727	ETV7	GABPA	Bilateria
ENSG00000010030	ENSG00000111145	ETV7	ELK3	Bilateria
ENSG00000010030	ENSG00000120690	ETV7	ELF1	Bilateria
