accession	organism	vclass	vorder	group	cell	copy_id	label	contig	start	end	n_informative	keys
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	Heterodontiformes	non_actinopterygian	RYR	Heterodontus_francisci|GCF_036365525.1|RYR.2	Heterodontus_francisci|GCF_036365525.1|RYR.2	NC_090379.1	84517272	85271571	15	AQR;ARG2;AVEN;CDIN1;CHRM5B;DPH6;EMC7B;FSIP1;GPR176;GREM1A;KATNBL1;MEIS2A;SPRED1;THBS1B;VTI1B
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	Heterodontiformes	non_actinopterygian	RYR	Heterodontus_francisci|GCF_036365525.1|RYR.1	Heterodontus_francisci|GCF_036365525.1|RYR.1	NC_090383.1	102630983	103551995	10	ADPGK2;CEBPZ;FH;GREM2B;MOCS3;MTR;NDUFAF7;OPN3;PRKD3;SLC30A6
GCF_036370855.1	Dromaius novaehollandiae	Aves	Casuariiformes	non_actinopterygian	ITPR1	Dromaius_novaehollandiae|GCF_036370855.1|ITPR1.0	Dromaius_novaehollandiae|GCF_036370855.1|ITPR1.0	NC_088109.1	24691518	24870075	14	ARL8B;BHLHE40;CAV3;CHL1;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;SUMF1;TRNT1
GCF_036370855.1	Dromaius novaehollandiae	Aves	Casuariiformes	non_actinopterygian	ITPR2	Dromaius_novaehollandiae|GCF_036370855.1|ITPR2.0	Dromaius_novaehollandiae|GCF_036370855.1|ITPR2.0	NC_088098.1	71957342	72225723	18	BHLHE41;BMAL2;DNAI7;FGFR1OP2;GYS2;INTS13;IRAG2;KRAS;LDHB;LMNTD1;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
GCF_036370855.1	Dromaius novaehollandiae	Aves	Casuariiformes	non_actinopterygian	ITPR3	Dromaius_novaehollandiae|GCF_036370855.1|ITPR3.0	Dromaius_novaehollandiae|GCF_036370855.1|ITPR3.0	NC_088124.1	3874003	3917222	14	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MLN;NFYA;OARD1;PACSIN1;RPS10;SMIM29;TSPO2
GCF_036370855.1	Dromaius novaehollandiae	Aves	Casuariiformes	non_actinopterygian	RYR	Dromaius_novaehollandiae|GCF_036370855.1|RYR.0	Dromaius_novaehollandiae|GCF_036370855.1|RYR.0	NC_088100.1	84954287	85416500	18	ACTN2;CHRM3;ERO1B;EXO1;FMN2;GPR137B;GREM2;HEATR1;LGALS8;MAP1LC3C;MTR;NID1;OPN3;PIGM;RGS7;TTLL2;UNC93A;WDR64
GCF_036370855.1	Dromaius novaehollandiae	Aves	Casuariiformes	non_actinopterygian	RYR	Dromaius_novaehollandiae|GCF_036370855.1|RYR.2	Dromaius_novaehollandiae|GCF_036370855.1|RYR.2	NC_088102.1	36299702	36570973	18	ARHGAP11A;AVEN;CDIN1;CHRM5;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
GCF_036370855.1	Dromaius novaehollandiae	Aves	Casuariiformes	non_actinopterygian	RYR	Dromaius_novaehollandiae|GCF_036370855.1|RYR.1	Dromaius_novaehollandiae|GCF_036370855.1|RYR.1	NC_088133.1	856376	949002	16	ACTN4;BLOC1S3;CATSPERG;CCDC61;ECH1;EIF3K;FAM98C;HNRNPL;KPTN;MAP4K1;NAPA;PSMD8;RASGRP4;SLC8A2;SPRED3;ZNF541
GCF_036373705.1	Amia ocellicauda	Actinopteri	Amiiformes	pre_3R_outgroup	ITPR1	Amia_ocellicauda|GCF_036373705.1|ITPR1.0	Amia_ocellicauda|GCF_036373705.1|ITPR1.0	NC_089852.1	11357593	11499377	15	ARL8B;AVPR2B;BHLHE40;CAMKV;CRBN;EDEM1;GNAT1;LRRN1;MON1A;MST1R;RBM6;SETMAR;SUMF1;TRAIP;TRNT1
GCF_036373705.1	Amia ocellicauda	Actinopteri	Amiiformes	pre_3R_outgroup	ITPR2	Amia_ocellicauda|GCF_036373705.1|ITPR2.0	Amia_ocellicauda|GCF_036373705.1|ITPR2.0	NC_089854.1	44201786	44335523	14	BCAT1;BHLHE41;BTBD11B;C1QTNF13;EEA1;ETNK1;INTS13;MRPL42;PLEKHG7;PWP1;RASSF8B;SOX5;SSPN;STRAP
GCF_036373705.1	Amia ocellicauda	Actinopteri	Amiiformes	pre_3R_outgroup	ITPR3	Amia_ocellicauda|GCF_036373705.1|ITPR3.0	Amia_ocellicauda|GCF_036373705.1|ITPR3.0	NC_089854.1	651249	682534	9	APOBEC2A;ARL8A;C5H6ORF89;CDKN1A;ELF3;FKBP5;OARD1;PTH4;SRSF3B
GCF_036373705.1	Amia ocellicauda	Actinopteri	Amiiformes	pre_3R_outgroup	RYR	Amia_ocellicauda|GCF_036373705.1|RYR.1	Amia_ocellicauda|GCF_036373705.1|RYR.1	NC_089854.1	11876584	11949056	13	BICR;DMAC2;EHD2B;HNRNPUL1;KPTN;MEIS3;OPA3;PPP1R13L;RASGRP4;RINL;SIRT2;ZBED4L2;ZNF541
GCF_036373705.1	Amia ocellicauda	Actinopteri	Amiiformes	pre_3R_outgroup	RYR	Amia_ocellicauda|GCF_036373705.1|RYR.2	Amia_ocellicauda|GCF_036373705.1|RYR.2	NC_089870.1	7807859	7953620	9	ACOT20;ACP7;AVEN;EIF2AK4;EMC7B;FSIP1;GPR176;KATNBL1;THBS1B
GCF_036373705.1	Amia ocellicauda	Actinopteri	Amiiformes	pre_3R_outgroup	RYR	Amia_ocellicauda|GCF_036373705.1|RYR.0	Amia_ocellicauda|GCF_036373705.1|RYR.0	NC_089872.1	18274418	18413002	15	ARG1;CDC42EP3;CHRM3B;EDARADD;EXO1;FH;FMN2B;GREM2B;HEATR1;HYLS1;KMO;MRPL4;MTR;OPN3;YIPF4
GCF_036417535.1	Chlamydotis macqueenii	Aves	Otidiformes	non_actinopterygian	ITPR1	Chlamydotis_macqueenii|GCF_036417535.1|ITPR1.0	Chlamydotis_macqueenii|GCF_036417535.1|ITPR1.0	NC_141565.1	21471093	21695967	16	ARL8B;CAV3;CHL1;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SRGAP3;SSUH2;SUMF1;THUMPD3;TRNT1
GCF_036417535.1	Chlamydotis macqueenii	Aves	Otidiformes	non_actinopterygian	ITPR2	Chlamydotis_macqueenii|GCF_036417535.1|ITPR2.0	Chlamydotis_macqueenii|GCF_036417535.1|ITPR2.0	NC_141556.1	75434770	75698239	18	BHLHE41;BMAL2;CYB5R3;DNAI7;ETFRF1;FGFR1OP2;INTS13;IRAG2;KRAS;LMNTD1;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
GCF_036417535.1	Chlamydotis macqueenii	Aves	Otidiformes	non_actinopterygian	ITPR3	Chlamydotis_macqueenii|GCF_036417535.1|ITPR3.0	Chlamydotis_macqueenii|GCF_036417535.1|ITPR3.0	NC_141578.1	4166379	4293658	16	APOBEC2;BAK1;BLTP3A;FOXP4;GRM4;HMGA1;ILRUN;NFYA;NUDT3;OARD1;PACSIN1;RPS10;SMIM29;SNRPC;SPDEF;TSPO2
GCF_036417535.1	Chlamydotis macqueenii	Aves	Otidiformes	non_actinopterygian	RYR	Chlamydotis_macqueenii|GCF_036417535.1|RYR.0	Chlamydotis_macqueenii|GCF_036417535.1|RYR.0	NC_141558.1	94882079	95310209	16	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GPR137B;GREM2;HEATR1;LGALS8;MAP1LC3C;MTR;NID1;OPN3;PIGM;RGS7
GCF_036417535.1	Chlamydotis macqueenii	Aves	Otidiformes	non_actinopterygian	RYR	Chlamydotis_macqueenii|GCF_036417535.1|RYR.1	Chlamydotis_macqueenii|GCF_036417535.1|RYR.1	NC_141560.1	35418324	35672036	18	ARHGAP11A;AVEN;CDIN1;CHRM5;EIF2AK4;EMC7;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1;TSLIG3B
GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	non_actinopterygian	ITPR1	Apteryx_mantelli|GCF_036417845.1|ITPR1.0	Apteryx_mantelli|GCF_036417845.1|ITPR1.0	NC_089989.1	26382318	26561737	17	ARL8B;BHLHE40;CAV3;CHL1;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SRGAP3;SSUH2;SUMF1;TRNT1
GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	non_actinopterygian	ITPR2	Apteryx_mantelli|GCF_036417845.1|ITPR2.0	Apteryx_mantelli|GCF_036417845.1|ITPR2.0	NC_089978.1	146010854	146278998	19	BHLHE41;BMAL2;CYB5R3;DNAI7;FGFR1OP2;GYS2;INTS13;IRAG2;KRAS;LDHB;LMNTD1;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	non_actinopterygian	ITPR3	Apteryx_mantelli|GCF_036417845.1|ITPR3.0	Apteryx_mantelli|GCF_036417845.1|ITPR3.0	NC_090002.1	7412143	7461693	17	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MDFI;MLN;NFYA;OARD1;PACSIN1;RPS10;SMIM29;SPDEF;TREM1;TSPO2
GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	non_actinopterygian	RYR	Apteryx_mantelli|GCF_036417845.1|RYR.0	Apteryx_mantelli|GCF_036417845.1|RYR.0	NC_089980.1	52652279	53122076	19	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GPR137B;GREM2;HEATR1;LGALS8;MAP1LC3C;MTR;NID1;OPN3;PIGM;PLD5;RGS7;TTLL2;WDR64
GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	non_actinopterygian	RYR	Apteryx_mantelli|GCF_036417845.1|RYR.1	Apteryx_mantelli|GCF_036417845.1|RYR.1	NC_089981.1	54218198	54485922	18	ARHGAP11A;AVEN;CDIN1;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;THBS1
GCF_036417845.1	Apteryx mantelli	Aves	Apterygiformes	non_actinopterygian	RYR	Apteryx_mantelli|GCF_036417845.1|RYR.2	Apteryx_mantelli|GCF_036417845.1|RYR.2	NC_090012.1	588633	643091	18	ACTN4;BICRA;BLOC1S3;CATSPERG;CCDC61;ECH1;EIF3K;HNRNPL;KPTN;LGALS4;MAP4K1;NAPA;NOVA2;PSMD8;RASGRP4;SLC8A2;SPRED3;ZNF541
GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	non_actinopterygian	ITPR1	Saccopteryx_bilineata|GCF_036850765.1|ITPR1.0	Saccopteryx_bilineata|GCF_036850765.1|ITPR1.0	NC_089499.1	3891219	4161932	17	ABHD14A;ACY1;ALAS1;ARL8B;BHLHE40;CHL1;CNTN4;CNTN6;CRBN;DUSP7;EDEM1;IL5RA;LRRN1;POC1A;RPL29;SUMF1;TRNT1
GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	non_actinopterygian	ITPR2	Saccopteryx_bilineata|GCF_036850765.1|ITPR2.0	Saccopteryx_bilineata|GCF_036850765.1|ITPR2.0	NC_089490.1	126316223	126838503	19	BCAT1;BHLHE41;BIN2;CELA1;CSRNP2;DAZAP2;DNAI7;ETFRF1;GALNT6;IRAG2;KRAS;LETMD1;POU6F1;RASSF8;SLC11A2;SMAGP;SOX5;SSPN;TFCP2
GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	non_actinopterygian	ITPR3	Saccopteryx_bilineata|GCF_036850765.1|ITPR3.0	Saccopteryx_bilineata|GCF_036850765.1|ITPR3.0	NC_089490.1	11744548	11821564	16	BAK1;CUTA;DAXX;GRM4;HMGA1;IP6K3;KIFC1;LEMD2;MLN;PHF1;SMIM29;SMIM40;SYNGAP1;TAPBP;ZBTB22;ZBTB9
GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	non_actinopterygian	RYR	Saccopteryx_bilineata|GCF_036850765.1|RYR.2	Saccopteryx_bilineata|GCF_036850765.1|RYR.2	NC_089490.1	208671372	209141144	15	ACTN2;ALPK1;ANK2;AP1AR;CAMK2D;EDARADD;ERO1B;GALNT2;HEATR1;LARP7;LGALS8;MTR;NEUROG2;PGBD5;TIFA
GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	non_actinopterygian	RYR	Saccopteryx_bilineata|GCF_036850765.1|RYR.1	Saccopteryx_bilineata|GCF_036850765.1|RYR.1	NC_089493.1	88354445	88979509	19	ACTC1;AQR;ARHGAP11A;AVEN;CDIN1;CHRM5;DPH6;EMC4;EMC7;FMN1;GJD2;GREM1;KATNBL1;LPCAT4;NOP10;NUTM1;SCG5;SLC12A6;ZNF770
GCF_036850765.1	Saccopteryx bilineata	Mammalia	Chiroptera	non_actinopterygian	RYR	Saccopteryx_bilineata|GCF_036850765.1|RYR.0	Saccopteryx_bilineata|GCF_036850765.1|RYR.0	NC_089498.1	44778581	44909057	18	ACTN4;CAPN12;CATSPERG;ECH1;EIF3K;FAM98C;GGN;HNRNPL;KCNK6;LGALS4;MAP4K1;PPP1R14A;PSMD8;RASGRP4;RINL;SPINT2;SPRED3;YIF1B
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	non_actinopterygian	ITPR1	Narcine_bancroftii|GCF_036971445.1|ITPR1.0	Narcine_bancroftii|GCF_036971445.1|ITPR1.0	NC_091473.1	17687390	18254357	11	APEH;BHLHE40;BORCS6;BSNB;EDEM1;LMCD1;NCKIPSD;PLXND1;RPL32;SETMAR;SUMF1
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	non_actinopterygian	ITPR2	Narcine_bancroftii|GCF_036971445.1|ITPR2.0	Narcine_bancroftii|GCF_036971445.1|ITPR2.0	NC_091481.1	35005000	35251972	12	CEP83;CRADD;DNAI7;EEA1;INTS13;NUDT4A;PLEKHG7;PLXNC1;RASSF8B;SSPN;TMCC3;UBE2N
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	non_actinopterygian	RYR	Narcine_bancroftii|GCF_036971445.1|RYR.2	Narcine_bancroftii|GCF_036971445.1|RYR.2	NC_091470.1	48392081	48839581	14	AQR;ATL1;CDIN1;CDKL1;DMAC2L;DPH6;FAM98B;L2HGDH;MAP4K5;MEIS2A;SAV1;SOS2;SPRED1;VCPKMT
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	Torpediniformes	non_actinopterygian	RYR	Narcine_bancroftii|GCF_036971445.1|RYR.1	Narcine_bancroftii|GCF_036971445.1|RYR.1	NC_091472.1	26914723	27773843	11	ADPGK2;CEBPZ;FH;HEATR1;KMO;MOCS3;MTR;NDUFAF7;OPN3;PRKD3;QPCT
GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	non_actinopterygian	ITPR1	Lathamus_discolor|GCF_037157495.1|ITPR1.0	Lathamus_discolor|GCF_037157495.1|ITPR1.0	NC_088890.1	10826917	10999568	17	ARL8B;BHLHE40;CAV3;CHL1;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;PDZRN3;RAD18;SRGAP3;SSUH2;SUMF1;TRNT1
GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	non_actinopterygian	ITPR2	Lathamus_discolor|GCF_037157495.1|ITPR2.0	Lathamus_discolor|GCF_037157495.1|ITPR2.0	NC_088884.1	61436654	61694847	18	BHLHE41;BMAL2;DNAI7;ETFRF1;FGFR1OP2;GYS2;INTS13;IRAG2;KRAS;LMNTD1;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	non_actinopterygian	ITPR3	Lathamus_discolor|GCF_037157495.1|ITPR3.0	Lathamus_discolor|GCF_037157495.1|ITPR3.0	NC_088902.1	2800261	2835708	16	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MDFI;NFYA;NUDT3;OARD1;PACSIN1;RPS10;SMIM29;TFEB;TSPO2
GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	non_actinopterygian	RYR	Lathamus_discolor|GCF_037157495.1|RYR.0	Lathamus_discolor|GCF_037157495.1|RYR.0	NC_088888.1	30776245	31154737	19	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;RGS7;WDR64
GCF_037157495.1	Lathamus discolor	Aves	Psittaciformes	non_actinopterygian	RYR	Lathamus_discolor|GCF_037157495.1|RYR.1	Lathamus_discolor|GCF_037157495.1|RYR.1	NC_088889.1	47183095	47398800	18	ARHGAP11A;AVEN;CDIN1;CHRM5;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	non_actinopterygian	ITPR1	Latimeria_chalumnae|GCF_037176945.1|ITPR1.0	Latimeria_chalumnae|GCF_037176945.1|ITPR1.0	NC_088152.1	35775795	36028576	12	ARL8BB;AVPR2B.1;BHLHE40;CAV3;CAV4A;CRBN;EDEM1;LMCD1;LRRN1;SETMAR;SUMF1;TRNT1
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	non_actinopterygian	ITPR2	Latimeria_chalumnae|GCF_037176945.1|ITPR2.0	Latimeria_chalumnae|GCF_037176945.1|ITPR2.0	NC_088145.1	35420378	35784935	14	BCAT1;BHLHE41;CRADD;DNAI7;EEA1;INTS13;MRPL42;NUDT4A;PLEKHG7;RASSF8B;SLC5A8;SOCS2;SSPN;UBE2NA
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	non_actinopterygian	ITPR3	Latimeria_chalumnae|GCF_037176945.1|ITPR3.0	Latimeria_chalumnae|GCF_037176945.1|ITPR3.0	NC_088162.1	1561626	1630784	5	CFAP276;OARD1;SMIM29;TSPO;UBE2T
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	non_actinopterygian	RYR	Latimeria_chalumnae|GCF_037176945.1|RYR.1	Latimeria_chalumnae|GCF_037176945.1|RYR.1	NC_088141.1	86350375	86979539	10	ADPGK2;CDC42EP3;CRIM1;FH;FMN2B;GREM2B;HEATR1;MTR;OPN3;RIOX1
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	non_actinopterygian	RYR	Latimeria_chalumnae|GCF_037176945.1|RYR.2	Latimeria_chalumnae|GCF_037176945.1|RYR.2	NC_088149.1	47093654	47459784	11	AVEN;CDIN1;CHRM5A;DPH6;EMC7B;FAM98B;LTK;MEIS2A;PIGH;PLEKHH1;SPRED1
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	Coelacanthiformes	non_actinopterygian	RYR	Latimeria_chalumnae|GCF_037176945.1|RYR.0	Latimeria_chalumnae|GCF_037176945.1|RYR.0	NC_088167.1	3474134	3633012	7	CBR1L;ECH1;EIF3K;MRPS12;NCCRP1;PAK4;SPRED3
GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	non_actinopterygian	ITPR1	Macrotis_lagotis|GCF_037893015.1|ITPR1.0	Macrotis_lagotis|GCF_037893015.1|ITPR1.0	NC_133665.1	149794176	150190808	14	ARL8B;BHLHE40;CAV3;CHL1;CNTN3;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;SSUH2;SUMF1;TRNT1
GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	non_actinopterygian	ITPR2	Macrotis_lagotis|GCF_037893015.1|ITPR2.0	Macrotis_lagotis|GCF_037893015.1|ITPR2.0	NC_133664.1	184466760	184946247	19	BCAT1;BMAL2;DNAI7;ETFRF1;FGFR1OP2;INTS13;IRAG2;KRAS;LMNTD1;MED21;PFKFB3;PRKCQ;RASSF8;RBM17;SFMBT2;SOX5;SSPN;STK38L;TM7SF3
GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	non_actinopterygian	ITPR3	Macrotis_lagotis|GCF_037893015.1|ITPR3.0	Macrotis_lagotis|GCF_037893015.1|ITPR3.0	NC_133662.1	5543008	5733883	18	BAK1;CUTA;DAXX;GRM4;HMGA1;KIFC1;LEMD2;MLN;NUDT3;PACSIN1;PHF1;RPS10;SMIM29;SMIM40;SPDEF;SYNGAP1;TAPBP;ZBTB9
GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	non_actinopterygian	RYR	Macrotis_lagotis|GCF_037893015.1|RYR.1	Macrotis_lagotis|GCF_037893015.1|RYR.1	NC_133658.1	901434655	901523606	18	ACTN4;CAPN12;ECH1;EIF3K;FAM98C;GGN;HNRNPL;KCNK6;LGALS4;LGALS7;MAP4K1;PSMD8;RASGRP4;RINL;SIRT2;SPINT2;SPRED3;YIF1B
GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	non_actinopterygian	RYR	Macrotis_lagotis|GCF_037893015.1|RYR.0	Macrotis_lagotis|GCF_037893015.1|RYR.0	NC_133659.1	145020272	145785643	16	ACTN2;CHRM3;EDARADD;ERO1B;FH;FMN2;GPR137B;GREM2;HEATR1;KMO;LGALS8;LYST;MTR;NID1;RGS7;ZP4
GCF_037893015.1	Macrotis lagotis	Mammalia	Peramelemorphia	non_actinopterygian	RYR	Macrotis_lagotis|GCF_037893015.1|RYR.2	Macrotis_lagotis|GCF_037893015.1|RYR.2	NC_133661.1	191074299	191906584	15	ACTC1;AQR;ARHGAP11A;AVEN;CHRM5;EMC4;EMC7;GJD2;GREM1;KATNBL1;LPCAT4;NOP10;NUTM1;SCG5;SLC12A6
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	teleost	ITPR1	Chaetodon_trifascialis|GCF_039877785.1|ITPR1.0	Chaetodon_trifascialis|GCF_039877785.1|ITPR1.0	NC_092058.1	17320622	17388134	10	ATF1;ATF7B;DIP2B;DTX3L;ESYT1B;SCN8A;SLC4A8;SUMF1;TTLL3;ZC3H10
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	teleost	ITPR1	Chaetodon_trifascialis|GCF_039877785.1|ITPR1.1	Chaetodon_trifascialis|GCF_039877785.1|ITPR1.1	NC_092058.1	23631237	23712016	17	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;COMT;EEVS;FRMD4B;GRM6B;LRRN1;MDFIC2;MITF;MON1A;MST1R;SEMA3F;SETMAR;TRAIP;TRNT1
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	teleost	ITPR2	Chaetodon_trifascialis|GCF_039877785.1|ITPR2.0	Chaetodon_trifascialis|GCF_039877785.1|ITPR2.0	NC_092065.1	15950379	16010339	13	BANP;BHLHE41;BMAL2;C1QTNF13;EEA1;KRAS;NR1H4;NUDT4A;PLEKHG7;SLC17A8;SSPN;UBE2N;ZNF469
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	teleost	ITPR3	Chaetodon_trifascialis|GCF_039877785.1|ITPR3.0	Chaetodon_trifascialis|GCF_039877785.1|ITPR3.0	NC_092063.1	380883	428891	12	BCAP31;CCDC135;EDEM2;GPR37L1B;GRIPAP1;HM13;KCND1;MRGBP;PLXNA3;PTPN18;SNX21;SULF2B
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	teleost	RYR	Chaetodon_trifascialis|GCF_039877785.1|RYR.1	Chaetodon_trifascialis|GCF_039877785.1|RYR.1	NC_092064.1	26840981	26893451	11	B3GNT2L;BCKDH;EXOSC5;HNRNPUL1;NAPA;OPA3;PPP1R13L;PPP5C;RASGRP4;TGFB1A;TMEM91
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	teleost	RYR	Chaetodon_trifascialis|GCF_039877785.1|RYR.5	Chaetodon_trifascialis|GCF_039877785.1|RYR.5	NC_092068.1	19211885	19274629	11	ACTN2B;CCSER2A;CHRM3A;DNAJC9;ECD;FAM149B1;FMN2A;GRID1A;NDNFL;P4HA1B;RGS7A
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	teleost	RYR	Chaetodon_trifascialis|GCF_039877785.1|RYR.3	Chaetodon_trifascialis|GCF_039877785.1|RYR.3	NC_092069.1	12561203	12659044	10	ACP7;ARHGAP11A;BMF1;CHRM5A;CRIM1;DNAJC17;EIF2AK4;FSIP1;GCHFR;GREM1B
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	teleost	RYR	Chaetodon_trifascialis|GCF_039877785.1|RYR.2	Chaetodon_trifascialis|GCF_039877785.1|RYR.2	NC_092071.1	14013640	14056652	12	BRD8A;CXXC5A;DNAJC18;GABRR3A;GNG8;LIPI;NFRK;PHLDB2A;PPP3C;PURA;SMS;TMEM45B
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	teleost	RYR	Chaetodon_trifascialis|GCF_039877785.1|RYR.4	Chaetodon_trifascialis|GCF_039877785.1|RYR.4	NC_092074.1	19203727	19305836	16	ABRACL;ACTC1A;CHRM5B;CLU;EMC7B;FMN1;GPR176;GREM1A;KATNBL1;REPS1;SCARA3;SCG5;SLC10A1;SRSF5B;SUSD6;THBS1B
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	Chaetodontiformes	teleost	RYR	Chaetodon_trifascialis|GCF_039877785.1|RYR.0	Chaetodon_trifascialis|GCF_039877785.1|RYR.0	NC_092076.1	19981022	20174541	13	ACBD4;ADOA;BMS1;CABCOCO1;CHRM3B;CYP26A1;EGR2B;EXOC6;FMN2B;JMJD1C;MTR;NRBF2B;REEP3B
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	teleost	ITPR1	Antennarius_striatus|GCF_040054535.1|ITPR1.0	Antennarius_striatus|GCF_040054535.1|ITPR1.0	NC_090780.1	17453789	17511673	9	DLGAP4B;ESYT1B;FAIM2B;MYL9B;SLC4A8;SUMF1;TRIM107;TTLL3;ZC3H10
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	teleost	ITPR1	Antennarius_striatus|GCF_040054535.1|ITPR1.1	Antennarius_striatus|GCF_040054535.1|ITPR1.1	NC_090780.1	21682101	21749617	16	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;EEVS;FRMD4B;GRM6B;LRRN1;MDFIC2;MITF;MON1A;MST1R;SEMA3F;SETMAR;TRAIP;TRNT1
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	teleost	ITPR2	Antennarius_striatus|GCF_040054535.1|ITPR2.0	Antennarius_striatus|GCF_040054535.1|ITPR2.0	NC_090779.1	14036665	14088003	17	BANP;BHLHE41;BMAL2;C1QTNF13;CES2B;EEA1;ENDOUC;FANCI;FBXO31;KRAS;NR1H4;NUDT4A;PLEKHG7;POLG;PPFIBP1B;SLC17A8;SSPN
GCF_040054535.1	Antennarius striatus	Actinopteri	Lophiiformes	teleost	ITPR3	Antennarius_striatus|GCF_040054535.1|ITPR3.0	Antennarius_striatus|GCF_040054535.1|ITPR3.0	NC_090777.1	22459683	22502741	9	BCAP31;EDEM2;GPR37L1B;GRIPAP1;HM13;KCND1;PLXNA3;PTPN18;SNX21
