accession	organism	vclass	vorder	assembly_level	contig_n50	contig_spans_gene	cell	cell_status	slot	locus_idx	locus_clade	assigned_via	contig	start	end	strand	bait	identity	coverage	aligned_aa	q_start	q_end	bait_len	frameshifts	stop_codons	lesions	lesion_density	integrity	family_margin	paralog_margin	contig_edge	longest_n_run	annot_gene	annot_frac_cds	annot_paralog_matches	merged_models	merged_from	is_copy	excluded_reason
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	Scaffold	22740	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_010184902.1	5159	171084	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9903	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3215	True	31	ITPR1	0.995	True	1		True	
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	Scaffold	22740	False	ITPR2	fragment	cell	0	ITPR2	primary	NW_010162161.1	13602	126298	-	A0A672UP22|ITPR2|Strigops_habroptila	0.9886	0.6148	1660	32	1691	2700	0	0	0	0.0	intact	1.0	1.0	False	37	ITPR2	1.0	True	1		True	
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	Scaffold	22740	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_010171226.1	11	30508	-	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9813	0.9576	2551	38	2588	2664	0	0	0	0.0	intact	1.0	0.3437	True	65	ITPR3	0.999	True	1		True	
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	Scaffold	22740	False	RYR	assembly_gap	cell	0	RYR	primary	NW_010161530.1	89	90235	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9809	0.4636	2303	2666	4968	4968	0	0	0	0.0	intact	1.0	1.0	True	31	LOC104547508	1.0	False	1		False	coverage_below_full
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	Scaffold	22740	False	RYR	assembly_gap	cell	4	RYR	primary	NW_010167708.1	1327	38763	+	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	0.7268	0.1345	695	100	794	5168	0	0	0	0.0	intact	1.0	1.0	True	0	LOC104536235	1.0	False	1		False	coverage_below_full
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	Scaffold	22740	False	RYR	assembly_gap	cell	5	RYR	primary	NW_010176843.1	673	30241	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7361	0.1286	648	2037	2684	5037	0	0	0	0.0	intact	1.0	1.0	True	0		0.0	False	1		False	coverage_below_full
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	Scaffold	22740	False	RYR	assembly_gap	cell	1	RYR	primary	NW_010192584.1	383	30920	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9721	0.2377	1181	886	2066	4968	0	0	0	0.0	intact	1.0	1.0	True	0	LOC104542737	1.0	False	1		False	coverage_below_full
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	Scaffold	22740	False	RYR	assembly_gap	cell	2	RYR	primary	NW_010194636.1	9098	68053	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9742	0.1562	776	111	886	4968	0	0	0	0.0	intact	1.0	1.0	True	31	LOC104543301	0.99	False	1		False	coverage_below_full
GCF_000695765.1	Mesitornis unicolor	Aves	Mesitornithiformes	Scaffold	22740	False	RYR	assembly_gap	cell	3	RYR	primary	NW_010195854.1	6108	24715	-	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0.6239	0.2471	1231	787	2017	4982	0	0	0	0.0	intact	1.0	1.0	True	0		0.0	False	1		False	coverage_below_full
GCF_000695815.1	Acanthisitta chloris	Aves	Passeriformes	Scaffold	20602	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_008667845.1	5417	160802	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9787	0.9946	2764	1	2764	2779	1	0	1	0.3618	intact	1.0	0.3201	True	248	LOC103800315	0.995	False	1		True	
GCF_000695815.1	Acanthisitta chloris	Aves	Passeriformes	Scaffold	20602	False	ITPR2	fragment	cell	0	ITPR2	primary	NW_008681905.1	13577	113250	-	A0A672UP22|ITPR2|Strigops_habroptila	0.9843	0.6148	1660	32	1691	2700	0	0	0	0.0	intact	1.0	1.0	False	39	LOC103805612	0.896	False	1		True	
GCF_000695815.1	Acanthisitta chloris	Aves	Passeriformes	Scaffold	20602	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_008652443.1	269	17972	-	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.9663	0.7918	2114	329	2442	2670	2	0	2	0.9461	intact	1.0	1.0	True	76	LOC103804766	0.996	False	1		True	
GCF_000695815.1	Acanthisitta chloris	Aves	Passeriformes	Scaffold	20602	False	RYR	found_annotated	cell	0	RYR	primary	NW_008649756.1	792	272082	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9715	0.9455	4697	36	4732	4968	0	0	0	0.0	intact	1.0	1.0	True	48	RYR2	1.0	True	1		True	
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	Scaffold	26546	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_009932375.1	2343	167881	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9895	0.9971	2771	9	2779	2779	0	0	0	0.0	intact	1.0	0.3203	True	60	ITPR1	0.998	True	1		True	
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	Scaffold	26546	False	ITPR2	assembly_gap	cell	0	ITPR2	primary	NW_009917756.1	13201	121519	-	A0A672UP22|ITPR2|Strigops_habroptila	0.9816	0.6237	1684	8	1691	2700	0	0	0	0.0	intact	1.0	1.0	True	31	LOC104401715	1.0	False	1		True	
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	Scaffold	26546	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_009909990.1	5103	36028	-	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9655	0.9887	2634	31	2664	2664	1	0	1	0.3797	intact	1.0	0.3442	True	677	ITPR3	1.0	True	1		True	
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	Scaffold	26546	False	RYR	assembly_gap	cell	4	RYR	primary	NW_009913265.1	1985	50946	+	A0A3Q0HBW9|RYR|Alligator_sinensis	0.9518	0.2206	1100	567	1666	4986	0	0	0	0.0	intact	1.0	1.0	True	35	LOC104412396	0.92	False	1		False	coverage_below_full
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	Scaffold	26546	False	RYR	assembly_gap	cell	3	RYR	primary	NW_009918034.1	272	24149	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9788	0.2281	1133	1650	2782	4968	0	0	0	0.0	intact	1.0	1.0	True	31	LOC104401818	0.994	False	1		False	coverage_below_full
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	Scaffold	26546	False	RYR	assembly_gap	cell	2	RYR	primary	NW_009933355.1	2230	69955	-	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0.6578	0.4135	2060	15	2074	4982	1	0	1	0.4854	intact	1.0	1.0	True	31	LOC104407535	0.996	False	1		False	coverage_below_full
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	Scaffold	26546	False	RYR	assembly_gap	cell	0	RYR	primary	NW_009936419.1	22370	100175	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6975	0.5058	2513	2456	4968	4968	0	0	0	0.0	intact	1.0	1.0	True	31	RYR3	0.999	True	1		True	
GCF_000696875.1	Nestor notabilis	Aves	Psittaciformes	Scaffold	26546	False	RYR	assembly_gap	cell	1	RYR	primary	NW_009937010.1	54862	125433	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9793	0.3112	1546	3423	4968	4968	0	0	0	0.0	intact	1.0	1.0	True	31	LOC104408888	1.0	False	1		False	coverage_below_full
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	Scaffold	34997	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_009276910.1	3858	133776	-	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9856	0.7236	2011	1	2011	2779	0	0	0	0.0	intact	1.0	1.0	True	268	ITPR1	1.0	True	1		True	
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	Scaffold	34997	False	ITPR2	found_annotated	cell	0	ITPR2	primary	NW_009270423.1	2339724	2570126	-	A0A672UP22|ITPR2|Strigops_habroptila	0.9709	0.9885	2669	32	2700	2700	0	0	0	0.0	intact	1.0	0.3038	False	690	ITPR2	1.0	True	1		True	
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	Scaffold	34997	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_009270925.1	286269	376024	+	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9739	1.0	2664	1	2664	2664	0	1	1	0.3754	intact	1.0	0.3775	False	1780	ITPR3	1.0	True	1		True	
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	Scaffold	34997	False	RYR	found_annotated	cell	0	RYR	primary	NW_009270414.1	460600	917882	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9722	0.9974	4955	14	4968	4968	1	1	2	0.4036	intact	1.0	1.0	False	1902	RYR2	1.0	True	1		True	
GCF_000698965.1	Struthio camelus australis	Aves	Struthioniformes	Scaffold	34997	False	RYR	found_annotated	cell	1	RYR	primary	NW_009270711.1	4408	201816	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.673	0.9819	4946	92	5037	5037	0	0	0	0.0	intact	1.0	1.0	True	383	RYR3	1.0	True	1		True	
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	Scaffold	22195	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_008825411.1	146519	320345	-	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9917	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3304	False	215	ITPR1	0.995	True	1		True	
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	Scaffold	22195	False	ITPR2	found_annotated	cell	0	ITPR2	primary	NW_008825614.1	2308560	2542672	+	A0A672UP22|ITPR2|Strigops_habroptila	0.9835	0.9885	2669	32	2700	2700	0	0	0	0.0	intact	1.0	0.3201	False	1156	ITPR2	0.999	True	1		True	
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	Scaffold	22195	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_008825105.1	2159564	2193900	+	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9856	0.991	2640	25	2664	2664	1	0	1	0.3788	intact	1.0	0.3946	False	125	ITPR3	1.0	True	1		True	
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	Scaffold	22195	False	RYR	found_annotated	cell	1	RYR	primary	NW_008824446.1	1744397	2012602	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6727	1.0	5037	1	5037	5037	1	0	1	0.1985	intact	1.0	1.0	False	5754	RYR3	1.0	True	1		True	
GCF_000699105.1	Pygoscelis adeliae	Aves	Sphenisciformes	Scaffold	22195	False	RYR	found_annotated	cell	0	RYR	primary	NW_008825216.1	1724863	2164588	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9843	0.9974	4955	14	4968	4968	0	0	0	0.0	intact	1.0	1.0	False	2441	RYR2	0.996	True	1		True	
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	Scaffold	31730	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_008794173.1	1523808	1699190	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9914	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3335	False	114	ITPR1	0.997	True	1		True	
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	Scaffold	31730	False	ITPR2	found_annotated	cell	0	ITPR2	primary	NW_008795252.1	8918860	9157845	-	A0A672UP22|ITPR2|Strigops_habroptila	0.9873	0.9885	2669	32	2700	2700	0	0	0	0.0	intact	1.0	0.319	False	2646	ITPR2	0.998	True	1		True	
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	Scaffold	31730	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_008794598.1	4541206	4664699	+	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9841	0.991	2640	25	2664	2664	0	0	0	0.0	intact	1.0	0.3948	False	693	ITPR3	0.995	True	1		True	
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	Scaffold	31730	False	RYR	found_annotated	cell	0	RYR	primary	NW_008794117.1	4087277	4344592	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9819	0.9455	4697	272	4968	4968	0	0	0	0.0	intact	1.0	1.0	True	8053	RYR2	1.0	True	1		True	
GCF_000699145.1	Aptenodytes forsteri	Aves	Sphenisciformes	Scaffold	31730	False	RYR	found_annotated	cell	1	RYR	primary	NW_008795853.1	1114908	1396460	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.672	1.0	5037	1	5037	5037	1	0	1	0.1985	intact	1.0	1.0	False	7001	RYR3	1.0	True	1		True	
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	Scaffold	26448	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_010106411.1	2395	154975	-	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9911	0.9705	2697	1	2697	2779	0	0	0	0.0	intact	1.0	0.3254	True	31	ITPR1	0.995	True	1		True	
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	Scaffold	26448	False	ITPR2	fragment	cell	0	ITPR2	primary	NW_010140435.1	20017	133966	+	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0.9777	0.6152	1661	32	1692	2700	0	0	0	0.0	intact	1.0	1.0	False	31	LOC104469213	0.896	False	1		True	
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	Scaffold	26448	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_010133815.1	5120	38863	-	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9576	0.9906	2639	26	2664	2664	0	0	0	0.0	intact	1.0	0.3469	True	370	ITPR3	1.0	True	1		True	
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	Scaffold	26448	False	RYR	found_annotated	cell	1	RYR	primary	NW_010123644.1	636	70301	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9815	0.4024	1999	749	2747	4968	0	0	0	0.0	intact	1.0	1.0	True	48	LOC104465080	1.0	False	1		False	coverage_below_full
GCF_000699245.1	Pterocles gutturalis	Aves	Pterocliformes	Scaffold	26448	False	RYR	found_annotated	cell	0	RYR	primary	NW_010132261.1	571	112404	+	A0A3Q0HBW9|RYR|Alligator_sinensis	0.6687	0.7403	3691	732	4422	4986	1	0	1	0.2709	intact	1.0	1.0	True	31	LOC104467172	1.0	False	1		True	
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	Scaffold	22170	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_010307598.1	5167	170783	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.988	0.9917	2756	1	2756	2779	1	0	1	0.3628	intact	1.0	0.3215	True	42	LOC104523042	1.0	False	1		True	
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	Scaffold	22170	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_010295133.1	401	46720	+	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9677	1.0	2664	1	2664	2664	0	0	0	0.0	intact	1.0	0.3463	True	310	ITPR3	1.0	True	1		True	
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	Scaffold	22170	False	RYR	assembly_gap	cell	0	RYR	primary	NW_010286487.1	1302	84722	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9823	0.4318	2145	1571	3715	4968	0	0	0	0.0	intact	1.0	1.0	True	41	LOC104528866	0.998	False	1		False	coverage_below_full
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	Scaffold	22170	False	RYR	assembly_gap	cell	1	RYR	primary	NW_010287853.1	6095	55617	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9793	0.2524	1254	3715	4968	4968	0	0	0	0.0	intact	1.0	1.0	True	20	LOC104522321	1.0	False	1		False	coverage_below_full
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	Scaffold	22170	False	RYR	assembly_gap	cell	2	RYR	primary	NW_010287906.1	3506	42925	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6693	0.2773	1397	3076	4472	5037	1	0	1	0.7158	intact	1.0	1.0	True	22		0.0	False	1		False	coverage_below_full
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	Scaffold	22170	False	RYR	assembly_gap	cell	4	RYR	primary	NW_010328166.1	580	28444	-	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0.6171	0.2605	1298	900	2197	4982	0	0	0	0.0	intact	1.0	1.0	True	763		0.0	False	1		False	coverage_below_full
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	Scaffold	22170	False	RYR	assembly_gap	cell	3	RYR	primary	NW_010334883.1	6493	78173	-	A0A3Q0HBW9|RYR|Alligator_sinensis	0.9616	0.1827	911	190	1100	4986	0	0	0	0.0	intact	1.0	1.0	True	40	LOC104529890	0.928	False	1		False	coverage_below_full
GCF_000700745.2	Antrostomus carolinensis	Aves	Caprimulgiformes	Scaffold	22170	False	RYR	assembly_gap	cell	5	RYR	primary	NW_010339501.1	405	58161	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7135	0.1747	880	17	896	5037	0	0	0	0.0	intact	1.0	1.0	True	78		0.0	False	1		False	coverage_below_full
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	Scaffold	28882	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_009724829.1	7199	36315	+	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9666	0.9801	2611	54	2664	2664	0	0	0	0.0	intact	1.0	0.3442	True	117	ITPR3	1.0	True	1		True	
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	Scaffold	28882	False	RYR	assembly_gap	cell	0	RYR	primary	NW_009695996.1	7973	116339	+	A0A3Q0HBW9|RYR|Alligator_sinensis	0.9501	0.3694	1842	97	1938	4986	0	0	0	0.0	intact	1.0	1.0	True	82	RYR2	1.0	True	1		False	coverage_below_full
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	Scaffold	28882	False	RYR	assembly_gap	cell	5	RYR	primary	NW_009717674.1	3858	38461	+	A0A3Q0HBW9|RYR|Alligator_sinensis	0.7251	0.1968	981	2084	3064	4986	0	0	0	0.0	intact	1.0	1.0	True	0		0.0	False	1		False	coverage_below_full
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	Scaffold	28882	False	RYR	assembly_gap	cell	1	RYR	primary	NW_009719811.1	97238	148019	-	A0A3Q0HBW9|RYR|Alligator_sinensis	0.7065	0.3881	1935	3052	4986	4986	0	0	0	0.0	intact	1.0	1.0	True	13	RYR3	1.0	True	1		False	coverage_below_full
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	Scaffold	28882	False	RYR	assembly_gap	cell	4	RYR	primary	NW_009721322.1	1243	26012	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9908	0.1528	759	2159	2917	4968	0	0	0	0.0	intact	1.0	1.0	True	19		0.0	False	1		False	coverage_below_full
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	Scaffold	28882	False	RYR	assembly_gap	cell	3	RYR	primary	NW_009733149.1	2588	33884	-	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0.6533	0.3087	1538	531	2068	4982	1	0	1	0.6502	intact	1.0	1.0	True	0	LOC104278709	1.0	False	1		False	coverage_below_full
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	Scaffold	28882	False	RYR	assembly_gap	cell	2	RYR	primary	NW_009733513.1	1245	38464	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9712	0.2303	1144	3825	4968	4968	0	0	0	0.0	intact	1.0	1.0	True	0	LOC104278836	0.764	False	1		False	coverage_below_full
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	Scaffold	29773	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_010586921.1	15921	167153	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.986	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3224	False	303	ITPR1	0.997	True	1		True	
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	Scaffold	29773	False	ITPR3	assembly_gap	cell	0	ITPR3	primary	NW_010580621.1	261234	277602	-	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9881	0.5679	1513	1152	2664	2664	0	0	0	0.0	intact	1.0	1.0	True	0	ITPR3	1.0	True	1		True	
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	Scaffold	29773	False	RYR	found_annotated	cell	1	RYR	primary	NW_010578151.1	58592	231349	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6628	0.9504	4787	1	4787	5037	0	0	0	0.0	intact	1.0	1.0	True	22	LOC104580300	1.0	False	1		True	
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	Scaffold	29773	False	RYR	found_annotated	cell	0	RYR	primary	NW_010585014.1	4760	255281	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9767	0.993	4933	36	4968	4968	0	0	0	0.0	intact	1.0	1.0	True	134	RYR2	1.0	True	1		True	
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	Scaffold	39278	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_009647846.1	1649191	1825300	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9924	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3339	False	465	ITPR1	0.995	True	1		True	
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	Scaffold	39278	False	ITPR2	found_annotated	cell	0	ITPR2	primary	NW_009647222.1	8019078	8321803	-	A0A672UP22|ITPR2|Strigops_habroptila	0.9809	0.9885	2669	32	2700	2700	0	0	0	0.0	intact	1.0	0.3156	False	688	ITPR2	0.999	True	1		True	
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	Scaffold	39278	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_009649114.1	2954128	3077943	+	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9871	0.9861	2627	38	2664	2664	0	0	0	0.0	intact	1.0	0.395	False	808	ITPR3	1.0	True	1		True	
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	Scaffold	39278	False	RYR	found_annotated	cell	1	RYR	primary	NW_009648876.1	6210	230186	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6705	0.8878	4472	1	4472	5037	0	1	1	0.2236	intact	1.0	1.0	True	86	RYR3	0.996	True	1		True	
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	Scaffold	39278	False	RYR	found_annotated	cell	0	RYR	primary	NW_009661370.1	220745	555934	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9834	0.993	4933	36	4968	4968	0	0	0	0.0	intact	1.0	1.0	False	2393	RYR2	1.0	True	1		True	
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	Bucerotiformes	Scaffold	14587	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_010410538.1	7373	42185	+	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9727	0.991	2640	25	2664	2664	1	0	1	0.3788	intact	1.0	0.3444	True	191	ITPR3	1.0	True	1		True	
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	Bucerotiformes	Scaffold	14587	False	RYR	found_annotated	cell	1	RYR	primary	NW_010392730.1	13332	49883	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9758	0.2246	1116	3853	4968	4968	0	0	0	0.0	intact	1.0	1.0	True	113	LOC104500881	0.999	False	1		False	coverage_below_full
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	Bucerotiformes	Scaffold	14587	False	RYR	found_annotated	cell	0	RYR	primary	NW_010420577.1	1174	119110	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6727	0.7758	3854	552	4405	4968	1	0	1	0.2595	intact	1.0	1.0	True	166	RYR3	1.0	True	1		True	
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	Scaffold	30767	False	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_009954216.1	1102883	1279410	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.987	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.329	False	12885	ITPR1	0.995	True	1		True	
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	Scaffold	30767	False	ITPR2	found_annotated	cell	0	ITPR2	primary	NW_009954317.1	1129924	1328515	+	A0A672UP22|ITPR2|Strigops_habroptila	0.9849	0.783	2114	1	2114	2700	0	0	0	0.0	intact	1.0	1.0	False	932	ITPR2	1.0	True	1		True	
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	Scaffold	30767	False	ITPR3	found_annotated	cell	0	ITPR3	primary	NW_009970727.1	633770	682232	+	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9841	0.9906	2639	26	2664	2664	0	0	0	0.0	intact	1.0	0.3567	False	1435	ITPR3	0.924	True	1		True	
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	Scaffold	30767	False	RYR	found_annotated	cell	1	RYR	primary	NW_009952265.1	3644051	3858654	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6709	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	369	RYR3	0.997	True	1		True	
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	Scaffold	30767	False	RYR	found_annotated	cell	0	RYR	primary	NW_009953215.1	1252334	1601770	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9792	0.9974	4955	14	4968	4968	1	0	1	0.2018	intact	1.0	1.0	False	659	RYR2	0.996	True	1		True	
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	Scaffold	290580	True	ITPR1	found_annotated	cell	0	ITPR1	primary	NW_021939063.1	1462321	1618265	-	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9874	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3271	False	80	ITPR1	1.0	True	1		True	
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	Scaffold	290580	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NW_021940729.1	2305507	2544400	-	A0A672UP22|ITPR2|Strigops_habroptila	0.9811	1.0	2700	1	2700	2700	0	0	0	0.0	intact	1.0	0.3076	False	3680	ITPR2	1.0	True	1		True	
