accession	label	kind	call	group	paralog	species	kingdom	phylum	length	source	in_alphafold	afdb_status	model_accession	afdb_entry	model_length	model_coverage	is_canonical	afdb_version	seq_version_date	error
A0A8T0AL84	HF521_008755	uniprot	ITPR	Vertebrata	HF521_008755	Silurus meridionalis (Southern catfish) (Silurus soldatovi meridionalis)	Metazoa	Chordata	2756	InterPro	0	absent			0	0.0				404
A0A8T0AUG4	HF521_007112	uniprot	ITPR	Vertebrata	HF521_007112	Silurus meridionalis (Southern catfish) (Silurus soldatovi meridionalis)	Metazoa	Chordata	2710	InterPro	0	absent			0	0.0				404
A0A8T0B0H5	HF521_003733	uniprot	ITPR	Vertebrata	HF521_003733	Silurus meridionalis (Southern catfish) (Silurus soldatovi meridionalis)	Metazoa	Chordata	2685	InterPro	0	absent			0	0.0				404
A0A8T0BZK3	HF521_001024	uniprot	ITPR	Vertebrata	HF521_001024	Silurus meridionalis (Southern catfish) (Silurus soldatovi meridionalis)	Metazoa	Chordata	2612	InterPro	0	absent			0	0.0				404
A0A8T0DTL1	P879_00726	uniprot	ITPR	Metazoa (non-vertebrate)	P879_00726	Paragonimus westermani	Metazoa	Platyhelminthes	1093	InterPro	1	full	A0A8T0DTL1	AF-A0A8T0DTL1-F1	1093	1.0	1	6	2022-10-12	
A0A8T0DUK0	P879_00727	uniprot	ITPR	Eukaryota (other)	P879_00727	Paragonimus westermani			1759	S20 sweep		absent			0	0.0				404
A0A8T0EWH3	HNY73_012953	uniprot	ITPR	Metazoa (non-vertebrate)	HNY73_012953	Argiope bruennichi (Wasp spider) (Aranea bruennichi)	Metazoa	Arthropoda	2210	InterPro	0	absent			0	0.0				404
A0A8T0EWI0	HNY73_012953	uniprot	ITPR	Metazoa (non-vertebrate)	HNY73_012953	Argiope bruennichi (Wasp spider) (Aranea bruennichi)	Metazoa	Arthropoda	2210	InterPro	0	absent			0	0.0				404
A0A8T0EX75	HNY73_012953	uniprot	ITPR	Metazoa (non-vertebrate)	HNY73_012953	Argiope bruennichi (Wasp spider) (Aranea bruennichi)	Metazoa	Arthropoda	2169	InterPro	0	absent			0	0.0				404
A0A8T0EY77	HNY73_012954	uniprot	ITPR	Eukaryota (other)	HNY73_012954	Argiope bruennichi			528	S20 sweep		full	A0A8T0EY77	AF-A0A8T0EY77-F1	528	1.0	1	6	2022-10-12	
A0A8T0EYL5	HNY73_012953	uniprot	ITPR	Metazoa (non-vertebrate)	HNY73_012953	Argiope bruennichi (Wasp spider) (Aranea bruennichi)	Metazoa	Arthropoda	2193	InterPro	0	absent			0	0.0				404
A0A8T0F129	HNY73_012953	uniprot	ITPR	Metazoa (non-vertebrate)	HNY73_012953	Argiope bruennichi (Wasp spider) (Aranea bruennichi)	Metazoa	Arthropoda	2172	InterPro	0	absent			0	0.0				404
A0A8T0F1B0	HNY73_012953	uniprot	ITPR	Metazoa (non-vertebrate)	HNY73_012953	Argiope bruennichi (Wasp spider) (Aranea bruennichi)	Metazoa	Arthropoda	2194	InterPro	0	absent			0	0.0				404
A0A8T1MMW7	CSKR_103133	uniprot	ITPR	Metazoa (non-vertebrate)	CSKR_103133	Clonorchis sinensis (Chinese liver fluke)	Metazoa	Platyhelminthes	2821	InterPro	0	absent			0	0.0				404
A0A8T1T1Q6	ITPR3	uniprot	ITPR	Vertebrata	ITPR3	Chelydra serpentina (Snapping turtle) (Testudo serpentina)	Metazoa	Chordata	1619	InterPro	0	absent			0	0.0				404
A0A8T1TCX4	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Chelydra serpentina (Snapping turtle) (Testudo serpentina)	Metazoa	Chordata	2738	InterPro	0	absent			0	0.0				404
A0A8T1TEM9	ITPR2	uniprot	ITPR	Vertebrata	ITPR2	Chelydra serpentina (Snapping turtle) (Testudo serpentina)	Metazoa	Chordata	1490	InterPro	0	absent			0	0.0				404
A0A8T1W1U0	PHYPSEUDO_000592	uniprot	ITPR	SAR	PHYPSEUDO_000592	Phytophthora pseudosyringae		Oomycota	3854	InterPro	0	absent			0	0.0				404
A0A8T2IAH0	GDO86_018748	uniprot	ITPR	Vertebrata	GDO86_018748	Hymenochirus boettgeri (Congo dwarf clawed frog)	Metazoa	Chordata	307	InterPro	1	full	A0A8T2IAH0	AF-A0A8T2IAH0-F1	307	1.0	1	6	2022-10-12	
A0A8T2IB24	GDO86_018533	uniprot	ITPR	Vertebrata	GDO86_018533	Hymenochirus boettgeri (Congo dwarf clawed frog)	Metazoa	Chordata	359	InterPro	1	full	A0A8T2IB24	AF-A0A8T2IB24-F1	359	1.0	1	6	2022-10-12	
A0A8T2IVU7	GDO86_007249	uniprot	ITPR	Vertebrata	GDO86_007249	Hymenochirus boettgeri (Congo dwarf clawed frog)	Metazoa	Chordata	1993	InterPro	0	absent			0	0.0				404
A0A8T2IWK9	GDO86_007249	uniprot	ITPR	Vertebrata	GDO86_007249	Hymenochirus boettgeri (Congo dwarf clawed frog)	Metazoa	Chordata	1986	InterPro	0	absent			0	0.0				404
A0A8T2J034	GDO86_004943	uniprot	ITPR	Vertebrata	GDO86_004943	Hymenochirus boettgeri (Congo dwarf clawed frog)	Metazoa	Chordata	1556	InterPro	0	absent			0	0.0				404
A0A8T2J539	GDO86_004943	uniprot	ITPR	Vertebrata	GDO86_004943	Hymenochirus boettgeri (Congo dwarf clawed frog)	Metazoa	Chordata	1563	InterPro	0	absent			0	0.0				404
A0A8T2J808	GDO86_004943	uniprot	ITPR	Vertebrata	GDO86_004943	Hymenochirus boettgeri (Congo dwarf clawed frog)	Metazoa	Chordata	1528	InterPro	0	absent			0	0.0				404
A0A8T2K5W2	GDO86_003346	uniprot	ITPR	Vertebrata	GDO86_003346	Hymenochirus boettgeri (Congo dwarf clawed frog)	Metazoa	Chordata	1212	InterPro	1	full	A0A8T2K5W2	AF-A0A8T2K5W2-F1	1212	1.0	1	6	2022-10-12	
A0A8T2K8X5	GDO86_003347	uniprot	ITPR	Vertebrata	GDO86_003347	Hymenochirus boettgeri	Metazoa	Chordata	396	HMM		full	A0A8T2K8X5	AF-A0A8T2K8X5-F1	396	1.0	1	6	2022-10-12	
A0A8T2MQW6	JZ751_003614	uniprot	ITPR	Vertebrata	JZ751_003614	Albula glossodonta (roundjaw bonefish)	Metazoa	Chordata	1896	InterPro	0	absent			0	0.0				404
A0A8T2MZM2	JZ751_014748	uniprot	ITPR	Vertebrata	JZ751_014748	Albula glossodonta	Metazoa	Chordata	381	HMM		full	A0A8T2MZM2	AF-A0A8T2MZM2-F1	381	1.0	1	6	2022-10-12	
A0A8T2N1W5	JZ751_007562	uniprot	ITPR	Vertebrata	JZ751_007562	Albula glossodonta (roundjaw bonefish)	Metazoa	Chordata	1350	InterPro	0	absent			0	0.0				404
A0A8T2NNA4	JZ751_016805	uniprot	ITPR	Vertebrata	JZ751_016805	Albula glossodonta (roundjaw bonefish)	Metazoa	Chordata	1672	InterPro	0	absent			0	0.0				404
A0A8T2NQD1	JZ751_016806	uniprot	ITPR	Vertebrata	JZ751_016806	Albula glossodonta (roundjaw bonefish)	Metazoa	Chordata	807	InterPro	1	full	A0A8T2NQD1	AF-A0A8T2NQD1-F1	807	1.0	1	6	2022-10-12	
A0A8T2PPH4	JZ751_017814	uniprot	ITPR	Vertebrata	JZ751_017814	Albula glossodonta (roundjaw bonefish)	Metazoa	Chordata	839	InterPro	1	full	A0A8T2PPH4	AF-A0A8T2PPH4-F1	839	1.0	1	6	2022-10-12	
A0A8T3CBF3	AGOR_G00248680	uniprot	ITPR	Vertebrata	AGOR_G00248680	Albula goreensis	Metazoa	Chordata	2633	InterPro	0	absent			0	0.0				404
A0A8T3D5M1	AGOR_G00158330	uniprot	ITPR	Vertebrata	AGOR_G00158330	Albula goreensis	Metazoa	Chordata	2788	InterPro	0	absent			0	0.0				404
A0A8T3D8Q4	AGOR_G00140750	uniprot	ITPR	Vertebrata	AGOR_G00140750	Albula goreensis	Metazoa	Chordata	1769	InterPro	0	absent			0	0.0				404
A0A8T3D9H3	AGOR_G00136570	uniprot	ITPR	Vertebrata	AGOR_G00136570	Albula goreensis	Metazoa	Chordata	2365	InterPro	0	absent			0	0.0				404
A0A8T3DAD8	AGOR_G00140740	uniprot	ITPR	Vertebrata	AGOR_G00140740	Albula goreensis	Metazoa	Chordata	772	InterPro	1	full	A0A8T3DAD8	AF-A0A8T3DAD8-F1	772	1.0	1	6	2022-10-12	
A0A8U0MEU0	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Mustela putorius furo (European domestic ferret) (Mustela furo)	Metazoa	Chordata	2748	InterPro	0	absent			0	0.0				404
A0A8U0NQ37	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Mustela putorius furo (European domestic ferret) (Mustela furo)	Metazoa	Chordata	2749	InterPro	0	absent			0	0.0				404
A0A8U0NQJ1	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Mustela putorius furo (European domestic ferret) (Mustela furo)	Metazoa	Chordata	2733	InterPro	0	absent			0	0.0				404
A0A8U0NSR2	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Mustela putorius furo (European domestic ferret) (Mustela furo)	Metazoa	Chordata	2726	InterPro	0	absent			0	0.0				404
A0A8U0RTG8	ITPR3	uniprot	ITPR	Vertebrata	ITPR3	Mustela putorius furo (European domestic ferret) (Mustela furo)	Metazoa	Chordata	2860	InterPro	0	absent			0	0.0				404
A0A8U0RTH5	ITPR3	uniprot	ITPR	Vertebrata	ITPR3	Mustela putorius furo (European domestic ferret) (Mustela furo)	Metazoa	Chordata	2857	InterPro	0	absent			0	0.0				404
A0A8U0RTH6	ITPR3	uniprot	ITPR	Vertebrata	ITPR3	Mustela putorius furo (European domestic ferret) (Mustela furo)	Metazoa	Chordata	2546	InterPro	0	absent			0	0.0				404
A0A8U0TCX4	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Mustela putorius furo (European domestic ferret) (Mustela furo)	Metazoa	Chordata	2694	InterPro	0	absent			0	0.0				404
A0A8U0VBG7	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Mustela putorius furo (European domestic ferret) (Mustela furo)	Metazoa	Chordata	2734	InterPro	0	absent			0	0.0				404
A0A8U1BXA0	LOC120059341	uniprot	ITPR	Vertebrata	LOC120059341	Salvelinus namaycush (Lake trout) (Salmo namaycush)	Metazoa	Chordata	2659	InterPro	0	absent			0	0.0				404
A0A8U1BY50	itpr2	uniprot	ITPR	Vertebrata	itpr2	Salvelinus namaycush (Lake trout) (Salmo namaycush)	Metazoa	Chordata	2665	InterPro	0	absent			0	0.0				404
A0A8U1EW82	LOC120060148	uniprot	ITPR	Vertebrata	LOC120060148	Salvelinus namaycush (Lake trout) (Salmo namaycush)	Metazoa	Chordata	2696	InterPro	0	absent			0	0.0				404
A0A8U1F0M7	LOC120061617	uniprot	ITPR	Vertebrata	LOC120061617	Salvelinus namaycush (Lake trout) (Salmo namaycush)	Metazoa	Chordata	2704	InterPro	0	absent			0	0.0				404
A0A8U1FBD2	LOC120065919	uniprot	ITPR	Vertebrata	LOC120065919	Salvelinus namaycush (Lake trout) (Salmo namaycush)	Metazoa	Chordata	1476	InterPro	0	absent			0	0.0				404
A0A8U1GX89	LOC120060794	uniprot	ITPR	Vertebrata	LOC120060794	Salvelinus namaycush (Lake trout) (Salmo namaycush)	Metazoa	Chordata	2644	InterPro	0	absent			0	0.0				404
A0A8U1GYC7	LOC120060148	uniprot	ITPR	Vertebrata	LOC120060148	Salvelinus namaycush (Lake trout) (Salmo namaycush)	Metazoa	Chordata	2711	InterPro	0	absent			0	0.0				404
A0A8U1H264	LOC120061617	uniprot	ITPR	Vertebrata	LOC120061617	Salvelinus namaycush (Lake trout) (Salmo namaycush)	Metazoa	Chordata	2719	InterPro	0	absent			0	0.0				404
A0A8U1H6H2	LOC120065685	uniprot	ITPR	Vertebrata	LOC120065685	Salvelinus namaycush (Lake trout) (Salmo namaycush)	Metazoa	Chordata	2714	InterPro	0	absent			0	0.0				404
A0A8U1H7U4	LOC120065278	uniprot	ITPR	Vertebrata	LOC120065278	Salvelinus namaycush (Lake trout) (Salmo namaycush)	Metazoa	Chordata	2730	InterPro	0	absent			0	0.0				404
A0A8U1H8Z2	LOC120065685	uniprot	ITPR	Vertebrata	LOC120065685	Salvelinus namaycush (Lake trout) (Salmo namaycush)	Metazoa	Chordata	2699	InterPro	0	absent			0	0.0				404
A0A8U7M285	ITPR2	uniprot	ITPR	Vertebrata	ITPR2	Corvus moneduloides (New Caledonian crow)	Metazoa	Chordata	2675	InterPro	0	absent			0	0.0				404
A0A8U7M2U1	ITPR2	uniprot	ITPR	Vertebrata	ITPR2	Corvus moneduloides (New Caledonian crow)	Metazoa	Chordata	2669	InterPro	0	absent			0	0.0				404
A0A8U8BW08	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Vertebrata		Geospiza parvula (Small tree-finch) (Camarhynchus parvulus)	Metazoa	Chordata	2677	InterPro	0	absent			0	0.0				404
A0A8U8BZC3	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Vertebrata		Geospiza parvula (Small tree-finch) (Camarhynchus parvulus)	Metazoa	Chordata	2622	InterPro	0	absent			0	0.0				404
A0A8U8BZD8	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Vertebrata		Geospiza parvula (Small tree-finch) (Camarhynchus parvulus)	Metazoa	Chordata	2600	InterPro	0	absent			0	0.0				404
A0A8U8C8N0	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Vertebrata		Geospiza parvula (Small tree-finch) (Camarhynchus parvulus)	Metazoa	Chordata	2723	InterPro	0	absent			0	0.0				404
A0A8U8C8S4	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Vertebrata		Geospiza parvula (Small tree-finch) (Camarhynchus parvulus)	Metazoa	Chordata	2646	InterPro	0	absent			0	0.0				404
A0A8U8C930	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Vertebrata		Geospiza parvula (Small tree-finch) (Camarhynchus parvulus)	Metazoa	Chordata	2617	InterPro	0	absent			0	0.0				404
A0A8U8CCQ2	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Vertebrata		Geospiza parvula (Small tree-finch) (Camarhynchus parvulus)	Metazoa	Chordata	2651	InterPro	0	absent			0	0.0				404
A0A8U8CDT4	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Vertebrata		Geospiza parvula (Small tree-finch) (Camarhynchus parvulus)	Metazoa	Chordata	2728	InterPro	0	absent			0	0.0				404
A0A8U8CDV6	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Vertebrata		Geospiza parvula (Small tree-finch) (Camarhynchus parvulus)	Metazoa	Chordata	2715	InterPro	0	absent			0	0.0				404
A0A8V0YHP5	ITPR2	uniprot	ITPR	Vertebrata	ITPR2	Gallus gallus (Chicken)	Metazoa	Chordata	2654	InterPro	0	absent			0	0.0				404
A0A8V0YP24	ITPR2	uniprot	ITPR	Vertebrata	ITPR2	Gallus gallus (Chicken)	Metazoa	Chordata	2516	InterPro	0	absent			0	0.0				404
A0A8V0ZEC6	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Gallus gallus (Chicken)	Metazoa	Chordata	2764	InterPro	0	absent			0	0.0				404
A0A8V0ZEE2	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Gallus gallus (Chicken)	Metazoa	Chordata	2734	InterPro	0	absent			0	0.0				404
A0A8V0ZJS0	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Gallus gallus (Chicken)	Metazoa	Chordata	2730	InterPro	0	absent			0	0.0				404
A0A8V0ZJT0	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Gallus gallus (Chicken)	Metazoa	Chordata	2779	InterPro	0	absent			0	0.0				404
A0A8V0ZJV7	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Gallus gallus (Chicken)	Metazoa	Chordata	2721	InterPro	0	absent			0	0.0				404
A0A8V0ZS87	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Gallus gallus (Chicken)	Metazoa	Chordata	2726	InterPro	0	absent			0	0.0				404
A0A8V1ACE6	ITPR3	uniprot	ITPR	Vertebrata	ITPR3	Gallus gallus (Chicken)	Metazoa	Chordata	2664	InterPro	0	absent			0	0.0				404
A0A8V1ACF1	ITPR3	uniprot	ITPR	Vertebrata	ITPR3	Gallus gallus (Chicken)	Metazoa	Chordata	2659	InterPro	0	absent			0	0.0				404
A0A8V1AF20	ITPR3	uniprot	ITPR	Vertebrata	ITPR3	Gallus gallus (Chicken)	Metazoa	Chordata	2603	InterPro	0	absent			0	0.0				404
A0A8V1AH24	ITPR3	uniprot	ITPR	Vertebrata	ITPR3	Gallus gallus (Chicken)	Metazoa	Chordata	2647	InterPro	0	absent			0	0.0				404
A0A8V5HBM8	ITPR2	uniprot	ITPR	Vertebrata	ITPR2	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	Metazoa	Chordata	2691	InterPro	0	absent			0	0.0				404
A0A8V5HE08	ITPR2	uniprot	ITPR	Vertebrata	ITPR2	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	Metazoa	Chordata	2652	InterPro	0	absent			0	0.0				404
A0A8V5HGP6	ITPR2	uniprot	ITPR	Vertebrata	ITPR2	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	Metazoa	Chordata	2641	InterPro	0	absent			0	0.0				404
A0A8W8ILP1	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Magallana gigas (Pacific oyster) (Crassostrea gigas)	Metazoa	Mollusca	2735	InterPro	0	absent			0	0.0				404
A0A8W8ILR8	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Magallana gigas (Pacific oyster) (Crassostrea gigas)	Metazoa	Mollusca	2740	InterPro	0	absent			0	0.0				404
A0A8W8IN35	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Magallana gigas (Pacific oyster) (Crassostrea gigas)	Metazoa	Mollusca	2732	InterPro	0	absent			0	0.0				404
A0A8W8INR6	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Magallana gigas (Pacific oyster) (Crassostrea gigas)	Metazoa	Mollusca	2735	InterPro	0	absent			0	0.0				404
A0A8W8JTZ9	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Magallana gigas (Pacific oyster) (Crassostrea gigas)	Metazoa	Mollusca	2824	InterPro	0	absent			0	0.0				404
A0A8W8JUK9	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Magallana gigas (Pacific oyster) (Crassostrea gigas)	Metazoa	Mollusca	2824	InterPro	0	absent			0	0.0				404
A0A8W8JY43	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Magallana gigas (Pacific oyster) (Crassostrea gigas)	Metazoa	Mollusca	2840	InterPro	0	absent			0	0.0				404
A0A8W8K1L7	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Magallana gigas (Pacific oyster) (Crassostrea gigas)	Metazoa	Mollusca	2905	InterPro	0	absent			0	0.0				404
A0A8W8LY42	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Magallana gigas (Pacific oyster) (Crassostrea gigas)	Metazoa	Mollusca	2140	InterPro	0	absent			0	0.0				404
A0A8W8M067	Inositol 1,4,5-trisphosphate receptor ty	uniprot	ITPR	Metazoa (non-vertebrate)		Magallana gigas (Pacific oyster) (Crassostrea gigas)	Metazoa	Mollusca	764	InterPro	1	full	A0A8W8M067	AF-A0A8W8M067-F1	764	1.0	1	6	2022-12-14	
A0A8W8M0U5	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Magallana gigas (Pacific oyster) (Crassostrea gigas)	Metazoa	Mollusca	562	InterPro	1	full	A0A8W8M0U5	AF-A0A8W8M0U5-F1	562	1.0	1	6	2022-12-14	
A0A8W8M2G2	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Magallana gigas (Pacific oyster) (Crassostrea gigas)	Metazoa	Mollusca	562	InterPro	1	full	A0A8W8M2G2	AF-A0A8W8M2G2-F1	562	1.0	1	6	2022-12-14	
A0A8W8M5G6	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Magallana gigas (Pacific oyster) (Crassostrea gigas)	Metazoa	Mollusca	2136	InterPro	0	absent			0	0.0				404
A0A8X6FX91	Itpr1	uniprot	ITPR	Metazoa (non-vertebrate)	Itpr1	Trichonephila clavata (Joro spider) (Nephila clavata)	Metazoa	Arthropoda	2793	InterPro	0	absent			0	0.0				404
A0A8X6FXK4	Itpr1	uniprot	ITPR	Metazoa (non-vertebrate)	Itpr1	Trichonephila clavata (Joro spider) (Nephila clavata)	Metazoa	Arthropoda	2764	InterPro	0	absent			0	0.0				404
A0A8X6H0D6	Itpr1	uniprot	ITPR	Metazoa (non-vertebrate)	Itpr1	Trichonephila clavata (Joro spider) (Nephila clavata)	Metazoa	Arthropoda	86	InterPro	1	full	A0A8X6H0D6	AF-A0A8X6H0D6-F1	86	1.0	1	6	2022-12-14	
A0A8X6L000	Itpr1	uniprot	ITPR	Metazoa (non-vertebrate)	Itpr1	Trichonephila clavata (Joro spider) (Nephila clavata)	Metazoa	Arthropoda	2767	InterPro	0	absent			0	0.0				404
A0A8X6Q7Z1	Itpr1	uniprot	ITPR	Metazoa (non-vertebrate)	Itpr1	Nephila pilipes (Giant wood spider) (Nephila maculata)	Metazoa	Arthropoda	2790	InterPro	0	absent			0	0.0				404
A0A8X6QA53	ITPR1	uniprot	ITPR	Metazoa (non-vertebrate)	ITPR1	Nephila pilipes (Giant wood spider) (Nephila maculata)	Metazoa	Arthropoda	2805	InterPro	0	absent			0	0.0				404
A0A8X6UF11	Itpr1	uniprot	ITPR	Metazoa (non-vertebrate)	Itpr1	Nephila pilipes (Giant wood spider) (Nephila maculata)	Metazoa	Arthropoda	2806	InterPro	0	absent			0	0.0				404
A0A8X6UFZ3	Itpr1	uniprot	ITPR	Metazoa (non-vertebrate)	Itpr1	Nephila pilipes (Giant wood spider) (Nephila maculata)	Metazoa	Arthropoda	2765	InterPro	0	absent			0	0.0				404
A0A8X6XS63	Itpr1	uniprot	ITPR	Metazoa (non-vertebrate)	Itpr1	Trichonephila inaurata madagascariensis	Metazoa	Arthropoda	2632	InterPro	0	absent			0	0.0				404
A0A8X7C684	Itpr1	uniprot	ITPR	Metazoa (non-vertebrate)	Itpr1	Trichonephila inaurata madagascariensis	Metazoa	Arthropoda	2663	InterPro	0	absent			0	0.0				404
A0A8X7C9Q3	Itpr1	uniprot	ITPR	Metazoa (non-vertebrate)	Itpr1	Trichonephila inaurata madagascariensis	Metazoa	Arthropoda	2657	InterPro	0	absent			0	0.0				404
A0A8X7CA37	Itpr1	uniprot	ITPR	Metazoa (non-vertebrate)	Itpr1	Trichonephila inaurata madagascariensis	Metazoa	Arthropoda	2648	InterPro	0	absent			0	0.0				404
A0A8X7CBL7	Itpr1	uniprot	ITPR	Metazoa (non-vertebrate)	Itpr1	Trichonephila inaurata madagascariensis	Metazoa	Arthropoda	2635	InterPro	0	absent			0	0.0				404
A0A8X8BN31	Itpr2	uniprot	ITPR	Vertebrata	Itpr2	Polypterus senegalus (Senegal bichir)	Metazoa	Chordata	2179	InterPro	0	absent			0	0.0				404
A0A8X8BRE4	Itpr3	uniprot	ITPR	Vertebrata	Itpr3	Polypterus senegalus (Senegal bichir)	Metazoa	Chordata	2534	InterPro	0	absent			0	0.0				404
A0A8X8BUC0	Itpr1	uniprot	ITPR	Vertebrata	Itpr1	Polypterus senegalus (Senegal bichir)	Metazoa	Chordata	2127	InterPro	0	absent			0	0.0				404
A0A903VT49	5564815	uniprot	ITPR	Metazoa (non-vertebrate)	5564815	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	Metazoa	Arthropoda	2912	InterPro	0	absent			0	0.0				404
A0A903X9C2	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Anopheles gambiae (African malaria mosquito)	Metazoa	Arthropoda	3005	InterPro	0	absent			0	0.0				404
A0A903ZG16	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Anopheles quadriannulatus (Mosquito)	Metazoa	Arthropoda	3103	InterPro	0	absent			0	0.0				404
A0A913HZP3	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Strongyloides stercoralis (Threadworm)	Metazoa	Nematoda	2976	InterPro	0	absent			0	0.0				404
A0A913WYC7	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	Metazoa	Cnidaria	2714	InterPro	0	absent			0	0.0				404
A0A913ZRM3	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Patiria miniata (Bat star) (Asterina miniata)	Metazoa	Echinodermata	2765	InterPro	0	absent			0	0.0				404
A0A913ZSN3	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Patiria miniata (Bat star) (Asterina miniata)	Metazoa	Echinodermata	2760	InterPro	0	absent			0	0.0				404
A0A913ZTA1	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Patiria miniata (Bat star) (Asterina miniata)	Metazoa	Echinodermata	2748	InterPro	0	absent			0	0.0				404
A0A913ZTM5	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Patiria miniata (Bat star) (Asterina miniata)	Metazoa	Echinodermata	2746	InterPro	0	absent			0	0.0				404
A0A914CMA8	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Acrobeloides nanus	Metazoa	Nematoda	2702	InterPro	0	absent			0	0.0				404
A0A914EEX3	Uncharacterized protein	uniprot	ITPR	Metazoa (non-vertebrate)		Acrobeloides nanus	Metazoa	Nematoda	796	InterPro	1	full	A0A914EEX3	AF-A0A914EEX3-F1	796	1.0	1	6	2023-02-22	
A0A914EMS7	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Acrobeloides nanus	Metazoa	Nematoda	1298	InterPro	0	absent			0	0.0				404
A0A914ENU2	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Acrobeloides nanus	Metazoa	Nematoda	1393	InterPro	0	absent			0	0.0				404
A0A914EPR9	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Acrobeloides nanus	Metazoa	Nematoda	1488	InterPro	0	absent			0	0.0				404
A0A914ER69	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Acrobeloides nanus	Metazoa	Nematoda	1479	InterPro	0	absent			0	0.0				404
A0A914HFY6	MIR domain-containing protein	uniprot	ITPR	Metazoa (non-vertebrate)		Globodera rostochiensis (Golden nematode worm) (Heterodera rostochiensis)	Metazoa	Nematoda	3693	InterPro	0	absent			0	0.0				404
A0A914HGQ2	MIR domain-containing protein	uniprot	ITPR	Metazoa (non-vertebrate)		Globodera rostochiensis (Golden nematode worm) (Heterodera rostochiensis)	Metazoa	Nematoda	3705	InterPro	0	absent			0	0.0				404
