group	upid	organism	taxid	protein_count	n_plc_x_only_domain	n_plc_y_only_domain	n_pi_plc	plc_status
fungi	UP000187429	Smittium culicis	133412	10576	1	1	1	present
fungi	UP000187455	Smittium mucronatum	133383	7962	0	0	0	absent
fungi	UP000188318	Aspergillus carbonarius (strain ITEM 5010)	602072	11037	3	2	2	present
fungi	UP000188320	Zancudomyces culisetae (Gut fungus) (Smittium culisetae)	1213189	7387	0	1	0	absent
fungi	UP000188533	Lentinula edodes (Shiitake mushroom) (Lentinus edodes)	5353	12046	4	4	4	present
fungi	UP000189513	Cyberlindnera fabianii (Yeast) (Hansenula fabianii)	36022	5507	2	1	1	present
fungi	UP000189580	Sugiyamaella lignohabitans	796027	5131	3	1	1	present
fungi	UP000189911	Lachancea nothofagi CBS 11611	1266666	5149	2	1	1	present
fungi	UP000190274	Lachancea dasiensis	1072105	5089	2	1	1	present
fungi	UP000190831	Lachancea fermentati (Zygosaccharomyces fermentati)	4955	5229	2	1	1	present
fungi	UP000191004	Trichoderma guizhouense	1491466	11254	5	4	4	present
fungi	UP000191024	Lachancea mirantina	1230905	5053	1	1	1	present
fungi	UP000191144	Lachancea meyersii CBS 8951	1266667	4993	2	1	1	present
fungi	UP000191285	Penicillium steckii	303698	10355	3	2	2	present
fungi	UP000191342	Penicillium flavigenum	254877	10875	3	2	2	present
fungi	UP000191408	Penicillium polonicum	60169	10627	2	2	2	present
fungi	UP000191500	Penicillium coprophilum	36646	8993	3	2	2	present
fungi	UP000191518	Penicillium vulpinum	29845	10245	3	2	2	present
fungi	UP000191522	Penicillium decumbens	69771	7144	2	1	1	present
fungi	UP000191612	Penicillium solitum	60172	11867	3	2	2	present
fungi	UP000191672	Penicillium antarcticum	416450	11372	3	2	2	present
fungi	UP000191691	Penicillium nalgiovense	60175	11728	2	1	1	present
fungi	UP000192596	Cryoendolithus antarcticus	1507870	18598	8	6	6	present
fungi	UP000192639	Enterospora canceri	1081671	2147	0	0	0	absent
fungi	UP000192927	Lasallia pustulata	136370	8267	3	2	2	present
fungi	UP000193067	Trametes coccinea (strain BRFM310) (Pycnoporus coccineus)	1353009	12648	1	1	1	present
fungi	UP000193144	Clohesyomyces aquaticus	1231657	15806	4	3	3	present
fungi	UP000193218	Kockovaella imperatae	4999	7388	1	1	1	present
fungi	UP000193240	Epicoccum nigrum (Soil fungus) (Epicoccum purpurascens)	105696	12021	5	4	4	present
fungi	UP000193411	Catenaria anguillulae PL171	765915	12599	1	1	1	present
fungi	UP000193467	Leucosporidium creatinivorum	106004	9828	1	1	1	present
fungi	UP000193498	Basidiobolus meristosporus CBS 931.73	1314790	15513	2	2	2	present
fungi	UP000193560	Absidia repens	90262	14767	0	0	0	absent
fungi	UP000193642	Rhizoclosmatium globosum	329046	16725	1	0	0	absent
fungi	UP000193648	Lobosporangium transversale	64571	11597	1	1	1	present
fungi	UP000193685	Protomyces lactucae-debilis	2754530	6702	1	1	1	present
fungi	UP000193689	Pseudomassariella vexata	1141098	12557	5	4	4	present
fungi	UP000193719	Piromyces finnis	1754191	10787	5	1	1	present
fungi	UP000193922	Linderina pennispora	61395	9274	1	1	1	present
fungi	UP000193944	Anaeromyces robustus	1754192	12666	3	1	1	present
fungi	UP000193986	Naematelia encephala	71784	7963	1	1	1	present
fungi	UP000194127	Postia placenta MAD-698-R-SB12	670580	12517	1	1	1	present
fungi	UP000194280	Hortaea werneckii EXF-2000	1157616	15464	9	6	5	present
fungi	UP000196158	Maudiozyma saulgeensis	1789683	5290	1	1	1	present
fungi	UP000198372	Microbotryum intermedium	269621	8013	1	1	1	present
fungi	UP000199069	Rhodotorula toruloides (Yeast) (Rhodosporidium toruloides)	5286	7496	1	1	1	present
fungi	UP000214365	Talaromyces atroroseus	1441469	9520	2	1	1	present
fungi	UP000215127	Zymoseptoria tritici (strain ST99CH_3D7)	1276538	11722	4	3	3	present
fungi	UP000215289	Aspergillus turcosus	1245748	9174	3	2	2	present
fungi	UP000215305	Aspergillus thermomutatus (Neosartorya pseudofischeri)	41047	9702	3	2	2	present
fungi	UP000217790	Armillaria gallica (Bulbous honey fungus) (Armillaria bulbosa)	47427	25522	3	3	3	present
fungi	UP000218334	Armillaria solidipes	1076256	20715	3	3	3	present
fungi	UP000218811	Wolfiporia cocos (strain MD-104) (Brown rot fungus)	742152	12196	1	1	1	present
fungi	UP000219286	Trichoderma parareesei (Filamentous fungus)	858221	9061	5	4	4	present
fungi	UP000219338	Armillaria ostoyae (Armillaria root rot fungus)	47428	22192	3	3	3	present
fungi	UP000222788	Ceratocystis fimbriata CBS 114723	1035309	7264	8	4	4	present
fungi	UP000223968	Helicocarpus griseus UAMH5409	1447875	10216	3	2	2	present
fungi	UP000224080	Blastomyces parvus	2060905	8197	3	2	2	present
fungi	UP000224634	Polytolypa hystricis (strain UAMH7299)	1447883	9934	3	2	2	present
fungi	UP000224854	Ophiocordyceps australis	1399860	7986	4	4	3	present
fungi	UP000225277	Ramularia collo-cygni	112498	11621	5	3	3	present
fungi	UP000226031	[Emmonsia] crescens	73230	8899	3	2	2	present
fungi	UP000226192	Ophiocordyceps australis	1399860	8168	5	4	4	present
fungi	UP000226431	Ophiocordyceps camponoti-rufipedis	2004952	7618	4	4	4	present
fungi	UP000230002	Ganoderma sinense ZZ0214-1	1077348	15394	1	1	1	present
fungi	UP000230249	Candidozyma auris (Yeast) (Candida auris)	498019	5433	2	1	1	present
fungi	UP000231358	Aspergillus arachidicola	656916	12090	3	2	2	present
fungi	UP000232875	Malassezia vespertilionis	2020962	3791	1	1	1	present
fungi	UP000233524	Lomentospora prolificans	41688	8533	6	4	4	present
fungi	UP000234254	Aspergillus campestris (strain IBT 28561)	1392248	9702	3	2	2	present
fungi	UP000234275	Aspergillus steynii IBT 23096	1392250	12965	3	2	2	present
fungi	UP000234474	Aspergillus novofumigatus (strain IBT 16806)	1392255	11480	3	2	2	present
fungi	UP000234585	Aspergillus candidus	41067	9639	3	2	2	present
fungi	UP000235023	Aspergillus taichungensis	482145	9689	3	2	2	present
fungi	UP000235371	Hyaloscypha bicolor E	1095630	18616	4	3	3	present
fungi	UP000235388	Puccinia coronata f. sp. avenae	200324	25533	4	2	2	present
fungi	UP000235672	Hyaloscypha hepaticicola	2082293	16778	3	2	2	present
fungi	UP000235786	Hyaloscypha variabilis (strain UAMH 11265 / GT02V1 / F) (Meliniomyces variabilis)	1149755	20347	3	2	2	present
fungi	UP000236544	Lachancea quebecensis	1654605	5071	2	1	1	present
fungi	UP000236621	Tolypocladium capitatum	45235	7634	6	4	4	present
fungi	UP000236664	Gibberella nygamai (Bean root rot disease fungus) (Fusarium nygamai)	42673	16018	11	9	7	present
fungi	UP000237144	Rhodotorula taiwanensis	741276	7012	1	1	1	present
fungi	UP000237438	Erysiphe pulchra	225359	6853	3	2	2	present
fungi	UP000237481	Tolypocladium paradoxum	94208	8979	5	4	4	present
fungi	UP000237631	Cercospora berteroae	357750	11903	4	3	3	present
fungi	UP000238274	Puccinia striiformis	27350	14536	2	1	1	present
fungi	UP000238350	Wickerhamiella sorbophila	45607	4707	1	1	1	present
fungi	UP000239156	Puccinia striiformis	27350	14992	3	1	1	present
fungi	UP000240493	Trichoderma asperellum (strain ATCC 204424 / CBS 433.97 / NBRC 101777)	1042311	12547	5	4	4	present
fungi	UP000240760	Trichoderma longibrachiatum ATCC 18648	983965	10930	5	4	4	present
fungi	UP000240830	Paramicrosporidium saccamoebae	1246581	3754	0	0	0	absent
fungi	UP000240883	Corynespora cassiicola Philippines	1448308	17125	4	3	3	present
fungi	UP000241107	Candidozyma pseudohaemuli	418784	5132	2	1	0	absent
fungi	UP000241462	Coniella lustricola	2025994	11309	7	5	5	present
fungi	UP000241546	Trichoderma citrinoviride	58853	9735	3	2	2	present
fungi	UP000241587	Fusarium culmorum	5516	12360	7	5	4	present
fungi	UP000241690	Trichoderma harzianum (strain CBS 226.95 / KCTC 16976) (Green mold) (Hypocrea lixii)	983964	14049	5	4	4	present
fungi	UP000241818	Amorphotheca resinae ATCC 22711	857342	9640	3	2	2	present
fungi	UP000242146	Hesseltinella vesiculosa	101127	11058	0	0	0	absent
fungi	UP000242180	Syncephalastrum racemosum (Filamentous fungus)	13706	11037	0	0	0	absent
fungi	UP000242254	Rhizopus microsporus ATCC 52813	1340429	10804	0	0	0	absent
fungi	UP000242287	Amanita thiersii Skay4041	703135	10343	3	3	3	present
fungi	UP000242474	Coemansia reversa (strain ATCC 12441 / NRRL 1564)	763665	7317	1	1	1	present
fungi	UP000242519	Diplocarpon coronariae	2795749	9355	4	3	3	present
fungi	UP000242525	Geotrichum candidum (Oospora lactis) (Dipodascus geotrichum)	1173061	6774	4	2	2	present
fungi	UP000242770	Sporisorium scitamineum	49012	7711	3	2	2	present
fungi	UP000242791	Blastomyces percursus	1658174	10283	3	2	2	present
fungi	UP000242875	Bifiguratus adelaidae	1938954	5718	0	0	0	absent
fungi	UP000242877	Ascosphaera apis ARSEF 7405	392613	6442	3	2	2	present
fungi	UP000243052	Eremothecium sinecaudum	45286	4524	2	1	1	present
fungi	UP000243081	Cordyceps confragosa (Lecanicillium lecanii)	2714763	8125	4	3	3	present
fungi	UP000243308	Podila verticillata NRRL 6337	1069443	1514	0	0	0	absent
fungi	UP000243498	Metarhizium rileyi (Nomuraea rileyi)	1649241	8763	6	4	4	present
fungi	UP000243515	Elaphomyces granulatus	519963	7169	3	2	2	present
fungi	UP000243519	Trichophyton violaceum	34388	7035	3	2	2	present
fungi	UP000243723	Elsinoe australis	40998	9222	4	3	3	present
fungi	UP000243797	Sphaceloma murrayae	2082308	8255	3	2	2	present
fungi	UP000243876	Sporidiobolus salmonicolor (Yeast-like fungus) (Sporobolomyces salmonicolor)	5005	4663	1	1	1	present
fungi	UP000244309	Candidozyma haemuli	45357	5240	2	1	1	present
fungi	UP000244406	Candidozyma duobushaemuli	1231522	5170	2	1	1	present
fungi	UP000244722	Tuber borchii (White truffle)	42251	12324	3	2	2	present
fungi	UP000244855	Periconia macrospinosa	97972	18722	4	3	3	present
fungi	UP000245383	Smittium simulii	133385	6456	1	1	1	present
fungi	UP000245591	Smittium angustum	133377	6707	1	1	1	present
fungi	UP000245609	Smittium megazygosporum	133381	6835	1	1	1	present
fungi	UP000245626	Violaceomyces palustris	1673888	8058	3	2	2	present
fungi	UP000245699	Furculomyces boomerangus	61424	6645	1	1	1	present
fungi	UP000245768	Acaromyces ingoldii	215250	8019	2	2	2	present
fungi	UP000245771	Meira miltonrushii	1280837	7452	2	2	2	present
fungi	UP000245783	Ceraceosorus guamensis	1522189	7822	2	2	2	present
fungi	UP000245884	Jaminaea rosea	1569628	6858	2	2	2	present
fungi	UP000245910	Fusarium venenatum	56646	13945	8	6	6	present
fungi	UP000245942	Microstroma glucosiphilum	1684307	6679	3	2	2	present
fungi	UP000245946	Tilletiopsis washingtonensis	58919	7007	2	2	2	present
fungi	UP000246171	Aspergillus eucalypticola (strain CBS 122712 / IBT 29274)	1448314	11883	3	2	2	present
fungi	UP000246702	Aspergillus sclerotioniger CBS 115572	1450535	12304	3	2	2	present
fungi	UP000246740	Testicularia cyperi	1882483	7036	2	2	2	present
fungi	UP000246991	Tuber magnatum (white Piedmont truffle)	42249	9390	3	1	1	present
fungi	UP000247233	Aspergillus heteromorphus CBS 117.55	1448321	10837	3	2	2	present
fungi	UP000247647	Aspergillus neoniger (strain CBS 115656)	1448310	11937	3	2	2	present
fungi	UP000247702	Rhizophagus clarus	94130	27461	1	1	1	present
fungi	UP000247810	Aspergillus ellipticus CBS 707.79	1448320	12861	3	2	2	present
fungi	UP000248340	Aspergillus uvarum CBS 121591	1448315	12014	3	2	2	present
fungi	UP000248349	Aspergillus saccharolyticus JOP 1030-1	1450539	10061	3	2	2	present
fungi	UP000248405	Aspergillus vadensis (strain CBS 113365 / IMI 142717 / IBT 24658)	1448311	12060	3	2	2	present
fungi	UP000248423	Aspergillus sclerotiicarbonarius (strain CBS 121057 / IBT 28362)	1448318	12562	3	2	2	present
fungi	UP000248817	Aspergillus indologenus CBS 114.80	1450541	12161	3	2	2	present
fungi	UP000248961	Aspergillus homomorphus (strain CBS 101889)	1450537	11360	3	2	2	present
fungi	UP000249056	Monilinia fructigena	38457	10740	2	2	1	present
fungi	UP000249057	Aspergillus brunneoviolaceus CBS 621.78	1450534	12073	3	2	2	present
fungi	UP000249293	Pichia kudriavzevii (Yeast) (Issatchenkia orientalis)	4909	5146	2	1	1	present
fungi	UP000249363	Talaromyces amestolkiae	1196081	10407	2	1	1	present
fungi	UP000249402	Aspergillus ibericus CBS 121593	1448316	11680	3	2	2	present
fungi	UP000249464	Microbotryum silenes-dioicae	796604	12674	1	1	1	present
fungi	UP000249497	Aspergillus japonicus CBS 114.51	1448312	12019	3	2	2	present
fungi	UP000249526	Aspergillus piperis CBS 112811	1448313	12061	3	2	2	present
fungi	UP000249619	Stemphylium lycopersici (Tomato gray leaf spot disease fungus) (Thyrospora lycopersici)	183478	9079	4	3	3	present
fungi	UP000249661	Aspergillus aculeatinus CBS 121060	1448322	12015	3	2	2	present
fungi	UP000249723	Microbotryum saponariae	289078	10396	1	1	1	present
fungi	UP000249748	Aspergillus costaricaensis CBS 115574	1448317	11865	3	2	2	present
fungi	UP000249757	Pyrenophora tritici-repentis (Wheat tan spot fungus) (Drechslera tritici-repentis)	45151	13351	4	3	3	present
fungi	UP000249789	Aspergillus fijiensis CBS 313.89	1448319	12018	3	2	2	present
fungi	UP000249829	Aspergillus violaceofuscus (strain CBS 115571)	1450538	12074	3	2	2	present
fungi	UP000250043	Obba rivulosa	1052685	13191	1	1	1	present
fungi	UP000250078	Cenococcum geophilum 1.58	794803	1910	0	0	0	absent
fungi	UP000250140	Glonium stellatum	574774	14277	4	3	3	present
fungi	UP000250266	Lepidopterella palustris CBS 459.81	1314670	13861	3	3	2	present
fungi	UP000252139	Rhizopus azygosporus (Rhizopus microsporus var. azygosporus)	86630	15771	0	0	0	absent
fungi	UP000253153	Fusarium coffeatum	231269	11778	8	6	6	present
fungi	UP000253472	Candida viswanathii	5486	10576	6	2	2	present
fungi	UP000253551	Rhizopus stolonifer (Rhizopus nigricans)	4846	13951	0	0	0	absent
fungi	UP000253664	Ophiocordyceps polyrhachis-furcata BCC 54312	1330021	10104	5	4	4	present
fungi	UP000253729	Aspergillus welwitschiae	1341132	13680	3	2	2	present
fungi	UP000254866	Venustampulla echinocandica	2656787	10697	4	3	3	present
fungi	UP000254937	Aspergillus phoenicis ATCC 13157	1353007	11665	3	2	2	present
fungi	UP000256328	Coleophoma crateriformis	565419	13254	4	3	3	present
fungi	UP000256645	Coleophoma cylindrospora	1849047	14176	4	3	3	present
fungi	UP000256690	Aspergillus mulundensis	1810919	11569	3	2	2	present
fungi	UP000256964	Lentinus brumalis	2498619	18174	1	1	1	present
fungi	UP000258309	Scytalidium lignicola (Hyphomycete)	5539	12794	3	2	2	present
fungi	UP000262825	Saccharomycodes ludwigii	36035	4013	2	1	1	present
fungi	UP000265631	Fusarium flagelliforme	2675880	13039	8	6	6	present
fungi	UP000265663	Pyrenophora seminiperda CCB06	1302712	8702	4	3	3	present
fungi	UP000266152	Fusarium sporotrichioides	5514	11960	9	6	6	present
fungi	UP000266188	Aspergillus sclerotialis	2070753	11306	3	2	2	present
fungi	UP000266234	Fusarium longipes	694270	11420	8	6	6	present
fungi	UP000266272	Trichoderma arundinaceum	490622	10471	5	4	4	present
fungi	UP000267145	Verticillium nonalfalfae	1051616	9427	5	4	4	present
fungi	UP000267251	Piptocephalis cylindrospora	1907219	4271	0	0	0	absent
fungi	UP000267821	Terfezia boudieri ATCC MYA-4762	1051890	12026	2	2	2	present
fungi	UP000268093	Jimgerdemannia flammicorona	994334	13497	0	0	0	absent
fungi	UP000268162	Dimargaris cristalligena	215637	7376	1	1	1	present
fungi	UP000268321	Australozyma monospora	3459182	4707	0	0	0	absent
fungi	UP000269721	Blyttiomyces helicus	388810	12137	0	1	0	absent
fungi	UP000269793	Malassezia restricta (strain ATCC 96810 / NBRC 103918 / CBS 7877) (Seborrheic dermatitis infection agent)	425264	4097	1	1	1	present
fungi	UP000271241	Thamnocephalis sphaerospora	78915	6769	1	1	1	present
fungi	UP000272025	Sodiomyces alkalinus (strain CBS 110278 / VKM F-3762 / F11) (Alkaliphilic filamentous fungus)	1314773	9397	6	4	4	present
fungi	UP000274822	Jimgerdemannia flammicorona	994334	13695	0	0	0	absent
fungi	UP000274922	Caulochytrium protostelioides	1555241	6161	1	1	1	present
fungi	UP000275078	Ascobolus immersus RN42	1160509	17778	3	2	2	present
fungi	UP000275385	Coniochaeta pulveracea	177199	10012	4	4	4	present
fungi	UP000276215	Choiromyces venosus 120613-1	1336337	17720	3	2	2	present
fungi	UP000277212	Fusarium kuroshium	2010991	16484	8	7	6	present
fungi	UP000277580	Morchella conica CCBAS932	1392247	11578	3	2	2	present
fungi	UP000278143	Syncephalis pseudoplumigaleata	1712513	5997	2	1	1	present
fungi	UP000279236	Apiotrichum porosum	105984	9145	2	2	2	present
fungi	UP000279259	Saitozyma podzolica	1890683	10205	1	1	1	present
fungi	UP000280685	Podospora comata	48703	10445	4	4	4	present
fungi	UP000283090	Arthrobotrys flagrans (Nematode-trapping fungus) (Trichothecium flagrans)	97331	10325	2	2	2	present
fungi	UP000283269	Psilocybe cyanescens	93625	15931	4	3	3	present
fungi	UP000283383	Golovinomyces cichoracearum	62708	6757	3	2	2	present
fungi	UP000283841	Paecilomyces variotii (Byssochlamys spectabilis)	264951	9264	2	1	1	present
fungi	UP000283895	Cytospora schulzeri	448051	10560	6	5	5	present
fungi	UP000284375	Cytospora chrysosperma (Cytospora canker fungus) (Sphaeria chrysosperma)	252740	9818	5	4	4	present
fungi	UP000284706	Gymnopilus dilepis	231916	16218	4	4	4	present
fungi	UP000284842	Panaeolus cyanescens	181874	13419	3	3	3	present
fungi	UP000285146	Cytospora leucostoma	1230097	10071	5	5	5	present
fungi	UP000286045	Xylaria grammica	363999	12125	5	4	4	present
fungi	UP000286134	Erysiphe neolycopersici	212602	6847	3	2	2	present
fungi	UP000286921	Aspergillus awamori (Black koji mold)	105351	11139	3	2	2	present
fungi	UP000287124	Fusarium euwallaceae	1147111	17627	8	7	6	present
fungi	UP000287144	Fusarium oligoseptatum	2604345	17739	8	7	6	present
fungi	UP000287166	Sparassis crispa	139825	13078	1	1	1	present
fungi	UP000287972	Fusarium floridanum	1325733	16761	8	6	6	present
fungi	UP000288168	Fusarium duplospermum	1325734	16262	8	7	6	present
fungi	UP000288429	Fusarium ambrosium	131363	17261	8	7	6	present
fungi	UP000289152	Tremella mesenterica (Jelly fungus)	5217	8061	1	1	1	present
fungi	UP000290288	Candolleomyces aberdarensis	2316362	14686	3	3	3	present
fungi	UP000290900	Brettanomyces naardenensis (Yeast)	13370	5175	2	1	1	present
fungi	UP000292082	Dichomitus squalens	114155	15221	1	1	1	present
fungi	UP000292447	Metschnikowia aff. pulcherrima	2163413	5795	2	1	1	present
fungi	UP000292702	Steccherinum ochraceum	92696	12246	1	1	1	present
fungi	UP000293195	Alternaria tenuissima	119927	13806	4	3	3	present
fungi	UP000293360	Monosporascus ibericus	155417	11059	5	4	4	present
fungi	UP000293547	Alternaria gaisen	167740	13201	4	3	3	present
fungi	UP000293823	Alternaria arborescens	156630	12852	4	3	3	present
fungi	UP000294003	Monosporascus cannonballus	155416	10677	5	4	4	present
fungi	UP000294933	Rickenella mellea	50990	17053	2	2	2	present
fungi	UP000295083	Colletotrichum spinosum	1347390	12539	4	3	3	present
fungi	UP000295604	Colletotrichum sidae	1347389	12442	4	3	3	present
fungi	UP000295703	Colletotrichum trifolii	5466	12236	5	4	4	present
fungi	UP000297229	Botrytis elliptica	278938	12555	3	2	2	present
fungi	UP000297280	Botrytis porri	87229	11857	3	2	2	present
fungi	UP000297299	Botryotinia calthae	38488	12263	3	2	2	present
fungi	UP000297452	Botryotinia narcissicola	278944	12236	2	1	1	present
fungi	UP000297527	Botryotinia convoluta	54673	12417	3	2	2	present
fungi	UP000297716	Xylaria hypoxylon	37992	11037	5	4	4	present
fungi	UP000297777	Botrytis tulipae	87230	12564	3	2	2	present
fungi	UP000297814	Botrytis hyacinthi	278943	12130	3	2	2	present
fungi	UP000297910	Botrytis paeoniae	278948	12045	3	2	2	present
