accession	organism	vclass	cell	bait	clade	family	class	contig_a	start_a	end_a	strand_a	cov_a	contig_b	start_b	end_b	strand_b	cov_b	q_overlap_frac	genomic_gap_bp	same_contig	same_strand	within_one_locus
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	P11881	ITPR1	ITPR	dispersed	NC_092013.1	9877267	9939217	+	1	NC_092013.1	31204413	31279309	+	1	1	21265195	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	P70227	ITPR3	ITPR	dispersed	NC_092013.1	9877270	9939172	+	0.997	NC_092013.1	31204416	31278007	+	1	1	21265243	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	Q14571	ITPR2	ITPR	dispersed	NC_092013.1	9877267	9939193	+	0.9978	NC_092013.1	31204413	31279496	+	1	1	21265219	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	Q14573	ITPR3	ITPR	dispersed	NC_092013.1	9877270	9939172	+	0.997	NC_092013.1	31204416	31278007	+	1	1	21265243	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	Q14643	ITPR1	ITPR	dispersed	NC_092013.1	9877267	9939217	+	1	NC_092013.1	31204413	31279309	+	1	1	21265195	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	Q9Z329	ITPR2	ITPR	dispersed	NC_092013.1	9877267	9939193	+	0.9978	NC_092013.1	31204413	31279496	+	1	1	21265219	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	W5MYT2	vertebrate_basal	ITPR	dispersed	NC_092013.1	9877267	9939217	+	1	NC_092013.1	31204413	31279309	+	1	1	21265195	1	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_092015.1	4578745	4633739	-	0.997	NC_092024.1	10109612	10187897	+	0.9978	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_092015.1	4578745	4633739	-	0.997	NC_092025.1	11356847	11399529	-	0.996	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_092015.1	4578745	4633739	-	0.997	NC_092029.1	16488509	16577936	-	0.9962	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_092015.1	4578745	4633739	-	0.997	NC_092031.1	20464652	20573598	-	0.996	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_092024.1	10109612	10187897	+	0.9978	NC_092025.1	11356847	11399529	-	0.996	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_092024.1	10109612	10187897	+	0.9978	NC_092029.1	16488509	16577936	-	0.9962	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_092024.1	10109612	10187897	+	0.9978	NC_092031.1	20464652	20573598	-	0.996	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_092025.1	11356847	11399529	-	0.996	NC_092029.1	16488509	16577936	-	0.9962	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_092025.1	11356847	11399529	-	0.996	NC_092031.1	20464652	20573598	-	0.996	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_092029.1	16488509	16577936	-	0.9962	NC_092031.1	20464652	20573598	-	0.996	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_092015.1	4578745	4633721	-	0.9972	NC_092024.1	10109633	10187897	+	0.9978	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_092015.1	4578745	4633721	-	0.9972	NC_092025.1	11356847	11399526	-	0.9972	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_092015.1	4578745	4633721	-	0.9972	NC_092029.1	16488509	16577930	-	0.9972	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_092015.1	4578745	4633721	-	0.9972	NC_092031.1	20464652	20573595	-	0.9972	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_092024.1	10109633	10187897	+	0.9978	NC_092025.1	11356847	11399526	-	0.9972	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_092024.1	10109633	10187897	+	0.9978	NC_092029.1	16488509	16577930	-	0.9972	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_092024.1	10109633	10187897	+	0.9978	NC_092031.1	20464652	20573595	-	0.9972	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_092025.1	11356847	11399526	-	0.9972	NC_092029.1	16488509	16577930	-	0.9972	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_092025.1	11356847	11399526	-	0.9972	NC_092031.1	20464652	20573595	-	0.9972	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_092029.1	16488509	16577930	-	0.9972	NC_092031.1	20464652	20573595	-	0.9972	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092024.1	10088839	10187897	+	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092025.1	11356847	11404002	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092029.1	16488509	16593970	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_092024.1	10088839	10187897	+	1	NC_092025.1	11356847	11404002	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_092024.1	10088839	10187897	+	1	NC_092029.1	16488509	16593970	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_092024.1	10088839	10187897	+	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_092025.1	11356847	11404002	-	1	NC_092029.1	16488509	16593970	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_092025.1	11356847	11404002	-	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_092029.1	16488509	16593970	-	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092024.1	10088839	10187897	+	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092025.1	11356847	11404002	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092029.1	16488509	16593970	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_092024.1	10088839	10187897	+	1	NC_092025.1	11356847	11404002	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_092024.1	10088839	10187897	+	1	NC_092029.1	16488509	16593970	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_092024.1	10088839	10187897	+	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_092025.1	11356847	11404002	-	1	NC_092029.1	16488509	16593970	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_092025.1	11356847	11404002	-	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_092029.1	16488509	16593970	-	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092023.1	8908502	8970387	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092024.1	10088839	10187897	+	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092025.1	11356847	11404002	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092029.1	16488509	16593970	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_092023.1	8908502	8970387	-	1	NC_092024.1	10088839	10187897	+	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_092023.1	8908502	8970387	-	1	NC_092025.1	11356847	11404002	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_092023.1	8908502	8970387	-	1	NC_092029.1	16488509	16593970	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_092023.1	8908502	8970387	-	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_092024.1	10088839	10187897	+	1	NC_092025.1	11356847	11404002	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_092024.1	10088839	10187897	+	1	NC_092029.1	16488509	16593970	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_092024.1	10088839	10187897	+	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_092025.1	11356847	11404002	-	1	NC_092029.1	16488509	16593970	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_092025.1	11356847	11404002	-	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_092029.1	16488509	16593970	-	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_092024.1	10088842	10187897	+	1	NC_092031.1	20464652	20619135	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_092015.1	4578745	4633721	-	1	NC_092024.1	10109642	10187897	+	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_092015.1	4578745	4633721	-	1	NC_092025.1	11356847	11399526	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_092015.1	4578745	4633721	-	1	NC_092029.1	16488509	16577930	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_092015.1	4578745	4633721	-	1	NC_092031.1	20464652	20573595	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_092024.1	10109642	10187897	+	1	NC_092025.1	11356847	11399526	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_092024.1	10109642	10187897	+	1	NC_092029.1	16488509	16577930	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_092024.1	10109642	10187897	+	1	NC_092031.1	20464652	20573595	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_092025.1	11356847	11399526	-	1	NC_092029.1	16488509	16577930	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_092025.1	11356847	11399526	-	1	NC_092031.1	20464652	20573595	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_092029.1	16488509	16577930	-	1	NC_092031.1	20464652	20573595	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092024.1	10088839	10187897	+	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092025.1	11356847	11404002	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092029.1	16488509	16593970	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_092015.1	4578745	4646954	-	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_092024.1	10088839	10187897	+	1	NC_092025.1	11356847	11404002	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_092024.1	10088839	10187897	+	1	NC_092029.1	16488509	16593970	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_092024.1	10088839	10187897	+	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	0	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_092025.1	11356847	11404002	-	1	NC_092029.1	16488509	16593970	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_092025.1	11356847	11404002	-	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	1	0
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_092029.1	16488509	16593970	-	1	NC_092031.1	20464652	20619138	-	1	1	-1	0	1	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0A4W3GWE7	ITPR3	ITPR	dispersed	NC_091743.1	45043817	45241801	-	0.9973	NC_091743.1	49798513	49917470	+	0.9939	1	4556711	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0A4W3JHJ0	vertebrate_basal	ITPR	dispersed	NC_091743.1	45043802	45206659	-	0.9724	NC_091743.1	49832793	49917515	+	0.9732	1	4626133	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0A670JBK6	ITPR1	ITPR	dispersed	NC_091743.1	45043802	45241804	-	1	NC_091743.1	49798510	49917515	+	1	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0A672IUQ7	ITPR1	ITPR	dispersed	NC_091743.1	45043802	45241804	-	1	NC_091743.1	49798510	49917515	+	1	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0A672UP22	ITPR2	ITPR	dispersed	NC_091743.1	45043808	45241804	-	1	NC_091743.1	49798510	49917509	+	1	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0A6I8RGU0	ITPR2	ITPR	dispersed	NC_091743.1	45043814	45241804	-	1	NC_091743.1	49798510	49917503	+	1	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0A6J0TV85	ITPR3	ITPR	dispersed	NC_091743.1	45043823	45241801	-	1	NC_091743.1	49798513	49917494	+	1	1	4556711	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0A7K6LHC3	ITPR3	ITPR	dispersed	NC_091743.1	45043823	45241801	-	1	NC_091743.1	49798513	49917494	+	1	1	4556711	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0A8J0SYK9	ITPR3	ITPR	dispersed	NC_091743.1	45043847	45241801	-	0.9929	NC_091743.1	49798513	49917470	+	0.9929	1	4556711	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0A8J0T3U5	ITPR1	ITPR	dispersed	NC_091743.1	45043802	45241804	-	1	NC_091743.1	49798510	49917515	+	1	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0A8M2BDG0	ITPR1	ITPR	dispersed	NC_091743.1	45043802	45241804	-	1	NC_091743.1	49798510	49917515	+	1	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0A8M9PQQ3	ITPR2	ITPR	dispersed	NC_091743.1	45043835	45241804	-	0.9966	NC_091743.1	49798510	49917479	+	0.9962	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0A8V0ZJT0	ITPR1	ITPR	dispersed	NC_091743.1	45043802	45241816	-	0.9975	NC_091743.1	49798504	49917515	+	0.9957	1	4556687	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0A8V1ACE6	ITPR3	ITPR	dispersed	NC_091743.1	45043823	45241801	-	1	NC_091743.1	49798513	49917494	+	1	1	4556711	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0AAJ7U4X1	vertebrate_basal	ITPR	dispersed	NC_091743.1	45043805	45241804	-	0.9996	NC_091743.1	49798510	49917512	+	0.9996	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0AAX7UHL1	ITPR2	ITPR	dispersed	NC_091743.1	45043811	45241804	-	1	NC_091743.1	49798510	49917479	+	0.9967	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0ABM1LG32	ITPR2	ITPR	dispersed	NC_091743.1	45043826	45241804	-	0.9978	NC_091743.1	49798510	49917491	+	0.9978	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	A0ABM4F3U0	ITPR1	ITPR	dispersed	NC_091743.1	45043802	45241804	-	1	NC_091743.1	49798510	49917515	+	1	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	F1P1X4	ITPR2	ITPR	dispersed	NC_091743.1	45043808	45241804	-	1	NC_091743.1	49798510	49917509	+	1	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	H3A1P5	ITPR1	ITPR	dispersed	NC_091743.1	45043802	45206843	-	1	NC_091743.1	49830637	49917515	+	1	1	4623793	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	H3B932	ITPR3	ITPR	dispersed	NC_091743.1	45043808	45241801	-	0.9978	NC_091743.1	49798513	49917509	+	0.9978	1	4556711	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	P11881	ITPR1	ITPR	dispersed	NC_091743.1	45043802	45241804	-	1	NC_091743.1	49798510	49917515	+	1	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	P70227	ITPR3	ITPR	dispersed	NC_091743.1	45043847	45241801	-	0.997	NC_091743.1	49798513	49917470	+	0.997	1	4556711	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	Q14571	ITPR2	ITPR	dispersed	NC_091743.1	45043826	45241804	-	0.9978	NC_091743.1	49798510	49917491	+	0.9978	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	Q14573	ITPR3	ITPR	dispersed	NC_091743.1	45043847	45241801	-	0.997	NC_091743.1	49798513	49917470	+	0.997	1	4556711	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	Q14643	ITPR1	ITPR	dispersed	NC_091743.1	45043802	45241804	-	1	NC_091743.1	49798510	49917515	+	1	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	Q9Z329	ITPR2	ITPR	dispersed	NC_091743.1	45043826	45241804	-	0.9978	NC_091743.1	49798510	49917491	+	0.9978	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	W5MYT2	vertebrate_basal	ITPR	dispersed	NC_091743.1	45043802	45241804	-	1	NC_091743.1	49798510	49917515	+	1	1	4556705	1	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_091742.1	12356541	12447578	-	0.998	NC_091750.1	45745597	45796737	+	0.996	1	-1	0	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_091742.1	12356541	12447578	-	0.998	NC_091753.1	58721767	58821915	+	0.9962	1	-1	0	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_091742.1	12356541	12447578	-	0.998	NC_091756.1	3032040	3710657	-	0.996	1	-1	0	1	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_091742.1	12356541	12447578	-	0.998	NC_091758.1	33465891	33574290	-	0.9962	1	-1	0	1	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_091750.1	45745597	45796737	+	0.996	NC_091753.1	58721767	58821915	+	0.9962	1	-1	0	1	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_091750.1	45745597	45796737	+	0.996	NC_091756.1	3032040	3710657	-	0.996	1	-1	0	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_091750.1	45745597	45796737	+	0.996	NC_091758.1	33465891	33574290	-	0.9962	1	-1	0	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_091753.1	58721767	58821915	+	0.9962	NC_091756.1	3032040	3710657	-	0.996	1	-1	0	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_091753.1	58721767	58821915	+	0.9962	NC_091758.1	33465891	33574290	-	0.9962	1	-1	0	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	NC_091756.1	3032040	3710657	-	0.996	NC_091758.1	33465891	33574290	-	0.9962	1	-1	0	1	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_091742.1	12356541	12447545	-	0.9972	NC_091750.1	45745600	45796737	+	0.9972	1	-1	0	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_091742.1	12356541	12447545	-	0.9972	NC_091753.1	58721773	58821915	+	0.9972	1	-1	0	0	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_091742.1	12356541	12447545	-	0.9972	NC_091756.1	3032040	3710654	-	0.9972	1	-1	0	1	0
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	A0A4W3I1N0	RYR	RYR	dispersed	NC_091742.1	12356541	12447545	-	0.9972	NC_091758.1	33465891	33574284	-	0.9972	1	-1	0	1	0
