accession	organism	vclass	vorder	cell	locus_idx	mp_id	bait	bait_paralog	frame_via_cell	reference	strand	contig	start	end	coverage	identity	q_start	q_end	residues	n_blocks	n_exons	n_merges	n_introns	frame_steps	cds_bp	span_bp	total_intron_bp	median_intron_bp	max_intron_bp	min_intron_bp_seen	mean_exon_bp	frame_balance_bp	canonical_junctions	minor_junctions	non_canonical_junctions	frac_canonical	in_scope	excluded_by
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	ITPR3	0	MP000014	A0A8V1ACE6	ITPR3	0	Q14573	+	NW_009724829.1	7199	36315	0.9801	0.9666	54	2664	2611	56	56	0	55	0	7866	29117	21251	272	2633	80	140.46	30	55	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	RYR	0	MP000059	A0A3Q0HBW9	RYR2	0	Q92736	+	NW_009695996.1	7973	116339	0.3694	0.9501	97	1938	1842	33	33	0	32	0	5526	108367	102841	2144.5	11461	268	167.45	0	31	0	1	0.9688	0	A1_not_a_gene_copy
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	RYR	5	MP000063	A0A3Q0HBW9	RYR2	0	Q92736	+	NW_009717674.1	3858	38461	0.1968	0.7251	2084	3064	981	23	23	0	22	0	2928	34604	31676	1210	4297	149	127.3	-15	22	0	0	1	0	A1_not_a_gene_copy
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	RYR	1	MP000060	A0A3Q0HBW9	RYR2	0	Q92736	-	NW_009719811.1	97238	148019	0.3881	0.7065	3052	4986	1935	41	41	0	40	0	5829	50782	44953	778	7284	112	142.17	21	39	1	0	1	0	A1_not_a_gene_copy
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	RYR	4	MP000032	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_009721322.1	1243	25991	0.1528	0.9908	2159	2917	759	18	18	0	17	0	2277	24749	22472	1187	2895	463	126.5	0	17	0	0	1	0	A1_not_a_gene_copy
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	RYR	3	MP000041	A0A4W3I1N0		0	Q92736	-	NW_009733149.1	2615	33884	0.3087	0.6533	531	2068	1538	24	24	0	23	1	4516	31270	26754	692	4808	153	188.17	-98	23	0	0	1	0	A1_not_a_gene_copy
GCF_000703405.1	Apaloderma vittatum	Aves	Trogoniformes	RYR	2	MP000031	A0A8V0Y8K1	RYR2	0	Q92736	+	NW_009733513.1	1245	38464	0.2303	0.9712	3825	4968	1144	21	21	0	20	0	3432	37220	33788	1500.5	5236	320	163.43	-3	20	0	0	1	0	A1_not_a_gene_copy
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	NW_010586921.1	15921	167153	1	0.986	1	2779	2779	62	62	0	61	0	8337	151233	142896	1157	31600	75	134.47	-3	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	ITPR3	0	MP000017	A0A8V1ACE6	ITPR3	0	Q14573	-	NW_010580621.1	261234	277596	0.5679	0.9881	1152	2664	1513	32	32	0	31	0	4542	16363	11821	320	1576	82	141.94	0	30	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	RYR	1	MP000025	A0A6I8Q6P7	RYR1	0	Q92736	+	NW_010578151.1	58592	231349	0.9504	0.6628	1	4787	4787	95	95	0	94	0	13986	172758	158772	852.5	34385	90	147.22	-375	94	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000705375.1	Tinamus guttatus	Aves	Tinamiformes	RYR	0	MP000027	A0A8V0Y8K1	RYR2	0	Q92736	+	NW_010585014.1	4760	255281	0.993	0.9767	36	4968	4933	102	102	0	101	0	14805	250522	235717	1301	17710	124	145.15	3	101	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	NW_009647846.1	1649191	1825300	1	0.9924	1	2779	2779	62	62	0	61	0	8337	176110	167773	1356	33312	83	134.47	-3	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	ITPR2	0	MP000050	A0A672UP22	ITPR2	0	Q14571	-	NW_009647222.1	8091789	8321713	0.9885	0.9809	32	2700	2669	56	56	0	55	0	8007	229925	221918	1599	36813	98	142.98	-3	53	1	1	0.9818	0	A2_contig_cannot_span_the_gene
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	ITPR3	0	MP000018	A0A8V1ACE6	ITPR3	0	Q14573	+	NW_009649114.1	2954128	2988562	0.9861	0.9871	38	2664	2627	57	57	0	56	0	7884	34435	26551	286	3970	82	138.32	0	54	1	1	0.9821	0	A2_contig_cannot_span_the_gene
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	RYR	1	MP000033	A0A6I8Q6P7	RYR1	0	Q92736	-	NW_009648876.1	6210	230186	0.8878	0.6705	1	4472	4472	88	88	0	87	0	13188	223977	210789	1037	52168	108	149.86	-228	87	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000708025.1	Charadrius vociferus	Aves	Charadriiformes	RYR	0	MP000035	A0A8V0Y8K1	RYR2	0	Q92736	+	NW_009661370.1	220745	555934	0.993	0.9834	36	4968	4933	102	102	0	101	0	14808	335190	320382	1691	23403	110	145.18	6	100	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	Bucerotiformes	ITPR3	0	MP000014	A0A8V1ACE6	ITPR3	0	Q14573	+	NW_010410538.1	7379	41031	0.991	0.9727	25	2664	2640	57	57	0	56	1	8021	33653	25632	282.5	4049	81	140.72	98	55	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	Bucerotiformes	RYR	1	MP000024	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_010392730.1	13332	49883	0.2246	0.9758	3853	4968	1116	20	20	0	19	0	3351	36552	33201	1419	5705	368	167.55	0	19	0	0	1	0	A1_not_a_gene_copy
GCF_000710305.1	Buceros rhinoceros silvestris	Aves	Bucerotiformes	RYR	0	MP000023	A0A8V0Y8K1	RYR2	0	Q92736	+	NW_010420577.1	1174	119029	0.7758	0.6727	552	4405	3854	72	72	0	71	1	11534	117856	106322	937	8480	110	160.19	-28	71	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	NW_009954216.1	1102883	1279407	1	0.987	1	2779	2779	62	62	0	61	0	8316	176525	168209	1251	28225	85	134.13	-21	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	ITPR2	0	MP000046	A0A672UP22	ITPR2	0	Q14571	+	NW_009954317.1	1129924	1328515	0.783	0.9849	1	2114	2114	45	45	0	44	0	6342	198592	192250	1342	37977	101	140.93	0	44	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	ITPR3	0	MP000020	A0A8V1ACE6	ITPR3	0	Q14573	+	NW_009970727.1	639585	678221	0.9906	0.9841	26	2664	2639	58	58	0	57	0	7926	38637	30711	285	6981	80	136.66	6	56	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	RYR	1	MP000030	A0A6I8Q6P7	RYR1	0	Q92736	-	NW_009952265.1	3644051	3858654	1	0.6709	1	5037	5037	102	102	0	101	0	14622	214604	199982	1071	35719	105	143.35	-492	100	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_000747805.2	Chaetura pelagica	Aves	Apodiformes	RYR	0	MP000032	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_009953215.1	1252334	1601770	0.9974	0.9792	14	4968	4955	104	104	0	103	1	14879	349437	334558	1450	88090	120	143.07	11	103	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	-	NW_021939063.1	1462321	1618265	1	0.9874	1	2779	2779	62	62	0	61	0	8337	155945	147608	1037	29874	76	134.47	0	60	1	0	1	1	
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	ITPR2	0	MP000051	A0A672UP22	ITPR2	0	Q14571	-	NW_021940729.1	2305507	2544400	1	0.9811	1	2700	2700	57	57	0	56	0	8100	238894	230794	1614	33994	104	142.11	-3	55	1	0	1	1	
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	ITPR3	0	MP000052	A0A7K6LHC3	ITPR3	0	Q14573	+	NW_021940585.1	5497251	5527570	0.9888	0.9868	31	2670	2640	57	57	0	56	0	7944	30320	22376	255.5	2923	75	139.37	21	56	0	0	1	1	
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	RYR	1	MP000033	A0A6I8Q6P7	RYR1	0	Q92736	-	NW_021940750.1	10971189	11183170	1	0.6753	1	5037	5037	102	102	0	101	0	14589	211982	197393	1036	46549	104	143.03	-525	100	1	0	1	1	
GCF_001715985.3	Manacus vitellinus	Aves	Passeriformes	RYR	0	MP000035	A0A8V0Y8K1	RYR2	0	Q92736	-	NW_021940864.1	26045512	26422755	0.9968	0.9784	17	4968	4952	103	103	0	102	0	14865	377244	362379	1532	88609	102	144.32	6	102	0	0	1	1	
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	-	NW_020454760.1	1617916	1763627	1	0.987	1	2779	2779	62	62	0	61	0	8337	145712	137375	1142	30090	77	134.47	-3	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	ITPR2	0	MP000009	F1P1X4	ITPR2	0	Q14571	-	NW_020455560.1	467090	706888	1	0.9748	1	2700	2700	57	57	0	56	0	8103	239799	231696	1369.5	34276	82	142.16	0	55	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	ITPR3	0	MP000017	A0A8V1ACE6	ITPR3	0	Q14573	+	NW_020456276.1	2224565	2260757	1	0.9801	1	2664	2664	58	58	0	57	0	8001	36193	28192	262	5460	79	137.95	6	56	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	RYR	0	MP000033	A0A8V0Y8K1	RYR2	0	Q92736	+	NW_020455171.1	388668	726178	0.9974	0.9748	14	4968	4955	103	103	0	102	0	14874	337511	322637	1302	94964	126	144.41	6	102	0	0	1	0	A2_contig_cannot_span_the_gene
GCF_003342845.1	Nothoprocta perdicaria	Aves	Tinamiformes	RYR	1	MP000030	A0A6I8Q6P7	RYR1	0	Q92736	-	NW_020456087.1	1002751	1177419	1	0.6761	1	5037	5037	102	102	0	101	1	14867	174669	159802	864	31978	114	145.75	-247	100	1	0	1	0	A2_contig_cannot_span_the_gene
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	ITPR1	0	MP000002	P11881	ITPR1	0	Q14643	-	NC_048601.1	35945890	36263310	1	0.9956	1	2749	2749	60	60	0	59	0	8250	317421	309171	2306	94529	102	137.5	0	57	2	0	1	1	
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	ITPR2	0	MP000009	Q9Z329	ITPR2	0	Q14571	+	NC_048601.1	3196447	3606830	1	0.9708	1	2701	2701	57	57	0	56	0	8106	410384	402278	3194.5	53358	86	142.21	0	55	1	0	1	1	
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	ITPR3	0	MP000017	P70227	ITPR3	0	Q14573	+	NW_023276806.1	232250457	232311552	1	0.9678	1	2670	2670	58	58	0	57	0	8010	61096	53086	355	15746	75	138.1	-3	57	0	0	1	1	
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	RYR	0	MP000035	Q92736	RYR2	0	Q92736	-	NC_048596.1	235528307	236105482	1	0.9751	1	4967	4967	105	105	0	104	0	14925	577176	562251	2220.5	176034	166	142.14	21	103	1	0	1	1	
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	RYR	2	MP000034	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_048599.1	65228657	65746342	1	0.6701	1	5037	5037	100	100	0	99	1	14792	517686	502894	1782	153828	112	147.92	-322	99	0	0	1	1	
GCF_003668045.3	Cricetulus griseus	Mammalia	Rodentia	RYR	1	MP000032	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_048602.1	6699547	6824046	1	0.7919	1	5037	5037	105	105	0	104	1	15109	124500	109391	680.5	7198	74	143.9	-5	100	4	0	1	1	
GCF_003957555.1	Calypte anna	Aves	Apodiformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	NC_044258.1	19887535	20043996	1	0.9878	1	2779	2779	62	62	0	61	0	8337	156462	148125	1251	27424	83	134.47	-3	60	1	0	1	1	
GCF_003957555.1	Calypte anna	Aves	Apodiformes	ITPR2	0	MP000051	A0A672UP22	ITPR2	0	Q14571	+	NC_044244.1	42102890	42358908	1	0.9814	1	2700	2700	57	57	0	56	1	8101	256019	247918	1617	36243	102	142.12	-2	55	1	0	1	1	
GCF_003957555.1	Calypte anna	Aves	Apodiformes	ITPR3	0	MP000018	A0A8V1ACE6	ITPR3	0	Q14573	-	NC_044271.1	5719989	5754896	0.9854	0.9644	40	2664	2625	56	56	0	55	1	7886	34908	27022	295	3461	81	140.82	8	54	1	0	1	1	
GCF_003957555.1	Calypte anna	Aves	Apodiformes	RYR	0	MP000035	A0A8V0Y8K1	RYR2	0	Q92736	+	NC_044246.1	6821233	7160598	1	0.9722	1	4968	4968	104	104	0	103	0	14904	339366	324462	1407	76524	121	143.31	-3	103	0	0	1	1	
GCF_003957555.1	Calypte anna	Aves	Apodiformes	RYR	1	MP000033	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_044251.1	11677553	11885029	1	0.6734	1	5037	5037	101	101	0	100	0	14613	207477	192864	1024	40770	107	144.68	-501	98	2	0	1	1	
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	ITPR1	0	MP000002	P11881	ITPR1	0	Q14643	-	NC_041749.1	96266008	96579999	1	0.9637	1	2749	2749	59	59	0	58	0	8271	313992	305721	2083	84208	90	140.19	21	57	1	0	1	1	
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	ITPR2	0	MP000008	Q14571	ITPR2	0	Q14571	+	NC_041729.1	161959785	162388210	1	0.9178	1	2701	2701	57	57	0	56	0	8094	428426	420332	4006.5	55015	86	142	-12	55	1	0	1	1	
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	ITPR3	0	MP000016	Q14573	ITPR3	0	Q14573	+	NC_041734.1	67217745	67290685	1	0.9148	1	2671	2671	58	58	0	57	0	8007	72941	64934	672	14705	105	138.05	-9	57	0	0	1	1	
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	RYR	1	MP000031	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_041732.1	2780782	2851019	1	0.8055	1	5037	5037	103	103	0	102	0	15174	70238	55064	365.5	2792	78	147.32	60	102	0	0	1	1	
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	RYR	2	MP000041	A0AAJ7XD62		0	Q92736	-	NC_041740.1	41754594	41824969	1	0.6016	1	5168	5168	102	102	0	101	3	15167	70376	55209	349	7798	82	148.7	-340	101	0	0	1	1	
GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	Monotremata	RYR	0	MP000033	Q92736	RYR2	0	Q92736	+	NC_041746.1	1800257	2031660	1	0.9174	1	4967	4967	104	104	0	103	2	14874	231404	216530	1368	42424	85	143.02	-30	103	0	0	1	1	
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	ITPR1	0	MP000071	A0ABM4F3U0	ITPR1	0	Q14643	-	NC_067410.1	44427554	44866167	1	0.8723	1	2750	2750	58	58	0	57	2	8280	438614	430334	2469	93722	79	142.76	27	56	1	0	1	1	
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	ITPR2	0	MP000013	Q14571	ITPR2	0	Q14571	-	NC_067423.1	40181944	40463215	1	0.8149	1	2701	2701	57	57	0	56	0	8100	281272	273172	2534.5	46952	78	142.11	-6	56	0	0	1	1	
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	ITPR3	0	MP000079	A0A4W3GWE7	ITPR3	0	Q14573	+	NC_067424.1	22414158	22639934	1	0.824	1	2630	2630	56	56	0	55	1	7879	225777	217898	2374	49653	120	140.7	-14	54	1	0	1	1	
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	RYR	2	MP000055	A0A8V0Y8K1	RYR2	0	Q92736	-	NC_067405.1	99603418	99907991	0.9992	0.6772	5	4968	4964	104	104	0	103	1	14656	304574	289918	1663	27859	104	140.92	-239	103	0	0	1	1	
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	RYR	1	MP000089	A0A3Q0HBW9	RYR2	0	Q92736	-	NC_067407.1	125014138	125448839	0.9962	0.8726	20	4986	4967	102	102	0	101	0	14934	434702	419768	2874	21081	106	146.41	30	101	0	0	1	1	
GCF_009764475.1	Pristis pectinata	Chondrichthyes	Rhinopristiformes	RYR	0	MP000059	A0A4W3I1N0		0	Q92736	+	NC_067439.1	16229966	16825395	0.9972	0.8902	15	4982	4968	103	103	0	102	0	15015	595430	580415	2997.5	47452	86	145.78	108	102	0	0	1	1	
GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	-	NC_141476.1	1959035	2128707	1	0.991	1	2779	2779	62	62	0	61	0	8337	169673	161336	1312	30950	83	134.47	-3	60	1	0	1	1	
GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	ITPR2	0	MP000050	A0A672UP22	ITPR2	0	Q14571	+	NC_141468.1	78392480	78653980	1	0.9874	1	2700	2700	57	57	0	56	0	8100	261501	253401	1644	37965	101	142.11	-3	55	1	0	1	1	
GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	ITPR3	0	MP000018	A0A8V1ACE6	ITPR3	0	Q14573	+	NC_141491.1	3997371	4038549	1	0.9895	1	2664	2664	58	58	0	57	1	7994	41179	33185	278	7549	84	137.83	-1	56	1	0	1	1	
GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	RYR	0	MP000034	A0A8V0Y8K1	RYR2	0	Q92736	+	NC_141466.1	88447581	88892302	1	0.9819	1	4968	4968	104	104	0	103	0	14910	444722	429812	1652	101443	123	143.37	3	103	0	0	1	1	
GCF_009769465.1	Tauraco erythrolophus	Aves	Musophagiformes	RYR	1	MP000032	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_141470.1	37040637	37296944	1	0.6752	1	5037	5037	102	102	0	101	4	14674	256308	241634	1114	53356	108	143.86	-440	100	1	0	1	1	
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	ITPR1	1	MP000080	A0A672IUQ7	ITPR1	0	Q14643	+	NC_047585.1	17252673	17361421	1	0.8563	1	2748	2748	58	58	0	57	0	8220	108749	100529	521	10617	84	141.72	-24	57	0	0	1	1	
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	ITPR1	0	MP000079	A0A672IUQ7	ITPR1	0	Q14643	-	NC_047585.1	29844710	29945753	1	0.9201	1	2748	2748	58	58	0	57	0	8190	101044	92854	685	12625	83	141.21	-57	57	0	0	1	1	
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	ITPR2	0	MP000081	A0AAX7UHL1	ITPR2	0	Q14571	-	NC_047587.1	18490340	18586861	1	0.8035	1	2701	2701	57	57	0	56	0	8124	96522	88398	491	14898	82	142.53	21	55	1	0	1	1	
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	ITPR3	0	MP000084	A0A8C6KWV8	ITPR3	0	Q14573	+	NC_047580.1	17917016	17950654	1	0.8594	1	2670	2670	58	58	0	57	0	8025	33639	25614	147	7749	75	138.36	15	57	0	0	1	1	
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	RYR	2	MP000059	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_047569.1	38839749	38939878	1	0.8035	1	5037	5037	103	103	0	102	0	15147	100130	84983	329.5	18828	77	147.06	33	102	0	0	1	1	
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	RYR	0	MP000067	A0AC58GZ77	RYR2	0	Q92736	+	NC_047574.1	7053195	7237092	1	0.8964	1	4961	4961	109	109	0	108	0	14934	183898	168964	505	58159	88	137.01	48	108	0	0	1	1	
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	RYR	5	MP000078	A0AAJ7XD62		0	Q92736	-	NC_047574.1	16274537	16346383	1	0.5638	1	5168	5168	100	100	0	99	0	14817	71847	57030	235	6535	69	148.17	-690	99	0	0	1	1	
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	RYR	1	MP000058	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_047575.1	11396183	11453744	1	0.7986	1	5037	5037	104	104	0	103	0	15249	57562	42313	117	6508	74	146.62	135	103	0	0	1	1	
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	RYR	3	MP000064	Q92736	RYR2	0	Q92736	+	NC_047583.1	13466541	13578435	1	0.6759	1	4967	4967	101	101	0	100	1	14722	111895	97173	271	22232	82	145.76	-182	100	0	0	1	1	
GCF_011004845.1	Esox lucius	Actinopteri	Esociformes	RYR	4	MP000062	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_047591.1	20320178	20437074	1	0.6493	1	5037	5037	106	106	0	105	1	14696	116897	102201	507	20989	87	138.64	-418	102	3	0	1	1	
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	NC_046193.1	22487071	22658027	1	0.9917	1	2779	2779	62	62	0	61	0	8337	170957	162620	1331	31802	82	134.47	-3	60	1	0	1	1	
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	ITPR2	0	MP000050	A0A672UP22	ITPR2	0	Q14571	-	NC_046184.1	75434867	75695846	1	0.9856	1	2700	2700	57	57	0	56	0	8100	260980	252880	1632	36360	101	142.11	-3	55	1	0	1	1	
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	ITPR3	0	MP000018	A0A8V1ACE6	ITPR3	0	Q14573	+	NC_046208.1	4804969	4845653	1	0.9899	1	2664	2664	58	58	0	57	0	7995	40685	32690	284	7394	82	137.84	0	56	1	0	1	1	
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	RYR	0	MP000034	A0A8V0Y8K1	RYR2	0	Q92736	+	NC_046186.1	84035335	84463793	1	0.9845	1	4968	4968	104	104	0	103	0	14910	428459	413549	1581	95608	122	143.37	3	103	0	0	1	1	
GCF_011004875.1	Balearica regulorum gibbericeps	Aves	Gruiformes	RYR	1	MP000032	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_046188.1	35440154	35686209	1	0.6731	1	5037	5037	101	101	0	100	0	14637	246056	231419	1110.5	51947	107	144.92	-477	99	1	0	1	1	
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	ITPR1	1	MP000077	A0A672IUQ7	ITPR1	0	Q14643	+	NC_050588.1	21333578	21445143	1	0.8969	1	2748	2748	58	58	0	57	0	8241	111566	103325	701	13951	92	142.09	-6	57	0	0	1	1	
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	ITPR1	0	MP000076	A0A672IUQ7	ITPR1	0	Q14643	-	NC_050589.1	15326220	15444001	1	0.9109	1	2748	2748	58	58	0	57	0	8259	117782	109523	689	14503	86	142.4	12	57	0	0	1	1	
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	ITPR2	0	MP000078	A0AAX7UHL1	ITPR2	0	Q14571	+	NC_050607.1	10077854	10165753	1	0.8081	1	2701	2701	56	56	0	55	0	7965	87900	79935	665	15337	119	142.23	-141	53	2	0	1	1	
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	ITPR3	0	MP000081	A0A8C6KWV8	ITPR3	0	Q14573	-	NC_050589.1	12834979	12878471	1	0.8507	1	2670	2670	58	58	0	57	0	7959	43493	35534	369	7126	159	137.22	-54	57	0	0	1	1	
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	RYR	0	MP000066	A0AC58GZ77	RYR2	0	Q92736	+	NC_050583.1	54542276	54709244	1	0.9198	1	4961	4961	105	105	0	104	0	14904	166969	152065	612.5	62875	93	141.94	18	103	1	0	1	1	
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	RYR	1	MP000058	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_050585.1	15834634	15912496	1	0.8308	1	5037	5037	106	106	0	105	0	15084	77863	62779	249	9184	85	142.3	-30	104	1	0	1	1	
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	RYR	2	MP000059	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_050591.1	26057991	26125665	1	0.8224	1	5037	5037	105	105	0	104	0	15246	67675	52429	187.5	11294	81	145.2	132	104	0	0	1	1	
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	RYR	3	MP000065	A0A8V0Y8K1	RYR2	0	Q92736	+	NC_050594.1	29615179	29741539	1	0.6872	1	4968	4968	104	104	0	103	1	14803	126361	111558	522	20325	29	142.34	-104	102	1	0	1	1	
GCF_013368585.1	Megalops cyprinoides	Actinopteri	Elopiformes	RYR	4	MP000075	A0AAJ7XD62		0	Q92736	-	NC_050599.1	31306096	31448422	1	0.605	1	5168	5168	99	99	0	98	6	15087	142327	127240	446.5	22648	51	152.39	-420	96	2	0	1	1	
GCF_013368605.1	Nyctibius grandis	Aves	Nyctibiiformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	NC_090667.1	33410934	33567003	1	0.9906	1	2779	2779	62	62	0	61	0	8340	156070	147730	1185	31401	83	134.52	0	60	1	0	1	1	
GCF_013368605.1	Nyctibius grandis	Aves	Nyctibiiformes	ITPR2	0	MP000050	A0A672UP22	ITPR2	0	Q14571	+	NC_090662.1	83725869	83990230	1	0.9878	1	2700	2700	57	57	0	56	0	8100	264362	256262	1602.5	36483	101	142.11	-3	55	1	0	1	1	
GCF_013368605.1	Nyctibius grandis	Aves	Nyctibiiformes	ITPR3	0	MP000018	A0A8V1ACE6	ITPR3	0	Q14573	+	NC_090684.1	3605550	3646116	1	0.9891	1	2664	2664	58	58	0	57	0	7995	40567	32572	276	7320	77	137.84	0	56	1	0	1	1	
GCF_013368605.1	Nyctibius grandis	Aves	Nyctibiiformes	RYR	0	MP000034	A0A8V0Y8K1	RYR2	0	Q92736	-	NC_090658.1	43521544	43980510	1	0.9817	1	4968	4968	104	104	0	103	0	14913	458967	444054	1767	110596	122	143.39	6	103	0	0	1	1	
GCF_013368605.1	Nyctibius grandis	Aves	Nyctibiiformes	RYR	1	MP000032	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_090661.1	36467434	36722276	1	0.6719	1	5037	5037	102	102	0	101	0	14853	254843	239990	1139	48338	104	145.62	-261	100	1	0	1	1	
