n_introns_a	n_introns_b	n_introns_b_in_shared	n_shared_columns	observed	expected_analytic	p_analytic	n_perm	expected_perm	p_perm	accession	organism	vclass	cell_a	cell_b	tolerance	is_operating_point	frame_via_cell
56	57	56	2607	51	1.282	1.12285e-81	1000	1.349	0.001	GCF_013368605.1	Nyctibius grandis	Aves	ITPR2	ITPR3	1	0	0
56	56	55	2608	50	1.25	3.34754e-80	1000	1.263	0.001	GCF_014839835.1	Dryobates pubescens	Aves	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.349	0.001	GCF_016699485.2	Gallus gallus	Aves	ITPR2	ITPR3	1	0	0
53	59	56	2550	49	1.266	4.87249e-76	1000	1.247	0.001	GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR2	ITPR3	1	0	0
56	52	50	2523	47	1.223	5.40846e-76	1000	1.194	0.001	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR2	ITPR3	1	0	0
55	55	53	2576	48	1.266	9.50432e-76	1000	1.244	0.001	GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.257	0.001	GCF_017976375.1	Cuculus canorus	Aves	ITPR2	ITPR3	1	0	0
56	57	56	2607	50	1.258	1.75009e-79	1000	1.225	0.001	GCF_018139145.2	Gymnogyps californianus	Aves	ITPR2	ITPR3	1	0	0
54	58	55	2550	47	1.243	1.03117e-71	1000	1.236	0.001	GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.304	0.001	GCF_018691265.1	Tyto alba	Aves	ITPR2	ITPR3	1	0	0
54	53	51	2493	46	1.282	1.09317e-71	1000	1.318	0.001	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	ITPR3	1	0	0
57	57	55	2607	51	1.326	6.4824e-82	1000	1.299	0.001	GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	ITPR3	1	0	0
56	57	56	2616	51	1.277	9.42112e-82	1000	1.295	0.001	GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	ITPR3	1	0	0
53	58	55	2550	49	1.285	2.0984e-76	1000	1.249	0.001	GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2616	51	1.277	9.42112e-82	1000	1.246	0.001	GCF_020171115.1	Neogale vison	Mammalia	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.261	0.001	GCF_020740795.1	Apus apus	Aves	ITPR2	ITPR3	1	0	0
56	57	56	2616	51	1.277	9.42112e-82	1000	1.283	0.001	GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR2	ITPR3	1	0	0
55	54	53	2488	46	1.16	8.54345e-72	1000	1.163	0.001	GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR2	ITPR3	1	0	0
56	57	56	2616	51	1.277	9.42112e-82	1000	1.294	0.001	GCF_021613505.1	Equus quagga	Mammalia	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.287	0.001	GCF_023634155.1	Falco peregrinus	Aves	ITPR2	ITPR3	1	0	0
56	57	56	2616	51	1.277	9.42112e-82	1000	1.261	0.001	GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR2	ITPR3	1	0	0
56	57	56	2616	51	1.277	9.42112e-82	1000	1.239	0.001	GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.304	0.001	GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR2	ITPR3	1	0	0
55	57	56	2611	50	1.238	1.59769e-79	1000	1.225	0.001	GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR2	ITPR3	1	0	0
56	57	56	2616	51	1.277	9.42112e-82	1000	1.249	0.001	GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR2	ITPR3	1	0	0
56	55	53	2536	48	1.228	1.30877e-76	1000	1.262	0.001	GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR2	ITPR3	1	0	0
55	57	56	2599	47	1.257	7.77023e-72	1000	1.266	0.001	GCF_027579735.1	Bombina bombina	Amphibia	ITPR2	ITPR3	1	0	0
56	57	56	2616	51	1.277	9.42112e-82	1000	1.277	0.001	GCF_027595985.1	Sorex araneus	Mammalia	ITPR2	ITPR3	1	0	0
56	57	56	2616	51	1.277	9.42112e-82	1000	1.282	0.001	GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.294	0.001	GCF_028389875.1	Rhea pennata	Aves	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.239	0.001	GCF_028858725.1	Colius striatus	Aves	ITPR2	ITPR3	1	0	0
56	55	53	2536	48	1.228	1.30877e-76	1000	1.221	0.001	GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR2	ITPR3	1	0	0
54	43	40	2567	30	0.933	6.93855e-43	1000	0.997	0.001	GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2616	51	1.277	9.42112e-82	1000	1.292	0.001	GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR2	ITPR3	1	0	0
56	57	56	2616	50	1.301	1.79338e-78	1000	1.338	0.001	GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.274	0.001	GCF_030463565.1	Pelecanus crispus	Aves	ITPR2	ITPR3	1	0	0
56	55	54	2608	49	1.218	1.01723e-78	1000	1.228	0.001	GCF_030490865.1	Poecile atricapillus	Aves	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.275	0.001	GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.262	0.001	GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.324	0.001	GCF_030936135.1	Gavia stellata	Aves	ITPR2	ITPR3	1	0	0
55	59	56	2550	51	1.344	2.91891e-80	1000	1.366	0.001	GCF_033026475.1	Channa argus	Actinopteri	ITPR2	ITPR3	1	0	0
54	59	56	2550	50	1.295	2.73808e-78	1000	1.297	0.001	GCF_033807715.1	Cololabis saira	Actinopteri	ITPR2	ITPR3	1	0	0
53	58	55	2547	47	1.252	3.10037e-72	1000	1.286	0.001	GCF_033978785.1	Entelurus aequoreus	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.239	0.001	GCF_034619465.1	Leptosomus discolor	Aves	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.321	0.001	GCF_034638445.1	Ciconia boyciana	Aves	ITPR2	ITPR3	1	0	0
55	57	54	2550	50	1.285	1.89595e-80	1000	1.272	0.001	GCF_034702125.1	Engraulis encrasicolus	Actinopteri	ITPR2	ITPR3	1	0	0
56	53	51	2524	48	1.25	9.69726e-78	1000	1.267	0.001	GCF_035084215.1	Heptranchias perlo	Chondrichthyes	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.265	0.001	GCF_035582795.1	Mycteria americana	Aves	ITPR2	ITPR3	1	0	0
56	56	55	2607	50	1.25	3.41225e-80	1000	1.228	0.001	GCF_036013445.1	Caloenas nicobarica	Aves	ITPR2	ITPR3	1	0	0
56	52	50	2524	48	1.218	2.73573e-79	1000	1.248	0.001	GCF_036365525.1	Heterodontus francisci	Chondrichthyes	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.24	0.001	GCF_036370855.1	Dromaius novaehollandiae	Aves	ITPR2	ITPR3	1	0	0
55	57	54	2576	50	1.254	1.78338e-80	1000	1.368	0.001	GCF_036373705.1	Amia ocellicauda	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.279	0.001	GCF_036417535.1	Chlamydotis macqueenii	Aves	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.268	0.001	GCF_036417845.1	Apteryx mantelli	Aves	ITPR2	ITPR3	1	0	0
56	57	56	2616	51	1.277	9.42112e-82	1000	1.253	0.001	GCF_036850765.1	Saccopteryx bilineata	Mammalia	ITPR2	ITPR3	1	0	0
54	53	51	2523	48	1.224	1.61131e-78	1000	1.279	0.001	GCF_036971445.1	Narcine bancroftii	Chondrichthyes	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.247	0.001	GCF_037157495.1	Lathamus discolor	Aves	ITPR2	ITPR3	1	0	0
56	56	55	2601	47	1.228	7.88276e-73	1000	1.197	0.001	GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	ITPR2	ITPR3	1	0	0
55	57	56	2616	49	1.269	9.32365e-77	1000	1.267	0.001	GCF_037893015.1	Macrotis lagotis	Mammalia	ITPR2	ITPR3	1	0	0
55	59	56	2550	49	1.306	3.10828e-75	1000	1.311	0.001	GCF_039877785.1	Chaetodon trifascialis	Actinopteri	ITPR2	ITPR3	1	0	0
55	58	55	2550	48	1.29	1.28427e-73	1000	1.292	0.001	GCF_040054535.1	Antennarius striatus	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.263	0.001	GCF_040807025.1	Struthio camelus	Aves	ITPR2	ITPR3	1	0	0
56	57	54	2576	51	1.313	4.2347e-82	1000	1.339	0.001	GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ITPR2	ITPR3	1	0	0
56	55	54	2608	49	1.218	1.01723e-78	1000	1.219	0.001	GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR2	ITPR3	1	0	0
55	55	53	2536	47	1.228	6.8958e-74	1000	1.205	0.001	GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR2	ITPR3	1	0	0
55	57	56	2599	49	1.281	2.05457e-76	1000	1.2	0.001	GCF_042186555.1	Aquarana catesbeiana	Amphibia	ITPR2	ITPR3	1	0	0
55	59	56	2550	51	1.342	2.8361e-80	1000	1.385	0.001	GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR2	ITPR3	1	0	0
54	59	56	2550	48	1.331	7.11559e-73	1000	1.335	0.001	GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR2	ITPR3	1	0	0
53	59	56	2550	47	1.292	9.77794e-71	1000	1.31	0.001	GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.248	0.001	GCF_047370975.1	Nipponia nippon	Aves	ITPR2	ITPR3	1	0	0
54	53	51	2524	46	1.224	2.51639e-72	1000	1.21	0.001	GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR2	ITPR3	1	0	0
55	53	51	2524	48	1.25	9.69726e-78	1000	1.242	0.001	GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.281	0.001	GCF_047663525.1	Anas platyrhynchos	Aves	ITPR2	ITPR3	1	0	0
55	57	56	2607	50	1.254	2.64371e-79	1000	1.268	0.001	GCF_047716275.1	Strix uralensis	Aves	ITPR2	ITPR3	1	0	0
54	53	50	2523	47	1.214	1.41521e-76	1000	1.198	0.001	GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR2	ITPR3	1	0	0
56	57	56	2616	51	1.277	9.42112e-82	1000	1.295	0.001	GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR2	ITPR3	1	0	0
56	55	54	2576	48	1.293	1.71309e-74	1000	1.319	0.001	GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2616	51	1.277	9.42112e-82	1000	1.286	0.001	GCF_049350105.2	Macaca mulatta	Mammalia	ITPR2	ITPR3	1	0	0
56	57	56	2616	51	1.277	9.42112e-82	1000	1.286	0.001	GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR2	ITPR3	1	0	0
56	55	54	2536	47	1.258	8.20789e-73	1000	1.316	0.001	GCF_052040795.1	Danio rerio	Actinopteri	ITPR2	ITPR3	1	0	0
56	53	51	2523	48	1.251	9.8833e-78	1000	1.262	0.001	GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR2	ITPR3	1	0	0
56	57	56	2616	51	1.277	9.42112e-82	1000	1.343	0.001	GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR2	ITPR3	1	0	0
54	57	54	2550	50	1.288	3.10567e-80	1000	1.277	0.001	GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR2	ITPR3	1	0	0
53	59	56	2550	48	1.287	1.99836e-73	1000	1.275	0.001	GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR2	ITPR3	1	0	0
56	59	56	2550	50	1.373	3.39528e-77	1000	1.349	0.001	GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR2	ITPR3	1	0	0
53	59	55	2550	48	1.26	5.13322e-74	1000	1.327	0.001	GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR2	ITPR3	1	0	0
54	59	56	2550	49	1.315	2.62285e-75	1000	1.311	0.001	GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	55	2576	50	1.286	1.48763e-79	1000	1.266	0.001	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR2	ITPR3	1	0	0
52	59	56	2550	48	1.28	9.9868e-74	1000	1.33	0.001	GCF_900880675.2	Sparus aurata	Actinopteri	ITPR2	ITPR3	1	0	0
55	58	55	2550	47	1.359	6.29188e-70	1000	1.266	0.001	GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2604	50	1.28	1.18194e-78	1000	1.274	0.001	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR2	ITPR3	1	0	0
53	59	56	2550	48	1.302	3.06694e-73	1000	1.29	0.001	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR2	ITPR3	1	0	0
54	59	55	2550	50	1.31	6.7966e-79	1000	1.305	0.001	GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR2	ITPR3	1	0	0
54	58	55	2545	49	1.31	3.31887e-76	1000	1.265	0.001	GCF_902167405.1	Gadus morhua	Actinopteri	ITPR2	ITPR3	1	0	0
56	55	54	2536	48	1.238	8.78911e-76	1000	1.244	0.001	GCF_902362185.1	Chanos chanos	Actinopteri	ITPR2	ITPR3	1	0	0
54	59	56	2550	49	1.32	6.34048e-76	1000	1.324	0.001	GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.26	0.001	GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR2	ITPR3	1	0	0
52	59	56	2550	47	1.28	3.34094e-71	1000	1.277	0.001	GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.283	0.001	GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR2	ITPR3	1	0	0
55	55	53	2536	47	1.201	2.99239e-74	1000	1.208	0.001	GCF_949152265.1	Phoxinus phoxinus	Actinopteri	ITPR2	ITPR3	1	0	0
54	59	56	2550	49	1.328	1.40302e-75	1000	1.386	0.001	GCF_949606895.1	Notothenia rossii	Actinopteri	ITPR2	ITPR3	1	0	0
52	57	54	2550	48	1.26	4.10791e-75	1000	1.307	0.001	GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR2	ITPR3	1	0	0
53	54	51	2550	44	1.22	3.7265e-67	1000	1.168	0.001	GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2616	51	1.277	9.42112e-82	1000	1.255	0.001	GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR2	ITPR3	1	0	0
55	58	55	2550	48	1.253	3.28673e-74	1000	1.204	0.001	GCF_951799975.1	Gobius niger	Actinopteri	ITPR2	ITPR3	1	0	0
54	59	56	2550	49	1.299	1.64675e-75	1000	1.308	0.001	GCF_960531495.1	Zeus faber	Actinopteri	ITPR2	ITPR3	1	0	0
55	59	56	2550	50	1.339	1.00239e-77	1000	1.338	0.001	GCF_963457635.1	Microchirus variegatus	Actinopteri	ITPR2	ITPR3	1	0	0
56	52	50	2524	47	1.229	1.00379e-75	1000	1.244	0.001	GCF_963514005.1	Raja brachyura	Chondrichthyes	ITPR2	ITPR3	1	0	0
56	57	55	2578	50	1.289	2.32068e-79	1000	1.259	0.001	GCF_963514075.1	Conger conger	Actinopteri	ITPR2	ITPR3	1	0	0
53	59	56	2550	47	1.276	1.1858e-70	1000	1.264	0.001	GCF_963514085.1	Chelon labrosus	Actinopteri	ITPR2	ITPR3	1	0	0
55	60	58	2550	51	1.358	6.37612e-79	1000	1.411	0.001	GCF_963921795.1	Nannobrachium achirus	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.283	0.001	GCF_963921805.1	Phalacrocorax carbo	Aves	ITPR2	ITPR3	1	0	0
56	59	56	2550	50	1.383	3.57987e-77	1000	1.428	0.001	GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR2	ITPR3	1	0	0
53	56	54	2550	50	1.228	1.15185e-80	1000	1.169	0.001	GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.288	0.001	GCF_964195595.1	Calonectris borealis	Aves	ITPR2	ITPR3	1	0	0
56	56	55	2616	51	1.27	1.6499e-82	1000	1.323	0.001	GCF_964237555.1	Oryctolagus cuniculus	Mammalia	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.293	0.001	GCF_964237585.1	Gallinula chloropus	Aves	ITPR2	ITPR3	1	0	0
56	57	56	2599	50	1.285	7.1317e-79	1000	1.324	0.001	GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	ITPR3	1	0	0
55	57	56	2607	51	1.277	6.88535e-82	1000	1.348	0.001	GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.27	0.001	GCF_964417175.1	Larus argentatus	Aves	ITPR2	ITPR3	1	0	0
55	59	56	2550	50	1.408	1.60283e-77	1000	1.379	0.001	GCF_964638095.1	Poromitra crassiceps	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.266	0.001	GCF_965183815.1	Platalea leucorodia	Aves	ITPR2	ITPR3	1	0	0
54	57	54	2550	50	1.285	1.89595e-80	1000	1.248	0.001	GCF_965601325.1	Salmo salar	Actinopteri	ITPR2	ITPR3	1	0	0
56	57	56	2607	51	1.282	1.12285e-81	1000	1.305	0.001	GCF_965638725.1	Aptenodytes patagonicus	Aves	ITPR2	ITPR3	1	0	0
56	102	48	2208	2	1.09	0.297658	1000	1.098	0.2997	GCA_008658365.1	Alca torda	Aves	ITPR2	RYR	1	0	0
56	100	45	2193	2	0.997	0.263181	1000	0.955	0.23976	GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR2	RYR	1	0	0
56	102	48	2208	2	1.09	0.297658	1000	1.083	0.3007	GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR2	RYR	1	0	0
56	102	46	2195	2	1.03	0.275263	1000	1.107	0.3007	GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	ITPR2	RYR	1	0	0
53	113	50	2196	2	1.125	0.310673	1000	1.177	0.32867	GCA_011823955.1	Dissostichus mawsoni	Actinopteri	ITPR2	RYR	1	0	0
56	100	45	2193	2	0.997	0.263181	1000	1.001	0.26374	GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	RYR	1	0	0
55	101	44	2181	3	1.036	0.0841085	1000	1.019	0.08092	GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR2	RYR	1	0	0
56	102	48	2208	2	1.09	0.297658	1000	1.114	0.30869	GCA_014839755.1	Sylvia borin	Aves	ITPR2	RYR	1	0	0
56	102	48	2208	2	1.09	0.297658	1000	1.085	0.30769	GCA_015883425.2	Lamprotornis superbus	Aves	ITPR2	RYR	1	0	0
54	104	45	2181	2	1.046	0.281325	1000	1.081	0.27672	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR2	RYR	1	0	0
40	103	45	2193	2	0.664	0.142451	1000	0.639	0.13686	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR2	RYR	1	0	0
56	102	48	2208	2	1.09	0.297658	1000	1.192	0.33866	GCA_020745705.1	Hemiprocne comata	Aves	ITPR2	RYR	1	0	0
56	102	44	2193	2	0.992	0.261307	1000	1.011	0.26673	GCA_022829145.1	Albula goreensis	Actinopteri	ITPR2	RYR	1	0	0
56	104	48	2213	2	1.087	0.29674	1000	1.101	0.3027	GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR2	RYR	1	0	0
54	100	44	2181	2	1.009	0.267457	1000	1.065	0.29071	GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	ITPR2	RYR	1	0	0
53	102	44	2181	2	1.004	0.265744	1000	1.02	0.26474	GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR2	RYR	1	0	0
56	98	45	2195	2	0.996	0.262842	1000	1.047	0.27772	GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR2	RYR	1	0	0
55	103	48	2196	2	1.081	0.294445	1000	1.113	0.2997	GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR2	RYR	1	0	0
54	101	44	2181	2	1.004	0.265744	1000	0.991	0.26474	GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR2	RYR	1	0	0
56	99	45	2195	2	0.996	0.262842	1000	1.005	0.26074	GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR2	RYR	1	0	0
42	97	42	2181	1	0.639	0.474733	1000	0.618	0.45954	GCA_033238685.1	Lates japonicus	Actinopteri	ITPR2	RYR	1	0	0
55	101	45	2181	2	0.975	0.254789	1000	0.939	0.22977	GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR2	RYR	1	0	0
55	101	45	2193	2	0.997	0.263181	1000	1.014	0.26873	GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR2	RYR	1	0	0
54	113	50	2196	2	1.162	0.324351	1000	1.144	0.31968	GCA_046255725.1	Amblyopsis spelaea	Actinopteri	ITPR2	RYR	1	0	0
52	102	45	2181	2	0.975	0.254793	1000	1.006	0.26973	GCA_047511595.1	Polymixia lowei	Actinopteri	ITPR2	RYR	1	0	0
56	102	46	2195	2	1.03	0.275263	1000	0.999	0.26274	GCA_048126345.2	Notoryctes typhlops	Mammalia	ITPR2	RYR	1	0	0
54	102	44	2181	2	0.973	0.254109	1000	0.929	0.23676	GCA_048569125.1	Diretmus argenteus	Actinopteri	ITPR2	RYR	1	0	0
54	101	44	2181	2	0.973	0.254109	1000	0.929	0.24376	GCA_050084785.1	Liparis tanakae	Actinopteri	ITPR2	RYR	1	0	0
55	102	48	2208	2	1.09	0.297658	1000	1.044	0.27473	GCA_054084135.1	Copsychus sechellarum	Aves	ITPR2	RYR	1	0	0
56	98	43	2193	2	0.987	0.259433	1000	0.919	0.22877	GCA_054099775.1	Steatornis caripensis	Aves	ITPR2	RYR	1	0	0
56	98	45	2195	2	0.996	0.262842	1000	0.998	0.26773	GCA_054644205.1	Lestoros inca	Mammalia	ITPR2	RYR	1	0	0
55	103	46	2181	2	1.022	0.272251	1000	1.057	0.28272	GCA_054883175.1	Datnioides polota	Actinopteri	ITPR2	RYR	1	0	0
56	101	44	2195	2	0.991	0.26097	1000	0.984	0.26573	GCA_054883375.1	Arapaima gigas	Actinopteri	ITPR2	RYR	1	0	0
55	101	44	2181	2	1.009	0.267457	1000	1	0.25774	GCA_056506795.1	Pristigenys meyeri	Actinopteri	ITPR2	RYR	1	0	0
56	102	48	2208	2	1.09	0.297658	1000	1.115	0.31169	GCA_056776345.1	Spizella passerina	Aves	ITPR2	RYR	1	0	0
56	101	44	2195	2	1.002	0.265054	1000	0.993	0.26374	GCA_056783565.1	Hiodon alosoides	Actinopteri	ITPR2	RYR	1	0	0
55	102	44	2193	2	0.985	0.258581	1000	0.996	0.27273	GCA_056783665.1	Albula glossodonta	Actinopteri	ITPR2	RYR	1	0	0
53	100	44	2181	2	0.974	0.254447	1000	0.919	0.24076	GCA_056824565.1	Stylephorus chordatus	Actinopteri	ITPR2	RYR	1	0	0
55	101	45	2181	2	0.974	0.254456	1000	0.97	0.26274	GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	ITPR2	RYR	1	0	0
56	97	43	2193	2	0.955	0.247515	1000	0.95	0.24775	GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	ITPR2	RYR	1	0	0
56	101	45	2193	2	0.997	0.263181	1000	0.982	0.26274	GCA_058224745.1	Acrocephalus arundinaceus	Aves	ITPR2	RYR	1	0	0
54	100	43	2181	2	0.964	0.250857	1000	0.961	0.24076	GCA_058707665.1	Platax teira	Actinopteri	ITPR2	RYR	1	0	0
54	100	44	2181	2	0.973	0.254109	1000	0.945	0.23277	GCA_965364685.1	Capros aper	Actinopteri	ITPR2	RYR	1	0	0
56	101	45	2181	2	1.015	0.269854	1000	0.973	0.25574	GCA_980438365.1	Acanthurus tractus	Actinopteri	ITPR2	RYR	1	0	0
54	99	43	2181	2	0.967	0.251713	1000	1.002	0.26274	GCA_984656905.1	Parequula melbournensis	Actinopteri	ITPR2	RYR	1	0	0
56	101	47	2213	2	0.998	0.263528	1000	1.006	0.27772	GCA_987193245.1	Pontoporia blainvillei	Mammalia	ITPR2	RYR	1	0	0
56	104	48	2213	2	1.087	0.29674	1000	1.126	0.32168	GCF_000001405.40	Homo sapiens	Mammalia	ITPR2	RYR	1	0	0
56	104	48	2213	2	1.087	0.29674	1000	1.147	0.32867	GCF_000001635.27	Mus musculus	Mammalia	ITPR2	RYR	1	0	0
55	102	45	2193	2	1.001	0.264714	1000	0.985	0.25774	GCF_000004195.4	Xenopus tropicalis	Amphibia	ITPR2	RYR	1	0	0
56	99	45	2193	2	0.997	0.263181	1000	0.98	0.25774	GCF_001715985.3	Manacus vitellinus	Aves	ITPR2	RYR	1	0	0
56	104	48	2213	2	1.087	0.29674	1000	1.105	0.2957	GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR2	RYR	1	0	0
56	102	48	2208	2	1.09	0.297658	1000	1.073	0.2957	GCF_003957555.1	Calypte anna	Aves	ITPR2	RYR	1	0	0
56	100	46	2195	2	1.03	0.275263	1000	0.995	0.25774	GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR2	RYR	1	0	0
56	102	47	2210	2	1.052	0.283464	1000	1.01	0.25974	GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR2	RYR	1	0	0
56	102	48	2208	2	1.09	0.297658	1000	1.093	0.30969	GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR2	RYR	1	0	0
56	99	45	2181	2	1.021	0.27208	1000	1.039	0.28372	GCF_011004845.1	Esox lucius	Actinopteri	ITPR2	RYR	1	0	0
